%eval_id interface  DAKOTA_C_RC_1  DAKOTA_C_RC_2  DAKOTA_C_RC_3  DAKOTA_C_RC_4  DAKOTA_C_RC_5  DAKOTA_C_RC_6  DAKOTA_C_RC_7  DAKOTA_C_EP_1  DAKOTA_C_EP_2 DAKOTA_Mg_RC_1 DAKOTA_Mg_RC_2 DAKOTA_Mg_RC_3 DAKOTA_Mg_RC_4 DAKOTA_Mg_RC_5 DAKOTA_Mg_RC_6 DAKOTA_Mg_RC_7 DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2 DAKOTA_Ga_RC_1 DAKOTA_Ga_RC_2 DAKOTA_Ga_RC_3 DAKOTA_Ga_RC_4 DAKOTA_Ga_RC_5 DAKOTA_Ga_RC_6 DAKOTA_Ga_RC_7 DAKOTA_Ga_RC_8 DAKOTA_Ga_RC_9 DAKOTA_Ga_EP_1 DAKOTA_Ga_EP_2 DAKOTA_Ga_EP_3  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20      obj_fn_21      obj_fn_22      obj_fn_23      obj_fn_24      obj_fn_25 
251          NO_ID    1.265855028     1.34030194   0.8881145911    1.358230308     1.37778375     1.69016832    1.405095943    10.48044601    6.526754758    1.952496726    1.745573668    2.858994171    1.764644309    1.913734662    1.675899038    1.727370616    1.725451127    1.550038762    1.561211897    1.909117896    2.060187735    1.951761926    1.929517326    7.279499042    1.847662045    1.771692998    1.428983027    1.351270979    1.589692093    1.382391202    1.517813676    1.740547121    1.567693142    2.453641333    1.284887142    2.195476891    1.826096587    1.992873371    2.260621492    2.276572062    1.890370097    1.842195161    1.664571091    2.236014405    4.698298223    2.948350644    0.906925104     1.65738095    1.104508891    1.252950108    1.397498846    1.360696626    1.352712035    1.569016172    3.712465303    6.190444438            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
252          NO_ID    1.275028391    1.328279544   0.8503257489    1.369089813     1.30833551    1.815110203    1.477277123    11.09277769    6.330534752    2.026879261    1.709211669    2.460492146     1.81677818    1.763046158    1.695618369    1.741906257    1.792851333    1.676224534    1.543360714    1.969802989    2.173963108    2.007170671    2.003973754     7.21665983    2.310325769    1.627679543    1.525331886    1.354433208    1.533718255     1.23507099    1.426082399    1.693746646    1.408350534    2.806040739    1.105182292    2.166686044    1.821518351    1.829113582    2.293063813    2.252371826    2.000992842    1.838275481     1.57395385    2.198771023      5.1522164    2.521369071   0.7933863969    1.570172973    1.145298348    1.401037993    1.370975961    1.315261456    1.356208664    1.616949715    5.195274387    5.150738181            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
253          NO_ID       1.287557       1.362181       0.738197       1.212966       1.456943       1.749089       1.344964      10.557005       7.897751        2.11257       1.734723       2.465485       1.829086       1.915037       1.734508       1.780513       1.789567       1.530865        1.63375    1.863455435       2.050375       1.973792       1.952203       6.565524       2.368888       1.646453       1.398901       1.331171    1.608417655       1.273789       1.428991       1.755326       1.488586       2.318652       1.281833       2.190993       1.858309       1.923919       2.300285       2.255717       1.996834       1.836301       1.548446       2.222283       4.591467       2.654354       0.023184       1.506149       1.223022       1.344617       1.521441       1.402036       1.265705       1.646776       3.471019       6.396108            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
254          NO_ID    1.296042839    1.189359589   0.9150765968    1.235124741    1.428160116    1.693989117    1.469737956    10.70751828    7.654638717     2.10840445    1.849268974    2.597844594    1.711673447    1.814945378    1.777289261    1.824563795    1.758659947     1.54526343    1.591278608    1.813091512    2.139370864    1.988202007    2.071972845    7.615918155    2.062429032    1.600413807    1.446151381    1.416517118     1.54142644     1.25525923    1.481179985    1.722469279    1.489618819    2.405282911    1.578970101    2.167778935     1.82995657    1.916331976    2.255630762    2.193220441    1.969736426    1.740899736     1.53769454    2.262409872    4.697451139    2.820919006   0.5248683344    1.690505061    1.274247231    1.395252275    1.534596573    1.409618095    1.331454282    1.648569419    4.538099106    6.407400888            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
255          NO_ID     1.30295064    1.307353465    0.800363433    1.342926191     1.45021181    1.798919098     1.33572732    11.80676482    6.525704989    2.061038018    1.867254273    2.146856124    1.758698916    1.886875735     1.78929562    1.684891391    1.723582134    1.571191602      1.5743918     1.89382967    2.075858763    1.996351724    2.032038961    5.811239493    1.711662854    1.707127044     1.41117106    1.378669325     1.60418567    1.311712258    1.546685269     1.79213631    1.464065724    2.159243507    1.466312505    2.164277534      1.8759678    1.959789821    2.362054016    2.126338299    1.965827839    1.865308289    1.595647653    2.105526754    4.660840238    2.170716361  0.04209072797    1.651766158    1.170134874    1.281809945    1.376595828    1.441993637     1.42616167    1.650634789    4.901917027    6.652942403            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
256          NO_ID       1.304151       1.189682       0.828224        1.24994       1.349962        1.76438       1.372782      10.717826       6.769879       2.130071       1.868892       2.790536       1.820289       1.768403        1.73466       1.684789       1.729532       1.626645       1.559366       1.836976       2.157521       1.987128       2.021538       7.230432       2.580849    1.666731202       1.435284       1.417097       1.640401       1.222125       1.603027       1.618108        1.41528       2.613421       1.181102       2.227888       1.741967       1.951007       2.356553       2.242284       1.935005       1.862213       1.588913       2.229803       5.407694       2.961816       0.589434       1.542436       1.183779       1.370519       1.428021        1.32458       1.327741    1.616293864        5.33747       5.522041            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
257          NO_ID       1.305845       1.188393       0.893288       1.275735       1.302573       1.730164    1.403483302      10.938161       6.514634       2.050658       1.852799       2.858626       1.680677       1.812465       1.647708       1.843034       1.872331        1.55113        1.59033       1.852131       2.150319       1.943349       1.921017       7.166526       2.240516       1.613567       1.592248       1.400145       1.658073       1.331499    1.559854231        1.66543       1.564984    2.158596964       1.375994       2.310388       1.790802        1.87186       2.228311       2.256253       1.960974    1.905108485       1.677615       2.119139       4.310625       2.590268       0.874305       1.551037       1.240133       1.263167       1.426233       1.381588       1.355892       1.600113       4.010454       5.005008            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
258          NO_ID       1.305847       1.175589       0.867018       1.269802       1.466412       1.738216       1.421039      12.037663       7.989247       2.087474       1.862246    2.456542761       1.687887       1.783792       1.827983       1.711752       1.769928       1.542944       1.519699       1.908401       2.027888        1.93925        1.94904       6.134996       1.845088       1.629678       1.541475       1.465044       1.582425       1.200497    1.480756414       1.778061       1.425726       2.745146       1.039975       2.142965       1.736688    1.925418636       2.359725       2.129701       1.993759       1.841139       1.556187       2.253109       3.594642       2.192447       0.874308       1.550863       1.233988       1.402431       1.500568       1.368713       1.286419       1.524376       3.947542       5.529244            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
259          NO_ID       1.309055       1.243203        0.72295       1.276978        1.42285        1.65573    1.459795834      11.410665        7.19843       2.129563       1.723169       2.157398       1.788467       1.769181       1.675276    1.829004812       1.713128       1.684005       1.667628       1.866421       2.125093       1.972897       1.881787        7.02874       2.288477       1.781855       1.402609       1.321611       1.538033       1.342919       1.603272       1.752826       1.425985       2.055048       1.768052       2.304983       1.711235       1.808356       2.250746       2.287422       1.882663       1.749239       1.685061       2.233715       4.912117       3.055936       0.738047       1.665488       1.256753       1.310923       1.363988       1.386616       1.399788       1.487871       3.737652       5.707298            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
260          NO_ID       1.309614       1.224986       0.736043        1.38653       1.420886       1.713641       1.485788      11.251207       7.632118       2.087534       1.775005       2.545383       1.817885       1.849266        1.76347       1.799802       1.731304       1.567754       1.682758       1.890042       2.026417        1.95562       2.076518       6.703137       2.548453       1.704263       1.492763       1.335583       1.632409       1.333028       1.562019       1.637455       1.552742       2.909705       0.903781       2.229516       1.766501       1.971077       2.380174       2.322803       2.000987       1.763595        1.62184       2.154805       5.140702       2.225576       0.883591       1.538073       1.187256       1.399178       1.450393       1.433547       1.266043       1.567385        3.94678       6.716575            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
261          NO_ID       1.313167       1.210026       0.787386       1.292627       1.364418       1.759997       1.419397       10.69874       6.597409       2.035535       1.794715       2.158638       1.817199        1.89429       1.761761       1.877657       1.755381       1.693931       1.629508        1.86111       2.058214       1.948832       2.053977       5.901503       1.804915       1.698046       1.381635        1.35724       1.463711       1.307227       1.471519       1.666998       1.555181       2.718875       1.727366       2.245815       1.779102       1.891222       2.330741        2.23776    2.050303682       1.777488       1.693438       2.255514        3.61249       2.519419       0.765331       1.582171       1.134586       1.281773       1.475148       1.389515       1.390205       1.574597       4.557754       6.479595            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
262          NO_ID    1.315352716    1.363788257   0.8290517961    1.368614824    1.313168105    1.778956514     1.43286755    10.88235812    7.631429203    2.008428068    1.874777648    2.270806094     1.75687887    1.777687224    1.682854135     1.70943451    1.870319202    1.653701073    1.709377205    1.993730489    2.069153313    1.890834875    2.000744087    6.776236959    1.793120978    1.596263805     1.45393581    1.455076762    1.564962516    1.288875058    1.459246156    1.765315232    1.497663315    2.806824271    1.460650279     2.26083142    1.785521368    1.855797606    2.366167232    2.146464288    2.009225674     1.87694488    1.636431971    2.147104544    3.685321039    2.842430528   0.3726952692    1.700951306    1.186987179    1.282916258    1.525681795    1.452140492    1.321751134    1.568425881    4.123641878    5.771753293            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
263          NO_ID    1.316782933    1.265505014    0.834361586    1.215499041     1.38428766    1.673327208    1.408243282     11.5486056     6.65077795    2.035772462    1.774544831    2.880686845    1.718689448    1.868270336    1.730468701    1.780143135    1.847090842    1.532267212     1.58480322    1.886726265     2.02447515    1.950012831    1.987641286    6.690294382    1.745448951    1.652584594    1.455725455    1.291874811    1.489030749     1.34036738    1.470125353    1.690813682    1.450872394    2.946434695    1.322563616    2.285160054    1.707814147    1.803556005    2.257120614    2.170691942    1.984328467    1.867665445    1.562306416    2.284017915    4.498357805    2.709875586   0.4108052512    1.559026622    1.239042329     1.36596427    1.476752887     1.45951748    1.263977101    1.492474839    4.111469178    5.098668914            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
264          NO_ID       1.319467       1.170629       0.866506       1.264506       1.459648       1.742982       1.393999      12.068247       7.986943       2.093098       1.862886       1.869434    1.749033029       1.774212       1.831727       1.714312       1.760268        1.54608       1.518963       1.907121       2.060082       1.943202       1.949072       6.145492       1.839464       1.629166       1.545795       1.460948       1.582457    1.325659034       1.597423       1.776493       1.439198        2.74825       1.003135       2.142957       1.712112       1.951693       2.358445    2.163680463       1.992415       1.884915       1.573083       2.253121        3.85717       2.217023       0.906612       1.577487       1.144698       1.358585        1.52433       1.376905       1.286541       1.516928        4.65837         5.5211            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
265          NO_ID       1.320381       1.276474       0.733652       1.275921        1.44546       1.846416       1.465763      11.568549       7.218771        2.05541       1.700094       2.590094       1.842018       1.897638       1.788818       1.757877       1.865158       1.646193       1.572907       1.839765    2.188277758       1.972048       2.051864       5.998923       1.911797       1.758852       1.486057       1.457799       1.563509         1.1979       1.429063       1.768958       1.571238       2.390259       0.866185        2.25441       1.720823       1.818658       2.392553       2.248068       2.017732       1.730159        1.54253       2.287574       3.527942       3.070482       0.147769       1.694475       1.223973       1.303039        1.36564       1.411043       1.426543       1.641584        5.05023       5.053667            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
266          NO_ID    1.322229444    1.188392528   0.8913995755     1.23682318     1.30257288    1.738355734    1.472414333    10.93686145     6.51463384    2.050610012     1.84228313    2.748034292    1.673540922    1.800176859    1.647963755    1.843042443    1.868234879    1.551130391    1.589306273    1.852131118    2.150767208    1.944884829    1.920424568    7.313981961    2.238307592    1.613310813    1.571156119     1.40012089    1.658200634    1.331591002    1.442370239    1.665430078     1.56498353    2.092849072    1.242261765    2.317556411    1.802125548    1.863667592    2.228342556    2.251388932    2.059277603    1.906625686    1.620894647    2.113818526    4.207025447    2.590292011   0.8743048407    1.551037423    1.233988793    1.263167241    1.434168542       1.380756     1.35605207     1.59659311    3.947541964    5.005135885            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
267          NO_ID       1.323143       1.267886       0.825531       1.270174       1.442909       1.829803       1.412665      11.003568       7.065608       2.018735    1.712978768       2.731811    1.788780567       1.772893       1.642086       1.807676       1.720352       1.578237       1.596347       1.882417       2.184468       1.947862       1.912903       6.644175       2.036016       1.746428       1.435823       1.335642       1.633816       1.350247       1.511059       1.625575       1.472693       2.042272       1.323695       2.292555       1.896673       1.816822       2.366095       2.188541       1.973277       1.866373       1.554981       2.182848       3.524185       2.236292       0.076462       1.533893       1.133034       1.333296       1.463702       1.366686        1.40663       1.602183       5.176955       5.577064            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
268          NO_ID       1.325609       1.188649         0.8914       1.232727       1.306305       1.738356       1.471646      10.936837       6.518474       2.050666       1.842091       2.938498       1.673541       1.800113       1.653084       1.841506       1.862383       1.551194        1.58857       1.852195       2.149295       1.944869       1.920425       7.325246       2.237132       1.614079       1.571604       1.396025       1.658265       1.333063       1.433538       1.664086       1.562072       2.093585       1.265402       2.317548        1.79803       1.814516       2.232439       2.251389       2.049742    1.849986844       1.620895       2.113819       4.207409       2.590292       0.906625       1.585853       1.146299       1.260025       1.458745       1.380756       1.356156       1.588401       4.659394       4.996944            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
269          NO_ID    1.326423894     1.34286016    0.776971455    1.385368977    1.388096306     1.77511826    1.478171296    11.69838566     6.41751154    1.940341046    1.694011305    2.795650132    1.812371646    1.847745429    1.782018622    1.712166179     1.76963762    1.572747906    1.690506677    1.947869152    2.072589264    2.018011741    2.053084829    7.397527663    1.980252397    1.619023745    1.495088211    1.427115021    1.632419019    1.345934944    1.469594297    1.643842913    1.533795104    2.656828761   0.9370594476    2.171891409    1.751684012    1.796383186    2.358829976    2.191235166    1.881724232    1.888841281    1.568676855    2.275095877    4.504867102    2.999477386  0.02631028231     1.68222433    1.137443383    1.394768733    1.461093483    1.406032647    1.352416865    1.556178312    4.283854131    6.452673442            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
270          NO_ID       1.328491       1.200626        0.88195       1.273595       1.381207       1.763613       1.474947      12.428598        7.24182        2.01662       1.773976       2.861738       1.738312       1.780586    1.831039012       1.695578       1.750102    1.535730057       1.687626       1.883359       2.106825       1.988424       2.053495       5.819142       2.140919    1.714118406        1.57583       1.330766        1.64048    1.250906481       1.541686       1.650779        1.49399       2.296259       1.441456       2.324685       1.887783       1.883321       2.385106        2.19483       2.051045       1.860169       1.580726       2.190429       5.327761        2.34317       0.515426       1.536897       1.159622       1.286793       1.472404       1.442387       1.397384       1.543035       4.948669       5.206944            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
271          NO_ID       1.329059        1.34646       0.908598        1.40805       1.377522       1.658095         1.3785      11.566372       7.075032        1.99726       1.724701       2.570697       1.808878       1.871493       1.803982    1.761462482       1.866144       1.690144       1.524235       1.927601       2.019135        1.95641       1.901322       5.889378       2.605996       1.681758       1.502665       1.321616       1.623207        1.25123       1.530487        1.65269       1.432066       2.440219       1.708621       2.301132       1.733775       1.850908       2.274837        2.29143       1.984381       1.835574       1.646932       2.185226       4.199414       2.357885       0.049912       1.547983       1.117105       1.364203       1.372943       1.331832       1.395965       1.500154       4.299283       6.161959            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
272          NO_ID    1.329406781    1.342012723   0.8565472678    1.359891367    1.328354552    1.748198341    1.300403075    11.56855016    6.504368254    2.102002878      1.7487063    2.182376971    1.819201211    1.766500765    1.724024187    1.741510701    1.733726248    1.566932019    1.638833559    1.830564298    2.126559127    2.039118182    2.051883623    6.523710711    1.846237005    1.755398099    1.386733751     1.35334065    1.545589904    1.253229345    1.484356051    1.759996684    1.440242068    2.128516594    1.390440256    2.206389834    1.819101659    1.909291127    2.392551636    2.267338485    1.956294005    1.777257935     1.54256798    2.156495216    4.576586995    2.578960834   0.5800295829    1.653484948    1.247524185    1.253839475    1.515049246    1.370083312    1.440957657    1.608932869     5.05054383    5.070050586            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
273          NO_ID       1.329407     1.30614415       0.856803       1.358431       1.328355        1.73783       1.320883       11.22171       6.504368       2.102011        1.74877       2.182377       1.819209       1.783141        1.70764       1.753095       1.742942       1.566908       1.638738       1.830948       2.125023       2.043214       2.007596       6.597439       1.848029       1.755398        1.38675       1.353405       1.545654       1.252077       1.483712       1.759993       1.427954    2.554429903       1.532328       2.218597       1.826654       1.909291        2.39368       2.267322       1.957638       1.776938       1.591272       2.111023       4.628811       2.572817       0.580078       1.653501       1.247388       1.252175       1.515049       1.369897       1.439934       1.582565       5.007536       5.066747            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
274          NO_ID       1.330857       1.266154       0.760348       1.236443       1.279507       1.706041       1.406878      11.051549       6.465249       2.008501    1.745533872    2.311411024       1.739083       1.897867       1.755339        1.78389        1.77791       1.593441       1.708297       1.965918       2.175321       1.985883       2.033065       7.581125    1.743844332       1.740369       1.505621       1.281083       1.590608       1.371526       1.573774       1.789953       1.482588       2.861358       1.043813       2.219263        1.90043    1.913989306       2.334512       2.128567       2.054064       1.841261    1.572152825       2.277658       4.731314       2.754135       0.424301       1.527598    1.192100069       1.293181       1.532452       1.479104       1.425688       1.596652        4.99612       6.557546            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
275          NO_ID       1.331695       1.355375       0.794095       1.241681       1.471292       1.705519       1.436241      11.411544       6.528659       1.972404       1.751709       1.907453       1.670779       1.828775       1.721723       1.767452       1.870007       1.553699       1.654987       1.810049        2.08698       2.023924       2.037974       6.213654        2.48081       1.610632       1.521923        1.32946       1.568805       1.341796        1.58625       1.785764       1.542087       2.452537       0.998889       2.263251       1.815226       1.951727       2.210577       2.274468       1.874816       1.827742       1.557445       2.127686       3.748711       2.659246       0.553519       1.512827       1.258602     1.28428317       1.370388       1.398262       1.434963       1.642171       4.915544       6.287625            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
276          NO_ID       1.332328       1.351877       0.779271       1.319964    1.422636127       1.691657        1.44452      11.679535        6.41527       2.015425       1.730714       2.930656       1.703627       1.731618        1.83841       1.732214       1.702999       1.675562       1.566583       1.908939       2.027242       2.006028       1.883537       6.266485       2.079833       1.697904       1.511916       1.323998       1.606507       1.211752       1.478635       1.640218       1.599069       2.778208       1.537959       2.155677       1.879284       1.874294       2.384647       2.131103       2.041999       1.808593       1.731407       2.188722       4.548597       3.090135       0.660839       1.620937    1.147954299       1.375095       1.344484       1.485708       1.351651       1.486443       3.909641       6.173437            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
277          NO_ID    1.334797262    1.264840762   0.8966483419    1.225277146     1.35127456    1.720669903    1.304230238    11.91762353    6.381270678    1.993538524    1.704957354    2.967200622    1.714749043    1.877437231    1.645464731    1.835508835    1.803873743    1.537004336    1.653487298    1.856465166     2.14162662    1.909347494    1.951063047    7.284896276    2.159641028    1.644578661    1.533472822    1.349056348     1.64475094    1.300129054    1.449598101    1.664548202    1.409969817    2.155232215    1.240126743    2.211244377    1.796916346    1.883055586     2.22010673    2.232843414     2.02159411    1.761064083    1.638876851    2.117343154     3.52401314    2.667707909   0.8542599417    1.618375057    1.235345918    1.323339286    1.505840223    1.372972538    1.349957431     1.49890327    3.840621655    5.094149854            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
278          NO_ID    1.334797262    1.264840762   0.8966483419    1.225277146     1.35127456    1.720669903    1.304230238    11.91762353    6.381270678    1.993538524    1.704957354    2.967200622    1.714749043    1.877437231    1.645464731    1.835508835    1.803873743    1.537004336    1.653487298    1.856465166     2.14162662    1.909347494    1.951063047    7.284896276    2.159641028    1.644578661    1.533472822    1.349056348     1.64475094    1.300129054    1.449598101    1.664548202    1.409969817    2.155232215    1.240126743    2.211244377    1.796916346    1.883055586    2.222441584    2.232843414     2.02159411    1.761064083    1.638876851    2.117343154     3.52401314    2.667707909   0.8542599417    1.618375057    1.235345918    1.323339286    1.505840223    1.372972538     1.38068678     1.49890327    3.840621655    5.094149854            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
279          NO_ID       1.335966       1.281708       0.818819        1.22711       1.393209       1.690595       1.480837      12.418555       6.314215       2.124275        1.84934       2.439512       1.794621    1.808202563       1.800712       1.734856       1.770364       1.651058    1.652744613       1.917543        2.12769       2.080363       2.022166        6.48823       2.036548        1.69812        1.50219       1.409337       1.463561    1.354878093       1.492505       1.684303       1.538508       2.824202       1.383553       2.138327       1.879167       1.877698       2.197483       2.239855       1.942621       1.881667       1.640447       2.117438        5.14316       2.482388        0.35005       1.547653       1.301097       1.359679       1.497572       1.379044       1.365657       1.555018    5.153589765       6.762638            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
280          NO_ID       1.337482       1.350408       0.818279       1.315001       1.457017       1.823077       1.431317      11.322869       7.950087       1.951142       1.849751       2.067081        1.73565        1.86997       1.810132       1.740304       1.734986       1.569176       1.590759       1.856399       2.178354       1.943987       2.039726       6.876864       2.426209       1.712517       1.434916       1.470117       1.611422       1.228883       1.511756       1.628784       1.431363        2.07383       1.371684       2.262164       1.852913       1.840902    2.262163249       2.244605       1.938788       1.883318       1.716213       2.268136       4.916169         2.8803       0.122724       1.685262       1.138065       1.314106       1.371794       1.311703       1.394493       1.650048         4.8848       5.765635            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
281          NO_ID       1.337537        1.32486       0.890054       1.252972       1.364694       1.663742       1.391262      10.834753       7.618598       2.108962       1.851189       2.042758       1.736616       1.863292       1.769122        1.70506       1.822456       1.565493       1.716639       2.006213       2.172077       1.969315       2.073503       6.421487       2.101126    1.713673927        1.45956       1.429321        1.46085       1.379089    1.518963789       1.686579       1.467878       2.881259       1.460171       2.283084       1.865475       1.824813       2.383198        2.24007       1.872671         1.8053        1.69459       2.170215       4.043701       2.624083       0.470983       1.697007       1.261034       1.312754       1.513072       1.449171       1.255901       1.653439       3.859538       5.745998            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
282          NO_ID     1.33865703    1.259408986   0.9022415352    1.360652613    1.401246573    1.701775786    1.494600967    12.16555328    7.661737405    2.051592103    1.794892241    2.137267988    1.762798383    1.874138175    1.699618065    1.780410841    1.794179259    1.691024983    1.540955279    1.813083026     2.07234672     2.05941383    1.919595636     6.86585922    1.755185447    1.776358224    1.550849298    1.445622118    1.593457402    1.275357549    1.544135471    1.617114432    1.573444555    2.655885033    1.679835223    2.224691129    1.878152793    1.961368012    2.258346456    2.242126533    1.957960115    1.889238697    1.709837864    2.101758498    4.772768719    2.293279645   0.5008466926    1.533556131    1.114480912    1.340124617    1.377639157    1.382827632    1.347538448    1.539234793    3.520135539     5.95375537            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
283          NO_ID    1.339441996    1.258152836   0.9133356978    1.253302324    1.395839858    1.664737637    1.408233409    12.23345335    7.315979613     2.05467841    1.785474681    2.052585891    1.650165511    1.899525653    1.672537145    1.714033682    1.752276854    1.642776027    1.583581923    1.821882478    2.103715041    2.029051644    1.890596721    6.430957248    1.797552822    1.792905774    1.384946599    1.329838363    1.517967772    1.318022395    1.471684958    1.742409768    1.421175231     2.34910328    1.769560462    2.267015088    1.779758293    1.892945501    2.307460423    2.314139401    1.892623912    1.728935104    1.562753903    2.123789423    5.423607568    2.422455238   0.2791155257    1.556737611    1.292067075    1.338405028    1.409620089    1.391782115    1.315456671    1.542216811    5.174778399    5.717672358 0.0004183312244  0.01205430557 0.005292177002 3.414318112e-05 0.004212962684 0.001505964012 0.0006226330944 0.008383960233 0.003274257196 0.004440911197 0.0001262597492 0.0004439038098 0.002833243187 0.001256511113 0.008466990622 0.003830150931 0.003616521027 0.008546315433    28.82408541 0.002229817842  0.09733870968    0.748282278  0.01109549642 0.008394163066   0.3509711565 
284          NO_ID       1.340116        1.30397       0.773525       1.373295       1.454298       1.760227       1.357761      11.562963       6.588647       1.955256       1.866778       2.570566        1.76591       1.910707       1.667316    1.726466931       1.786751       1.555852       1.629844       1.991656       1.996707       1.923818       2.009109       7.525472       2.298564       1.665303       1.536307       1.473972       1.616127        1.38282        1.50078       1.645085       1.508173        2.88564       1.050123       2.190935       1.782964       1.945323       2.393883       2.240039       2.028223       1.895365       1.580686       2.195997       4.317723       2.351352       0.519086       1.686847       1.199105       1.228476       1.510327       1.451483       1.300966       1.569372       4.481059       6.567622            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
285          NO_ID       1.340118       1.289634       0.728469       1.373325       1.415342       1.780179       1.439673      11.580371       6.613967       1.953676       1.866546       2.582534       1.763862       1.849779       1.650934       1.684451       1.787623       1.557644       1.698644       1.992648    2.015706957        1.92345       2.003669    6.174228229       2.337832       1.667351       1.530299       1.471172       1.616479    1.277147394       1.501804       1.641821       1.508059       2.731784   0.9359235721       2.216791       1.793204       1.947371       2.391727       2.320935       2.050399       1.895429        1.58035       2.196065       4.381811       2.371832       0.493998       1.687031       1.208049    1.292601591       1.509303       1.419483       1.298662       1.561692       4.395039       6.565318            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
