%eval_id interface  DAKOTA_H_RC_1  DAKOTA_H_RC_2  DAKOTA_H_RC_3  DAKOTA_H_RC_4  DAKOTA_H_RC_5  DAKOTA_H_RC_6  DAKOTA_H_EP_1  DAKOTA_H_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2  DAKOTA_K_RC_1  DAKOTA_K_RC_2  DAKOTA_K_RC_3  DAKOTA_K_RC_4  DAKOTA_K_RC_5  DAKOTA_K_RC_6  DAKOTA_K_RC_7  DAKOTA_K_RC_8  DAKOTA_K_EP_1  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
126          NO_ID    1.048060263   0.4147790076   0.4041591577   0.8895964564   0.7597892789    0.892456031   0.2146073644    2.770363613    1.772431291    1.414590195    1.349885661    1.634730809    1.355658175    1.549075724    1.761647339    1.604391372    2.291127394     1.82335155    2.252621767    2.065058802    1.973954969    1.989985771    2.159840689    1.999779635      1.8727131    2.012192093    1.545980164    1.344001644    1.010769686   0.9133486203    1.173004493    1.187829949    1.026127628    1.084163651    2.110132027    3.064584534            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
127          NO_ID    1.049906351    0.421868181   0.3692048667   0.8492194679   0.8755049653   0.8614251668   0.2122010828    2.220739686    1.652261804    1.449014514    1.393306718    1.602590567    1.376384045    1.421410155    1.699068955    1.409238971     2.26059157    1.622533098    2.222783936     1.91259247    1.987062077     1.92616072    2.308048572    2.132945973    1.854761357    1.961436715    1.274129678    1.442068625    1.057434304   0.9762519059    1.165710203    1.236340654    1.096120087    1.241915069    2.150800611    2.993125261 7.099776692e-05 5.288731481e-05 0.003389189194 0.0001321152602 0.005835426665 0.005137560088 0.0009020934887 0.002998122349 0.000794802047 0.0003254228961   0.1382213202  0.02055193421   0.1244635051  0.05230666587 0.005234950148  0.03561843641  0.04037804677 0.0006040374625 0.004611662646   0.0978769692 
128          NO_ID    1.051505824   0.3922146859   0.4846782891   0.9219782859   0.7258837774   0.8195089272   0.3577233056    2.622502664    1.638154352     1.51168186    1.444438272    1.612049726    1.234449917    1.563318379    1.711748406    1.432322631    2.610515935    1.468911069     2.23250482    2.054668209    1.917620844    1.944163943    2.200561234     2.14114638    1.956047115    2.012773951   0.9824126382    1.336726168    1.185349849   0.8717203427    1.235299825    1.165855673   0.9619350287    1.226978114    2.162169795    2.574094031            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
129          NO_ID    1.053269089   0.4217484306   0.4921917682   0.8197183092   0.7132701769   0.8761872421   0.4104740686    2.816690196    1.789704435    1.537983558    1.355413089    1.603364846    1.342744407    1.593503003    1.759267835    1.438551784    2.367053801    1.814491806     2.14374225    1.910411405    1.883755483    1.976929241    2.210363759    2.098617966    1.818758521    1.928173861      1.0812702    1.365577694    1.188344479   0.9071170447    1.155499253    1.170613568    1.026865475    1.154691021    1.674659387    2.835678261 6.852630879e-05 3.62906037e-05 0.003610777618 3.661935815e-05  0.00355164005 0.006998697786 0.002807795806 0.002184884912  0.00191729775 0.0007608843968   0.1382213202  0.01338026673   0.1030912523  0.05778373631 0.002297756093  0.02552508751  0.03292124812   0.0129171291 0.003032205701   0.1229881187 
130          NO_ID    1.053321995   0.4957665476   0.4050642757   0.8412736269   0.8818093239   0.7826670097    0.377621572    2.902864675    1.782483548    1.426070518    1.408721258    1.502951219    1.317164141    1.466642623    1.661266364    1.431199176    2.206091705    1.254263281    2.260660131    1.988790624    1.979385706    1.948767857    2.139906146     2.09360701    1.840970052    2.025193632     1.06101146    1.388522819    1.080759429   0.8932092182    1.201909072    1.263081424    1.086975766    1.113973348    2.244775253    2.978925448            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
131          NO_ID    1.054265456   0.4427346761   0.4792421486   0.7733888805   0.8663633613   0.9185780915   0.1643491073    2.106239599    1.786347053    1.380473721    1.326086381    1.581211829    1.329877151    1.404991596     1.65422101    1.562465017    2.589091322    1.129648415    2.272573231    1.922479221    1.878501065    1.972407914    2.282569793    2.160807556    1.962510425    1.980445575   0.9455445852    1.329843471    1.084003474   0.8922025231    1.140921581     1.06726893    1.032937199    1.127163729    1.926289052    2.631502802 0.0001110935275 6.637058211e-05 0.004931323578 2.922183426e-05  0.01342363761 0.001365895625 0.001991533256 0.001946961773 0.002271314295 0.001096941633   0.1382213202   0.0150698321   0.1632809184  0.01321532493  0.01112671563  0.02007001167   0.0940120161   0.0593590867 0.003836188074   0.1261816675 
132          NO_ID    1.055045852   0.4924455716   0.4064792199   0.8927277176   0.8875271915   0.9250765372  0.02873481036    2.182277318    1.671963632    1.543959583    1.334029303    1.515224873    1.382287757      1.5048465    1.615138225    1.445597665    2.464696209    1.686945255    2.145622759    1.925049408    1.911568401    1.899081597    2.256464808    2.179360829    1.979387307    1.927779898     1.63096832    1.460769592    1.072599769    1.006140267     1.14741558    1.256645621   0.9965858383      1.0608948    2.469866694    2.555565149            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
133          NO_ID    1.055108322   0.5579662472   0.4784164836   0.8242166367   0.8416419584   0.8340574389   0.4588292573    2.794973516    1.695095914    1.404635628    1.381590036    1.553910124    1.230224585    1.411861412    1.792430363    1.477765451    2.280198362     0.99962999    2.180027489    1.975106766    1.836328222    2.024145192    2.151241085    2.048456399    1.879608669    2.024632808    1.435547308    1.426130092    1.146129867   0.9495930828    1.223963168    1.130238189     1.00555933    1.209379651     2.49527413    2.371006441            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
134          NO_ID    1.055282834   0.5538908114   0.4881944748   0.9014302778   0.8894453836   0.9071614263    0.411485058    2.745582784    1.666533269    1.431260706    1.406129169    1.529899631    1.240031844    1.430272946    1.628304911    1.573172856    2.787341791    1.685657402     2.29024675     1.98438137    1.880605342    2.047350955    2.202545033    2.107977247    1.957134167    1.967461422    1.598409008    1.377337085    1.090971786   0.8671980603    1.120211988     1.07525462   0.9190888716    1.115406463    2.606424489    3.177671277            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
135          NO_ID    1.055900253   0.3933395299   0.3854231016   0.8700814813   0.8096421582   0.9168352759   0.2429130371    2.716972079     1.61775846    1.435524906    1.393180246    1.632499316    1.369616289    1.508202465    1.637490128    1.553592851    2.389096839    1.332601867    2.119660446    1.975812675    1.951613308    2.023017782    2.209902397    2.055091136    1.866492625    1.939426191    1.120086326    1.446516236    1.139714936    0.983185138     1.17578004     1.12461519    1.074524668    1.068203142    1.696483354     2.55583413 0.0001456099054 7.823784089e-05 0.005007946085 2.768212822e-05 0.002915065316 0.007641033126 0.0009997194697 0.002683642539 0.001457292171 0.0002337161004   0.1382213202  0.03272186006  0.09742352742  0.06437650628 0.003230717247  0.02637106184  0.02681148406 0.009388444473 0.003588484806  0.09393212714 
136          NO_ID    1.056316661   0.4242619378   0.3350617271   0.7247409862    0.764333467   0.9460571481   0.5027371553    2.467300622      1.6021147    1.533925386    1.457672242     1.57629976     1.37968133    1.487926824    1.712396633    1.497337005    2.093282914    1.211900692    2.201720584    2.011085765    1.912950811    1.917558005    2.212872561    2.074287414    1.838869369    2.043642667    1.031811526    1.392342676    1.104069561   0.8178229451     1.15998684    1.089386222   0.9400848829    1.202048568    1.793636039     2.65709175            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
137          NO_ID    1.056573591   0.5489898932   0.4803605178   0.8246269305   0.8541023861   0.9350984702   0.5233012128    2.727351047     1.77744922    1.548521746    1.395995474    1.512638492    1.372867862    1.494517193    1.606626756     1.50727505    2.772302055     1.75080425    2.221089915    1.909902989    1.887807376    1.971107757    2.170230526    1.995190467    1.970800645    1.971257122    1.076934953    1.335952355    1.018862483   0.9358292798    1.215810101    1.204436074   0.9828191729    1.203170619    1.868315023    2.319607795            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
138          NO_ID    1.057141781   0.4088159489   0.4540106467    0.806392032   0.8937500947   0.8348676266  0.07229799019    2.519387022    1.732149943    1.501627678    1.327299317    1.492296202    1.264228979    1.495404355    1.768394574    1.530657011    2.704983746    1.631030938    2.250616337    1.933775313    1.964915809    2.010492126    2.249084352    2.036744656    1.893149624    2.002485395    1.465023609    1.377559277    1.082690038   0.9663659973    1.218917793     1.06883182    1.073181946    1.179928439    2.099119258    2.969660204            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
139          NO_ID     1.05716746   0.5431477899   0.3656820819   0.8597471131    0.823791689   0.7743237075   0.1680911022    2.066217443    1.696691055    1.573098724    1.334566745    1.488475204    1.223210027    1.441542535    1.631892221    1.432726006    2.251917151     1.38073832    2.235814786     1.96259179    1.905720984     2.00624995    2.235120376    2.156742367    1.872803306    1.972104656     1.65152351    1.330935127    1.104309475   0.9103802134    1.223604823    1.090476935   0.9515280032    1.096286905    2.474120242    3.011598462            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
140          NO_ID    1.057254133   0.5198114401   0.4413804063   0.7928052416   0.7700347753   0.9564033933   0.4239529764    2.616749466    1.643335377     1.55976813    1.399466261    1.543688531    1.286936685    1.579026246    1.716399903    1.508862141    2.130569345    0.951976279    2.266050028    1.906140876    1.902546792    2.076267047     2.26185529     2.17966583    1.933543174    2.062481138    1.471816306    1.285267331     1.02591943   0.8445076343    1.091969718    1.212173563    1.062319074    1.240350124    1.747894024    2.296769248 8.749488918e-05 6.134224042e-05 0.005532706315 9.166402794e-05 0.005860448333  0.00491725922 0.001702508114 0.002761011923 0.0006129748003 0.002087065226   0.1382213202 0.005258835614   0.1263075197  0.05026210644  0.00590288237  0.05067094516  0.02848840468 0.007855336506 0.009341701446   0.1150694368 
141          NO_ID    1.057904395   0.5142280873   0.4180091818    0.757748292   0.7850549137   0.7747753203   0.5109573792    2.494496382    1.753932225    1.571277138    1.309629284    1.644191968    1.304586684    1.520150255    1.782127264    1.408980221    2.231360153    1.461310753    2.211453084    1.909620822    1.864241501    2.011825669     2.23236112    2.166412903    1.903495923    2.046139017    1.438291252     1.47315925    1.138685773   0.9557170612    1.187714711    1.125590168   0.9679451486    1.112723893    2.139692299    2.900000311            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
142          NO_ID    1.058032837   0.5733997932   0.3596035823   0.8145197362   0.9001974488   0.8644624821   0.2361796231    2.586950079     1.78120145    1.478311785    1.319120166    1.479098963    1.353919683     1.55588982    1.741918633    1.414817386    2.429768176    1.276302992    2.203847937    1.900596059    1.866154455    1.970660075    2.275567957     2.11741565    2.012483477    1.933643221     1.19346698    1.413245186    1.069320716    0.953019726    1.048848001    1.256353553    1.024419519    1.115451584    2.077366446    2.758084839 2.954253814e-05 3.273515533e-05 0.004775047275 3.695413311e-05 0.009429190514 0.002103089891 0.004315926881 0.0007767776766 0.001527680499 0.0004060984056   0.1382213202 0.008211572518   0.1467052137 0.0003554197792  0.00860463545  0.02841306884  0.05538786085 0.0005958384435 0.002073051174   0.1256690849 
143          NO_ID    1.059492557   0.5622265842   0.4902709634   0.8169190137   0.8757482967   0.9579458018   0.4923929965    2.019998461    1.746193871    1.475287677    1.426352152    1.655849853    1.359781412    1.451712168    1.781016261    1.527720722    2.878905507   0.9371306987    2.277663506    2.055452558    1.952957599     1.91587522    2.229861213    2.149052787    1.944744744    1.994570429    1.760448979    1.431473217    1.051628125   0.8398156775    1.132534359    1.240120681    1.100042262    1.129805323    2.008198476    3.013952791 7.665762529e-05 5.455545056e-05 0.003557773711 5.43365402e-05 0.007744232977 0.003446249245 0.001266037233  0.00257383186  0.00115891112 0.0001558557257   0.1382213202  0.02699164683   0.1379416423  0.01887304778 0.005664077581  0.03526837806  0.04428857068  0.01380176871 0.002651557059  0.09438439602 
144          NO_ID    1.060035105   0.4735874074   0.3249517544   0.8712407852   0.8050215603   0.7770198446   0.4754140147    2.078895822    1.754551824    1.439192299    1.450177661    1.470515064    1.340354858    1.601307735    1.647769426    1.511517443    2.880956524    1.339591109    2.142516789    1.906575854    1.923323822    1.984240473    2.195456598    2.126322641    1.888121495     2.01150121    1.372033168    1.338722305    1.091506956   0.8330741987    1.156790297    1.080542062    1.004661606    1.188742052    2.481914233    2.183415831 2.163540571e-05 4.640266936e-05 0.003787928218 3.397387601e-05  0.00328646381 0.007282643377 0.003379383463 0.001126985333 6.431636285e-05 0.001355737283   0.1382213202 0.008720558239   0.1021067669  0.04808409012  0.00365166827  0.04477829638  0.01758842065 0.0005884011164  0.01000734577    0.136997432 
145          NO_ID    1.060206122   0.5671953287    0.356672401   0.7715413597   0.7531555921   0.8584597594   0.2182981837    1.935484543    1.637397376     1.49051453     1.36102544    1.656248825    1.379418975    1.418415867    1.699187615    1.455171904    2.397444166    1.712279367    2.180433018    2.024460325    1.934353902    1.978095815    2.322130847    2.131866755    1.825144405    1.980184436    1.621607264    1.347299491    1.179520347    0.828434288    1.062662709    1.168726469    1.093629617     1.12633511    2.424339146    2.368926044 3.206415424e-05 5.439924954e-05 0.004254324816 3.939553577e-05 0.006480182854 0.004302543765 0.001850602635 0.003600359059 0.0005122236332 0.0007031582654   0.1382213202   0.0283512897   0.1310769316  0.05328357025  0.00543719322  0.04054842474   0.0343988626  0.01292038234 0.004766676588  0.09638540201 
146          NO_ID    1.060427198   0.4565775972   0.4386984711   0.8098317646   0.8095826968   0.7787462988   0.3517839988     2.81949657    1.748700966     1.48689036    1.308096697    1.487067494    1.335980042    1.521704313    1.738791825    1.605273671    2.504993038    1.185028785    2.265558385    1.989970191    1.884073552    2.045297629    2.164929883    2.099778848    1.949861316    2.021134643    1.236222699    1.303415987    1.049565534   0.9020734124    1.238486699    1.238992732     1.05665101     1.18418517    1.967122481    2.466168532 1.874541587e-05 3.153566157e-05  0.00293354384 4.36912026e-05 0.006361958685 0.004528420509 0.004454705393 0.0002985856633 0.0003335058268 0.0009674170896   0.1382213202  0.01499650246   0.1291549503  0.01525903542 0.005774777282  0.03938156359  0.03951896859  0.01603549619  0.00541387413   0.1143533096 
147          NO_ID    1.060505277   0.4573073867   0.4531626255   0.8405008125   0.8360956206   0.8760622818   0.3969531079    2.855334214    1.756585213    1.494335904     1.42984148    1.506029946    1.360328814    1.591816098    1.713005305    1.429467243    2.577086109    1.800638959    2.114207807    1.953729238    1.839049078     1.93420801    2.178245207    2.086981484    1.892556607    1.962525171    1.506962691    1.330029926    1.102541065   0.8192959387    1.169802415    1.092046342   0.9746033255     1.12996504    2.385735774     2.18849473 5.365494991e-05 3.214333277e-05 0.005671607442 2.774692928e-05 0.005062359721 0.005735904452 0.003946188188 0.001078867297 0.0002117656168 0.001139285851   0.1382213202  0.01180436389   0.1205658437  0.04278852104 0.004586914657  0.04107351225   0.0253132517 0.007240464782 0.007156087492   0.1473325029 
148          NO_ID    1.061262704   0.4829728584   0.4899319303   0.8799924089   0.8554485098   0.8177072858   0.4240861826    2.056073668    1.609203382    1.481007751    1.359011727    1.512624724    1.216713612    1.404665287    1.765372084     1.44679391    2.429582634    1.565712131    2.183742242    2.086155906    1.800420666    1.922039569    2.236155869    2.104577175    2.002539782    2.061973672    1.081194234    1.450152891    1.063784096   0.8892390079    1.238389533    1.254046801    1.070211866    1.235321463    2.393196047    2.763301881            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
149          NO_ID     1.06153434   0.4550617674   0.3419760031    0.723639384   0.7253528005   0.8214006366   0.2479727444    2.161611132     1.77043641    1.416606334    1.291796235    1.531900588    1.209477101    1.466089763    1.698978308    1.543224848    2.302090002    1.042971195    2.138052717    2.085077617    1.964715207    1.945999125    2.321144419    2.096902452    2.002860952    2.061019117   0.9074873151    1.472934391     1.09551871   0.9556441923    1.108005764     1.08605305   0.9087059596    1.156981767    1.771462172    2.305293801            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
150          NO_ID    1.063105716   0.3992800118   0.3076784742   0.8542204161   0.8762053977   0.9533507165   0.1324600793    2.665433638     1.66027754    1.541916809    1.315223733    1.538134123    1.238896947    1.533944317    1.795219889    1.559847758    2.801511607    1.207462245    2.144135171    2.065371691    1.834735116    1.968297477    2.221714367    2.134804677    1.892120422    1.883701207    1.686954491    1.396205305    1.142749775    1.013318106    1.053623655    1.134855491   0.9105981179    1.068302129    1.668379534    3.069017578 0.0002243233581 6.164854064e-05 0.006556795704 2.341587724e-05 0.004884629795 0.006019858482 0.001635624753 0.001878960633 0.001625586041 0.0002459933315   0.1382213202  0.03025762513    0.119318601  0.05247749068 0.005086185918  0.03185530922  0.03501052627  0.01415442124 0.002651557059   0.1682029991 
151          NO_ID    1.063202772   0.5219071489   0.4711509719   0.9031990225   0.8680844771    0.880990863   0.1569999564    1.967285305    1.604880782    1.526960137    1.436976437    1.554037747    1.365266422    1.502361643    1.689737887    1.569053845    2.858550549    1.310526784    2.296760698    1.948966211    1.944642545    2.057641114    2.250341387    2.170929856    1.973500335    2.075070412    1.775853427    1.406632491     1.02730318   0.8321004086    1.092805712    1.219505953    1.052007558    1.070956684    2.336524876    2.735460173 4.527558818e-05 6.66545809e-05 0.004217825276 3.439627274e-05 0.002895412282 0.007666999026  0.00169217379 0.003332134557 0.001787445231  0.00045497031   0.1382213202  0.02184173546  0.09915996995  0.06429109388  0.00327789469  0.03048424737  0.02673588518 0.006999692417 0.003513556656   0.1066723534 
152          NO_ID    1.063346978   0.4659876186    0.359775162   0.7426000408    0.829261473   0.8922697173   0.1190060007    2.331969241    1.786391584     1.51970983    1.371424446    1.537576545    1.385709457    1.456248229    1.614054612    1.477219682    2.195411431     1.16006702    2.141244089    1.931357488    1.814750526     2.02564573     2.29018402    2.167798626    1.893767464    2.006379368    1.685331159    1.465384985    1.040175513    0.927970532    1.096817038    1.232522491    1.091958151      1.1635922    2.598612657    2.741098117 6.667340577e-05 5.603904301e-05 0.004166029727 5.149185383e-05  0.01687749878 0.004423620787 0.002422253281 0.001572427345 0.0001644626845 0.001203678421   0.1382213202  0.02190700621   0.1743656576  0.02795964126  0.01422234113  0.04121936989   0.1004379209   0.1001933951 0.002125417866   0.1093133851 
153          NO_ID    1.063988864   0.4967083767   0.3863294315   0.7820963326   0.7529947133   0.7724483261  0.04857208214    2.114122176    1.631407449    1.545970398    1.449485493     1.60413441    1.355129554    1.409430877    1.617103974    1.433466329    2.435704501    1.130710649    2.121743401    1.968708411    1.860761994    1.985130714    2.212668737    2.186492625     1.97502158    1.938004997     0.95273133      1.4336499    1.091875883   0.9120261553    1.147819397    1.084864746   0.9067345319    1.241148828    2.057805395    2.433646226            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
154          NO_ID    1.065550222   0.5810199877   0.4716855782   0.8034756383   0.7673170408   0.8669093605   0.1505131486    2.583817683    1.745980778    1.552267116    1.400329903    1.579789626    1.388351138    1.492244266    1.618151581    1.593919447    2.066136534    1.117544534    2.150777366     2.03591872     1.99145216    1.913676018    2.295121935    2.003771592    1.949560399     2.07672806    1.111048025    1.477225357    1.155209612   0.9128207691       1.046482    1.149759834   0.9918407568    1.225167579    2.489177363    2.930788988            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
155          NO_ID    1.065766702   0.5463480239   0.3346113197   0.8650299753   0.7400240267   0.8148108901   0.1102617592    2.185505049     1.70646855    1.384530199    1.347003398    1.525620125     1.33469979    1.491735266    1.695756268    1.564344968    2.693688904    1.571458914    2.123908997    2.032985111     1.90720125     2.06442117    2.215694555    2.061243616    1.819358217    1.991756902    1.789638197    1.349883982    1.037262431   0.9695393835    1.219956183    1.232029132    1.013887407    1.061567502    2.208295538     2.90455717            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
156          NO_ID    1.066613434   0.4094588227   0.3845787661    0.751645765    0.725706036   0.9509682297   0.2439189591    2.218513857    1.779053339    1.562112493    1.466737952    1.549058495    1.214167823     1.42335075    1.775836321    1.565725265    2.379946362   0.8487305783    2.281521719    2.047988263    1.926407188    1.951143218    2.310134094    2.003814865    1.889242578    1.988046526    1.661089213    1.296327537     1.11138309   0.8936928876    1.099026595    1.106996524     1.00115171    1.190605361    2.016211445    2.769288731            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
157          NO_ID    1.067657503   0.5750930604   0.3450123186   0.8740887554   0.7443600428   0.9396675295   0.3652093778    2.575859674    1.645613698    1.547174447    1.380753453     1.62731164    1.366090968    1.509506152    1.654584248     1.49350952    2.183538606    1.836914942    2.209623275    2.035028579    1.908203415    1.919921801    2.210061074    2.060999981    2.004530627    1.900145519    1.260132531    1.288747127    1.117602136   0.8513108921      1.2135988    1.114259639   0.9244039525    1.065611119    1.664741969    2.478819977            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
158          NO_ID    1.069166552   0.4353587755   0.3336528945   0.8630728335   0.7655644836   0.8364809522   0.3879914134    2.114398556    1.699860527    1.549896765    1.384060579    1.633668844    1.317211648    1.421617294    1.635049015    1.477053066    2.690063033    0.999496518    2.156252728    1.948096837    1.999725649    1.993196304    2.275405909    2.030834251    1.823022408    1.886096634     1.58937058    1.481209559    1.052564584   0.9892357501    1.133703279    1.250731136   0.9225945255    1.174356174    2.292019848    2.575795046            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
159          NO_ID    1.070276215   0.5524862405   0.3748658626   0.8982106774   0.8241382068   0.9671843071   0.1445467884    2.229424793    1.640694747    1.431245464    1.342265859    1.483931094    1.304042573     1.50760078    1.609753696    1.427514301    2.048097483    1.728364143    2.160856689     1.90795516    1.878207383    2.026882263    2.305702684    2.024997176    1.940305988    1.899936202    1.224304203    1.416223791    1.126248171   0.9552047495    1.222391876    1.125524386     1.00569099    1.104257739    1.841675317    2.284145983            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
160          NO_ID    1.070812523    0.406694913   0.4254398175    0.785714967   0.8678741337   0.8010186307   0.2951018775    2.773962283    1.726006374    1.391756206    1.427885796    1.543062087    1.393447494    1.433970215    1.644709635    1.507620668     2.19301201    1.806473927    2.233191996    2.014561059    1.859034149    2.020725907    2.187499186    2.026754021    1.829586255    1.947674618    1.135418976     1.45869653    1.111870661   0.9329169473    1.178415422    1.111683185     1.03761186     1.11085524    2.209990759     2.66242997            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
161          NO_ID    1.070975963   0.4260664749   0.4759215983   0.7434249327   0.8114004539   0.9151060316   0.3066794068    2.650936562    1.777874379    1.499294985    1.339269088    1.635562731    1.298270898    1.412936458    1.610765461    1.559471542     2.13513969    0.845660493    2.253676422    2.039713287    1.806965259    1.966911301    2.154247256    2.162951773    1.841657371    2.066306437    1.369247456    1.456590728    1.171534191   0.8801491171     1.19342283    1.171510154    1.004215592    1.176344429    2.297675432    2.213080229            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
162          NO_ID    1.073725171    0.443116214   0.3194930218   0.7819177928   0.9012397354   0.7844213682   0.1028300769    2.534981923    1.759737095    1.546303857    1.329699677    1.529762344    1.397944116    1.502796058    1.752407025    1.556719633    2.971324992   0.8468701878    2.114013826    1.961034964    1.928540364    1.954702785    2.248777368    2.125218971     1.86477072    2.055450526    1.536547365    1.411154606    1.045071023   0.9071339233    1.241026122    1.247796194    1.048250137    1.067519144    1.871569934    2.882449363            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
163          NO_ID    1.075449757    0.501930864   0.3307138889   0.8276694981   0.7403818115    0.838116611   0.1997641477    2.725543719    1.752953369    1.471675404    1.304703754    1.503220196    1.229176312    1.452536527    1.612265712    1.416680898    2.785185061   0.8430877218    2.170352814    1.911231616    1.977992601    2.033811741    2.168557498    2.082380511    1.989108653    2.072842017    1.636282822    1.349025332    1.052370703   0.9597717766      1.1379909     1.25682046   0.9597026405    1.175704788    2.145449791     2.63542226            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
164          NO_ID    1.076340951   0.4355784662   0.3332205393   0.8579131769   0.8455378744    0.866962641  0.06517132018     2.58106193    1.613579653    1.537643899    1.420641626    1.583824719      1.3122518    1.503367347    1.730526892    1.436523257    2.662920746   0.9775565171     2.28997579    1.897417017    1.801515979    1.900040895    2.210855443     2.09308878     1.84600836     2.07997332     1.76317582    1.308528586    1.055021384   0.9605533554     1.23498428    1.260362335    1.094131822    1.075204819    2.314377557     2.83334848 5.783713002e-05 6.877997326e-05 0.002299964006 4.351296125e-05 0.004440375351 0.006298742959 0.001336941364 0.002496172672 0.0009939683882 0.0001898099106   0.1382213202  0.03201698847   0.1126029399  0.05822147488 0.004257402948  0.03372228705  0.02571186398 0.002263816028 0.003574329372  0.08803562535 
165          NO_ID    1.076463447   0.4799108193   0.4275836377   0.8763699115   0.7660569612   0.9053228943   0.3198646582    2.050905307    1.684202786    1.556525058    1.475770177    1.485785543    1.277111717     1.56740826    1.766456375    1.520420069    2.407111382    1.062557589     2.18190684     2.03000491    1.974280766     2.01941186    2.184057929    2.027210233    1.860357804    1.917203947    1.280433397    1.295089601    1.092991084   0.8462772885    1.130653863    1.098454531    1.024188108    1.065237501    2.597122213    3.086225346            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
166          NO_ID    1.077931469   0.5786831039   0.3399330204    0.815632435   0.8085734641   0.8360297173    0.329510805     2.10876753     1.77673403    1.440491753    1.311827177    1.536932638     1.33209751    1.594385562    1.772902829    1.424171063    2.742415953   0.8561635559    2.233949911    1.964544506    1.941967354    1.898994451    2.231960493    2.187532888    1.907067863    1.972447192    1.698628098    1.327718873    1.013632362   0.8503501159    1.146952579    1.220563831   0.9270332197    1.193885599    1.903981331    2.813033419            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
167          NO_ID    1.078302532   0.5573426274   0.3221658753   0.8237568334   0.8847483098   0.8335604778   0.2444908033    2.424830994    1.651481389    1.548048944    1.405182773    1.480852283     1.28473884    1.587151259    1.736730537    1.494993416    2.207801096     1.77160318    2.220460979    1.931875556    1.992087095     1.97960083    2.266318423    2.114877528    1.930494167     2.00499196    1.058512297    1.321262566    1.065805463   0.9086082538    1.054014272    1.073107996   0.9639508811    1.083180148    2.207324145    2.378495954 2.670092856e-05 4.68647765e-05 0.003543938025 1.981330942e-05 0.008120906276 0.003179121996 0.002684367608 0.001662909329 0.001426382648 0.0002537463874   0.1382213202  0.01013643916   0.1398399293  0.03963893863 0.008802472145  0.02960910152  0.05333294582  0.01326181144 0.002651557059   0.1497501105 
