%eval_id interface DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2  DAKOTA_C_RC_1  DAKOTA_C_RC_2  DAKOTA_C_RC_3  DAKOTA_C_RC_4  DAKOTA_C_RC_5  DAKOTA_C_RC_6  DAKOTA_C_RC_7  DAKOTA_C_EP_1  DAKOTA_C_EP_2 DAKOTA_Sr_RC_1 DAKOTA_Sr_RC_2 DAKOTA_Sr_RC_3 DAKOTA_Sr_RC_4 DAKOTA_Sr_RC_5 DAKOTA_Sr_RC_6 DAKOTA_Sr_RC_7 DAKOTA_Sr_RC_8 DAKOTA_Sr_RC_9 DAKOTA_Sr_EP_1 DAKOTA_Sr_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
59           NO_ID    1.748097306    1.538639429     1.69025505    1.919840841     2.01555313    1.933083147    1.977345157     6.94748914    2.146138223    1.680157035    1.123636022    1.301881404    1.483580731    1.400781031      1.3977836    1.584237902    4.546990447    6.003059766    1.265580183     1.26723502   0.8121175556    1.359990828     1.36172409    1.724051336    1.321478838     10.6675231    7.749206125    2.497753427    2.011797296    1.187792981    1.636694061    1.713894602     2.18843241     2.14294911    1.971735443    2.401985541    2.408161285    6.131886594            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
60           NO_ID    1.750409163    1.690828972    1.574332525    1.820529705    1.993900508    2.056237125    1.932763542    7.590428188    2.619079947    1.570748809    1.209983135    1.273055511    1.429944634    1.385364023    1.323287753    1.566222334    4.373201267    5.821841211    1.287364235    1.293721387   0.7409623017    1.348011209    1.402475822    1.696142108    1.448391238    11.27043489    6.694962135    2.524086314    1.917439297    1.185970786    1.655993583     1.82184846    2.138799757    2.246326108    1.980378165    2.330700265    2.540816165    5.736558785            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
61           NO_ID    1.750419082    1.523911774    1.703484399    1.883600015    2.011337303    2.001326159     1.91817733    5.955699574    2.408909653    1.689215622    1.252512105    1.402987196    1.353194313    1.484373507    1.350540582     1.61941407    4.832423509    5.655297203    1.353207463    1.343776549   0.7722943825    1.332753629    1.320052052    1.726590462    1.426197199    10.83113695    7.009699562    2.469010935    1.872625506    1.290527568    1.706553808    1.777044588    2.276439342    2.226038207    1.998644602    2.285776644    2.164821826    5.777041251            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
62           NO_ID    1.751303682    1.532282744    1.637963035    1.913525238     2.09923038    2.079818153     1.95986288    7.508216298    2.642641619    1.544729323     1.20848904    1.269829952     1.50854291    1.428952799    1.340006358    1.558007523     4.07414141    5.399903017    1.451758748    1.215268801   0.8510455046    1.361144864     1.46572919     1.73752609    1.429175815    10.68006037    7.125689392    2.449908694    1.876626155    1.186821596    1.607303994    1.781929838     2.18110434    2.261267029    1.833455076    2.278334719     2.73342591    6.618497517            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
63           NO_ID    1.751880149    1.710409729    1.667077199    1.968554598    2.144520705    1.904566611    2.049260605    5.734018267    2.507377295    1.562531405    1.236892882    1.257867046    1.474938425    1.400225676      1.3512974    1.649690192    4.283067324    5.806854561    1.422784693    1.322653553   0.7640871138    1.303605179    1.385756947    1.747898833    1.452705597    10.82713303    8.244753943    2.516577425    1.818152136    1.269076987    1.692291645    1.724032285    2.241486716    2.175368844    1.830586883    2.384007421    2.427677273    7.570322366 0.002069832697 0.002903341303 0.0008548905676 0.005224707023 0.0005829979917 0.0001843403263 0.0008363415519 0.005062900545 0.0001697612251 0.007733065912 0.002712531887 1.208465869e-05  0.07035087719   0.8681601753  0.02785744103 0.001355693427  0.09612903226    1.046785154  0.01402029628 0.0007763283695 
64           NO_ID    1.753263299    1.702829272     1.67042406    1.905189206     2.09092492    1.909507128    2.001156291    7.633535198    1.843797323    1.632388347    1.212101269    1.390930771    1.435293473    1.441877031     1.33661368    1.479394078    4.253574033    6.242077179    1.288239676    1.204730614   0.8187123961    1.294787839    1.394575389     1.73958674      1.4235939    11.57764303    7.433637214    2.412194466    1.833779746    1.206622155    1.719152729    1.741043044    2.171451427    2.205576789    1.984232251    2.460376346    2.603419585    6.531273954 0.003497146672  0.00266543734 0.0005142807853 0.005945302768 0.0005770248885 0.0001945314547 0.0006577358511 0.005087783043 0.000771317122 0.008519599311 0.002061809253 0.0001151783042  0.06947368421   0.8862794783  0.02781227761 0.001724702334  0.09758064516   0.7280699992  0.01105734686 0.0009622774605 
65           NO_ID    1.754334426    1.652446551    1.528997653    1.871485788    2.095235681    2.024546466    1.973773611    5.754961027    1.937941264    1.630527149    1.282922647    1.338686266    1.489039825    1.387534503    1.410421579    1.629091573    4.958181304    6.105968209    1.312211446    1.288582907    0.830910983    1.383542084    1.406402788    1.726036131    1.309386789    11.70214552     6.35429575     2.41339024    1.941347971    1.227978381    1.554873659    1.849682398    2.142424932    2.099871312    1.859168186    2.435660613    2.650088894    7.054359763 0.003549277099 0.005187983626 0.0006229044598 0.007327412066 2.39799309e-05 0.0005747390953 0.003353328895 0.003840891064 0.0005958466658 0.008367326086 0.002436974307 0.0002329449962  0.07105263158   0.6349629998  0.02712837443 0.001679160432  0.09612903226    0.620315689  0.01009513009 0.001874632878 
66           NO_ID    1.754947274    1.601472748    1.715970907    1.908328215    2.107777117    1.961945808    1.960471031    5.827282344    2.217398666    1.616535048    1.152785257    1.219588717    1.429021884     1.43922884    1.389373553    1.652783242    4.647142657    6.110975062    1.421930536    1.322556295   0.8790897799    1.294221407    1.310366457    1.736036554    1.449189055    11.30231399    8.066101423    2.515312033    1.838259104    1.220598181    1.682224191    1.747206378    2.084070929    2.214195098    1.993534593    2.389848046     1.90870453     6.18606186            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
67           NO_ID    1.755449104    1.655913615    1.543452956    1.890697156    2.066249778    2.082016501    1.886018276    6.486787968    1.932471552    1.622128941    1.183840651    1.326907696    1.462108166    1.323248013    1.403894954    1.505165709    4.033800384    6.041529485    1.402778975    1.285481084   0.7502814731    1.356663865    1.430677966    1.738449313    1.368893325    10.87640069    7.235277049    2.480335919    1.831764342    1.112620096    1.590681147    1.741213447    2.230533711    2.150134103    1.969910602    2.294783488    2.188753023    7.307217659 0.003569282229 0.001220053693 0.001026223424 0.005363925097 7.975372956e-06 0.0005660262269 0.004673655544  0.01142342095 6.181515566e-06 0.007536057039 0.004816112923 0.002245062698  0.07035087719   0.6490590357  0.02714127827  0.00165544661  0.09516129032   0.9104026554  0.01249855258 0.003015147625 
68           NO_ID    1.755582178    1.537957486    1.568912634    1.956099814    2.146974736    2.074861319    1.970140952    5.728289274    2.431512451     1.62600879    1.241227432    1.263150113    1.474372123    1.487184008    1.361898081    1.598018343    4.499071587    5.836135245    1.344410321     1.23587371    0.910702182    1.358115307    1.328488947    1.701508924    1.394619868    12.18487982    6.479836126    2.425876838     1.96549875    1.108094353    1.717328331    1.675080928     2.10805184    2.102240965    1.969180743    2.453026575    1.913511419    6.024538638            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
69           NO_ID    1.755990308    1.577496176    1.566137274    1.841718954     2.11382231    2.084393117    1.901986201    6.162651279    2.280484158    1.601989621     1.27527337    1.407439872    1.477321721    1.422062989    1.369666357    1.606723525     4.70966409    5.394825148    1.374413555    1.342153711   0.8845551062    1.245281101    1.381221412    1.655315712    1.468859252     11.4943158    7.490623094    2.420505721    1.863506231    1.183464239    1.675827364     1.77349654    2.222960415    2.257964638    1.953215494    2.334782725    2.739788775    7.299218639            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
70           NO_ID    1.756306654    1.605527057    1.517668358    1.873410269    2.083892177    1.940959155    2.025330832    7.359071676    2.163617872    1.504118402    1.212729583    1.236932418    1.390739568    1.344355663    1.324539298    1.490225153    4.008448649     6.23495281    1.369061478    1.311282461   0.8762302641    1.370379586    1.347357065    1.666946614    1.417170268    11.09687177    7.739006554    2.478464789    1.888263524    1.232426173    1.735264789    1.798570178     2.09995323    2.268933147    2.009980447    2.381845407    2.077461509    7.080424068            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
71           NO_ID    1.756566605    1.517018057    1.573414829    1.871507397    2.166063146    2.036821244    1.905720775    6.870187259    1.867159519    1.570200322    1.281333257    1.401846566    1.498272145    1.425784906    1.295965495    1.495499479    3.986576891     5.61365888    1.273861545    1.243015192   0.8988716273    1.329393076    1.400519498    1.675937645    1.475416558    10.62185781    6.348732624    2.517917041    1.885735761    1.199317424    1.580064594    1.796302366    2.178335481    2.169479423    2.005809763    2.342398627    2.059503333    5.718835915            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
72           NO_ID    1.756971584    1.697270962      1.5396428    1.876364777    2.028963938    1.917567374    2.024974004    6.193901056    1.781943842    1.608852539    1.170512846    1.279795618    1.363822851    1.397699293    1.263907356    1.594999542    4.782022349    6.312111168    1.306925183    1.362013334   0.9041300554    1.335910318    1.427803872    1.696671137    1.402490918    10.44772028    7.771939348    2.456960205    1.886386035    1.177898056    1.670141308    1.797357619    2.137169018    2.225784108    2.011722396    2.364132956    2.744757407    7.095660393            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
73           NO_ID    1.757474632    1.634729781    1.665295313    1.857554721    2.189641078    2.012130036    1.884705252    6.356001907    2.631826539    1.504309083    1.150551426    1.398980735    1.349486698    1.406697294    1.267517652    1.588504844    4.142013508     5.62099267    1.370240588    1.351088823   0.8008349899    1.224563293    1.369784432    1.747320821    1.310034054    10.78751914    7.073379453      2.5097518    1.956055638    1.300905812    1.679528281     1.66753027    2.197635593    2.160823594    1.863084991    2.385276672    1.892768151    6.117692669            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
74           NO_ID    1.757492944    1.550257666    1.660298554    1.973444016    2.098606671    1.892770172    1.953839109    6.565139869     2.25556235    1.590372283    1.117474217    1.403557857    1.412992649    1.349622805    1.395291875    1.600732463    4.329201741    5.501244885    1.344451627    1.258564482   0.8557996404    1.247891447    1.364413573    1.662747686    1.306576828    11.92743887    6.332857689    2.538183471    1.996491877    1.174955447    1.575749263    1.707984821    2.187213113    2.252047817    1.819428837    2.283819784    2.752089946    6.397947409            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
75           NO_ID    1.757612637      1.6819426    1.636303004    1.875433133    2.131701382    1.994597359    1.913213368    6.521900786    2.159020827     1.69357957    1.144499143    1.340649135    1.349387188    1.306098195    1.360582049    1.643684464    4.049499324    5.990439634    1.413842718    1.284423565   0.8297832669    1.371240388    1.282855038    1.742057832    1.485338509    11.92045146    8.102600806    2.471273508     1.99914336    1.180778003    1.702480929    1.710755997    2.124720602    2.154783933     1.92418913    2.454421984    2.774906456    7.103427484            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
76           NO_ID    1.757677719    1.618451635    1.575547822    1.845951093    2.115383255    1.911632266    2.013602264    6.718090003    2.444935065    1.544553312     1.19629369    1.297177613    1.541821603    1.316126039    1.290335556    1.613112632    4.720008992     6.23995607    1.368346642    1.229929206   0.8477607805    1.307482082    1.456916401    1.694653782    1.298291324    11.83209261     7.11811818    2.542843426    1.882848437    1.119233475     1.65987205    1.794526156     2.19968511    2.251419872     1.97847725    2.313068364    1.843260693    6.604874646 0.002689636494   0.3476801839 0.0007010677665 0.006366985617 7.539340023e-05 0.0005581524824 0.005815958684  0.01051737304 3.539346189e-05 0.007631044929 0.003958336146 0.001792668076  0.06789473684    0.700053536  0.02713482635 0.007321819805  0.09516129032    0.890714213  0.01215096767 0.002480037013 
77           NO_ID    1.757812063    1.601785457    1.651982068    1.912311206    2.001434592    2.028369256    1.997409401    6.908166405    2.257268598    1.638709266    1.154704567    1.295896438     1.39613283    1.453487834    1.292136826    1.522987869    4.706017492    5.459376673    1.257133015    1.298663579   0.8415066785    1.402276375    1.286441581    1.690493804    1.336032372    10.94062184      7.8997154    2.512666126    1.844584167    1.253152831       1.637624     1.75639623    2.116938288    2.105606068    2.006707436     2.31637288    2.697876622    6.737285208            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
78           NO_ID    1.758629346      1.6412462    1.629975529    1.816709399    2.095848702    1.920125776    1.955490419    6.500240019    2.046698997    1.530403805    1.281354675    1.339317161    1.381045508    1.413795142    1.348072082     1.56051025    4.732613732    5.778275278    1.401985605    1.197228893   0.7507011198    1.393526509    1.324538605    1.700048592    1.359741448     10.5613798    7.966370847    2.440459129    1.964639822    1.198323923    1.692502517    1.677269168    2.101570123    2.138478046    1.831978567    2.395418825    2.321019113    6.554158845            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
79           NO_ID    1.759604104    1.670851003    1.605236809    1.851056427    2.181708845    1.944078655    2.001331581    5.751492309    2.144706229    1.505929767    1.147014664    1.322236938    1.531372151    1.363238709    1.364946715    1.579380363    4.611196505    5.548211126      1.4043808    1.286408841   0.7812277969    1.379237282    1.457989994    1.662618707    1.456157849    11.77497286    7.708999616    2.487132112    1.844564406    1.270184674    1.716896085     1.75816851    2.203035676    2.138132894    1.947224937    2.382744522    2.439057745    6.126121689 0.002599938284 0.0003941280524 0.0008983235284 0.005524053677 0.0002499003512 0.0003708237498 0.004773239934  0.01239113033 0.0001898272566 0.007747570377 0.002252588958 0.0001622769452  0.06877192982   0.8178672442  0.02744451835 0.001819566662  0.09524193548    1.011922164  0.01302840763 0.005129577611 
80           NO_ID    1.763463476    1.710289784    1.697508119    1.813809916     2.12731432    2.021197014      2.0234697    5.928572697    2.011688108    1.676632461    1.301431793    1.259545252    1.469316036    1.455501958    1.303270304    1.664125255     4.07698814    6.033638212      1.3975263    1.238874926   0.7306430618    1.285177246    1.296678083    1.698866418    1.350449561    10.90725444    7.869348987    2.426244553      1.9161474    1.151774911    1.706609057    1.833610876    2.124064695    2.220117176    1.985420793    2.449379015    2.234570952    6.789795426            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
81           NO_ID    1.763855527    1.642782323    1.573709562    1.888865324    2.037640875    1.984068399    1.937014284    7.180279792    1.706199646     1.62936223    1.192944098     1.31771491     1.35997249    1.422810832    1.421485214    1.508491826    4.839496882    5.947035934    1.345917137    1.169117239   0.8041132953    1.367270775    1.389274265    1.734875715    1.434398005    10.88360657    6.324105575    2.449980429     1.96059272    1.299081876    1.542295342    1.678448247      2.2038642    2.132004903    1.905313571    2.439505075     2.60836651    7.157606397 0.006491902987 0.000964590717 0.0004185998095 0.008487864519 8.10153035e-05 0.0004829076065 0.004412038023  0.01104425104 0.0002689896434 0.007992500161 0.002845107365 0.0005705089636  0.06824561404   0.7600795521  0.02720579743 0.001528794706   0.0960483871   0.8530264256  0.01148546973 0.002879500243 
82           NO_ID    1.764128018    1.651716202    1.707397462    1.989038665      2.0742624    1.984329148     2.07837204    6.242051039    2.453641499    1.582858126    1.209468039    1.358221757     1.47146616    1.450847752     1.30441616    1.661611079    4.585972972    6.191394042    1.321804532    1.297568457   0.7489751855    1.266618017    1.469411761    1.664601567    1.422414224     11.0313791    7.489935194    2.441707777     1.93321791    1.249117672    1.630910708    1.851345928    2.162833873    2.154308171    1.978384592    2.435096274    2.721186595    7.316322956 0.002296461368 0.002793410112 0.0006895523807 0.006844708124 0.0005141360803 0.0001563688436 0.003101569126 0.007663499903 0.0004537159769 0.008211923156 0.002542125241 0.0002751844196           0.07    0.860335143  0.02816068112 0.005671515961   0.0964516129   0.9735562532  0.01253246331 0.001641282713 
83           NO_ID    1.764573713    1.695812819     1.62877171    1.843135652    2.052920692    1.985005551    1.935142537    5.737250693    2.484632832    1.576634916    1.254062344    1.226709054    1.416015311    1.344398136    1.345762942    1.480464104    4.898574959    6.163951911    1.291807751    1.239578598   0.7467473771    1.245337136    1.468138432    1.692861061    1.314898561     11.0388357    7.366454628    2.476641084     1.93197736    1.222812455     1.60114104    1.850551073    2.180625274     2.24591275    1.831686725    2.431545966    2.182591502    6.327121878 0.002026049934 0.002377042487 0.0004344539153 0.007389290298 0.0004086156475 0.0003003290984 0.0005818438148 0.006222192727 0.0007472015121 0.008579141902  0.00233408962 0.0001895634579   0.0698245614    0.828404055  0.02758646052   0.0025100142  0.09491935484   0.8729585352  0.01015023502 0.001325018027 
84           NO_ID    1.764594773    1.580521843    1.659673932    2.001713137    2.027053504    1.929510865    1.974482083    6.038678408    2.022264935    1.550843166    1.197423471    1.285808585    1.424523669    1.409400019    1.265397572    1.536086674    4.062517723    5.527222972     1.28986454    1.266674106   0.8021129391     1.25307921    1.425679875    1.716963609    1.382843635    11.72581589    7.179499209    2.463459552    1.839161804    1.217113274    1.710142319    1.757756578    2.259635117    2.185816251    1.897469715    2.284688621    2.604635577    7.483469781            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
85           NO_ID    1.765170663    1.624968609     1.66303754    1.916331723    2.034456948    2.070288072      2.0222714    7.723900658    2.392050296    1.638626148    1.269171703     1.35637685    1.535159635    1.344051206    1.280690683    1.623172753    4.336159736    5.898090794    1.325270693    1.331272967   0.8791959674    1.309917195    1.414391278    1.695728173    1.409252329    12.20890341    7.495173164    2.428860333    1.964141766    1.137406076    1.733238573    1.683312429    2.224374686    2.212276113    1.937644152    2.456831634    2.440820923    6.251071067            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
86           NO_ID    1.765549272     1.67529705    1.670884543    1.960737192    2.153711203    1.926828827    1.944626233    7.204518666    2.518558576    1.584612458    1.298333977    1.330032584    1.410035768    1.387961593    1.261393274       1.611783     4.70845863    5.912115661    1.296100355    1.231699905   0.7656315572    1.275836535    1.353911906    1.684354484    1.383215542     11.0256753    6.438591699    2.462694038    1.949283936    1.225527671    1.724761203    1.668833208    2.162824721    2.211645747      1.9675704    2.314535924    2.720372867    5.726162967 0.002346262848 0.001264163755 0.0003337804396 0.007540944389 0.0004270222885 0.0002613170549 0.009458194043  0.01321289554 0.0006646366335 0.008448846574   0.0021925334 0.0001132434026  0.06929824561   0.8255704037  0.02784453719  0.01123517451  0.09620967742   0.8333054659  0.01118875091 0.004278768239 
87           NO_ID    1.766402213    1.552811545    1.685162352    1.818052487    2.067061859    1.998525762    2.067701133    7.536729662     1.67946692    1.589219859    1.277309584    1.252766764    1.524584137    1.430010042    1.316206704    1.639411706    4.600935954    5.493021539    1.358095425    1.307261765   0.7715020111    1.389978341     1.37521496    1.685460824    1.345969915    11.63748288    6.693012302    2.421483111    2.000012863    1.297618676    1.721720282    1.720415076    2.112430221    2.222882635    1.876467563    2.377492079    2.135041982     6.07785565            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
88           NO_ID    1.766619457    1.670582107    1.525003504    1.996621138    2.074101118    2.069583434    1.932449594    6.948644712    2.543750691    1.581236314    1.105976123    1.313025452    1.461302337    1.296115422    1.372822914    1.508680355    4.454705389    5.949482388    1.256226106     1.35630223   0.7399551222    1.258861484    1.447907616    1.682172863    1.352508543    10.48348734    8.238614536    2.488389622    2.008781005     1.26010865    1.666059824    1.729400462    2.192690756    2.207063328    1.864021601    2.464791874    2.411233808    6.653183138            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
89           NO_ID    1.766895342    1.647387778    1.555112344    1.924176127    2.025419075    2.049658854    2.010747986    6.678531136    2.046240311    1.691229899    1.206358981     1.37267416    1.457653391    1.356838101    1.354442019    1.620363504    4.652399781    5.406730993    1.261076695        1.20784   0.7453987063    1.250407727    1.286084235    1.716849031    1.466201158    10.90003015    6.504019026    2.400853979    1.860703332    1.233516776    1.617779695    1.781598674    2.142904553     2.18889204    1.843774801    2.366323629    2.220754466    7.291750651 0.003242307066 0.002400435065 0.0003400838938 0.006284243779 1.006958113e-05 0.0005476005514 0.001450634469 0.004554814555 0.001207381655 0.008988869904 0.002422410086 0.0001073813915  0.06947368421   0.6848822449  0.02716063402 0.0008761856129  0.09411290323   0.6933462465 0.007890933098 0.001056511562 
90           NO_ID     1.76825893    1.567458936    1.663078639     1.93367949    2.105976877    1.955106632    2.047040444    7.660416306    2.455603259    1.544569186    1.252536061     1.27545099    1.348124187    1.416306237     1.44467951    1.635007603    4.234310901    5.728078101    1.421602993    1.358687122    0.738472226    1.331305991    1.296966511    1.650817847    1.344095179    10.81206751    6.275384138    2.475204878    1.932861524    1.158039028    1.675241114    1.855120453    2.187497964    2.154319753    1.926799944    2.291474841    2.575131922    6.404244263            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
91           NO_ID    1.768550022    1.517284604    1.693599392    1.927458489    2.134027661    1.929126174    2.011582491    6.284704202    2.665903194    1.589807144    1.195777383    1.246850167    1.457159197    1.451521721    1.352508681    1.640340653     4.81433423    6.018374005    1.273477362    1.326069622   0.7854399333    1.292715894    1.331284813    1.670570246    1.425833275    10.69688204    7.323504048    2.403946353    1.895629944    1.247556267    1.565581431    1.818179965    2.226840871    2.075180823    1.883638454    2.358868531    2.049534984      5.5394304            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
92           NO_ID    1.768805377    1.547420741    1.631734432    1.958022932    2.122296608     2.02271098    2.024350575    6.256659906    1.956841214    1.529397365    1.270739766    1.341570918    1.480280477    1.339338726    1.365898018    1.621314101    4.020766827     5.41892915    1.281750049    1.313906637   0.7559024301    1.361385384    1.347237532    1.711908927    1.457287475    12.35410294    6.954997676    2.430638497    1.885215468    1.222390758     1.73311502    1.808020845      2.2318115    2.180849452    1.904043777    2.352108107    2.045802157    5.904337876            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
93           NO_ID    1.768952574    1.663215876    1.660429681    1.991682157    2.159148294    2.078169249     1.91503782    6.124875921     1.73897201     1.54812755    1.125278154     1.34745588     1.53241001    1.470508418    1.342835466    1.523767076    4.040008232     5.37202867    1.375554252    1.329102302   0.8336254523    1.409817776    1.368528475    1.702945121    1.431387954    11.51381705    7.290233878    2.498526301    1.829327112     1.25271569     1.61667968    1.752279686    2.177931566    2.093109361    1.881961843     2.33507986    1.884393052    6.658996295    0.003946537 0.001115498016 0.0009699694354 0.005356439921 0.0004420423052 0.0002184866885 0.001239009509 0.006206821088 0.0002951501319 0.007881966627 0.002223051919 8.073287331e-05  0.06894736842   0.8927314105  0.02779292186 0.000155043378  0.09548387097    1.014148446  0.01338447022 0.002339412874 
94           NO_ID     1.76936868    1.559728926    1.527835086    2.003427906    2.179694201    2.007161666    2.036190048      6.7078272    1.772990872    1.578747049    1.167666279    1.345330155    1.391150981    1.487070269    1.446068793    1.607141563    4.828736295     5.32334737    1.359177587    1.219808821   0.7674701083    1.223046016    1.281091705    1.659751832    1.446400324    10.51953571    6.516586008    2.503297515    1.897476071    1.285383948    1.601387955    1.820844751    2.107112874    2.145223042    1.962272657    2.284807075    2.789923539    6.675089762            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
95           NO_ID    1.769826177    1.521319374    1.654990827    1.877159634    2.157226138    1.992965288    2.026175133     6.09706368    2.021463788    1.556241727     1.11563411    1.330857579    1.357535595    1.473926522    1.269922434    1.592190457    4.796942834    5.959885875     1.32477878    1.342146822   0.8299467163    1.312635942    1.456511137    1.652042899    1.314569055    11.09215351     6.33207991    2.456468585    1.898240136    1.182779099    1.588721211    1.822066313    2.166098473    2.259712038    1.837225947    2.321324611    2.291386626    7.389411878            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
96           NO_ID    1.770179736    1.603062433     1.64055133    1.852946343    1.997737572    1.921838307    1.923178242     7.23734882    1.918013351    1.505169372    1.272191448    1.285985859    1.535206446     1.44358099    1.303980866    1.656651012     4.04377864    6.086187588    1.435963139    1.233972996     0.76873418     1.35773134     1.33268845     1.67230033    1.440263335    11.39486619    7.926074466    2.439174387    2.005765561    1.140146483    1.697001632    1.729945297    2.205208917    2.153552961    1.920891641    2.400946489    2.404956343    7.176768704  0.01882727126 0.001664443013 0.0008720790558 0.008064180558 0.0001132878418 0.0003801819395 0.004850960448 0.009439746118 0.0001999543748 0.007697881935 0.002824500519 0.0007471748866  0.06684210526   0.8126905282   0.0274251626 0.006747747903  0.09508064516    1.103432094  0.01361760644 0.002329537782 
97           NO_ID    1.771528854    1.585768769    1.583819902    1.931188523    2.166285362    2.034464138     2.01103468    5.953362599    2.163267938     1.70312459    1.202696474    1.286448964    1.434373303     1.41181803    1.420958691    1.480711259    4.265868819    5.945439775    1.401921764    1.286928334   0.7497313987    1.304160055    1.461559149    1.734089273    1.436634168     12.3429058      6.3826155    2.436781793    1.893763282    1.216119182     1.65448042    1.819292136    2.263887952    2.254300322    1.888480658    2.428173314      2.4718223    5.586668724            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
98           NO_ID    1.775445297    1.520183245    1.562807962    1.936028519    2.065982938    1.943106348     1.92640649    6.236555392    1.780201882    1.534817782    1.256113477    1.305784732    1.360538508    1.397400903    1.292371049    1.589132854    4.856166845    5.611105132    1.267175063    1.339352574   0.8107280678    1.308616229    1.359259852    1.721368391    1.302098128    11.00129292    7.213237233    2.462610522    1.934405672    1.285438416    1.586819837    1.863850969    2.267621661    2.165627799    1.937879488    2.331604599    2.571670737    7.399145755            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
99           NO_ID    1.775753952    1.667855736    1.623649141    1.919908981    2.037921896    1.979908738    1.939146876    6.537220523    2.488457484    1.638993168    1.196685547    1.318855423    1.488206342    1.377165482    1.373496032    1.631003443    4.257668998    5.515572475    1.386384101    1.338783422   0.8678267744    1.322444343    1.298186774    1.728479133    1.338948298     11.7180861    6.424793019    2.490920736    1.915122149    1.189311996    1.633086356    1.844876101    2.119167732    2.272735497    1.902785082    2.355089628    2.291221172    7.153251539            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
100          NO_ID    1.775881371    1.679593939    1.670239254    1.858072818    2.024579797      2.0324457    1.880653808    6.573606633     2.34248356    1.520809536    1.140398181    1.335059851    1.427782532    1.378132361     1.31779119    1.604470982    4.631665104    5.362272628    1.286057601    1.266140467   0.7792870412    1.237823163    1.413286951    1.656644336     1.39076846    11.01395867    7.210416339    2.401245075    1.998442356    1.110232902    1.695729983    1.728323727    2.251826841    2.181969237    1.924396545    2.274406638    2.100074684    6.747553887 0.002213095649 0.001878203018 0.0005560203358 0.008231059562 0.0004511468423 0.0002305251264 0.0007765059645 0.006060158285 0.0007941554759 0.008646863702 0.004835477123 0.002088293838  0.06964912281   0.8443611761  0.02789615253  0.00334908332  0.09491935484   0.8861783948  0.01046814804 0.0007773182102 
