%eval_id interface DAKOTA_In_RC_1 DAKOTA_In_RC_2 DAKOTA_In_RC_3 DAKOTA_In_RC_4 DAKOTA_In_RC_5 DAKOTA_In_RC_6 DAKOTA_In_RC_7 DAKOTA_In_RC_8 DAKOTA_In_RC_9 DAKOTA_In_EP_1 DAKOTA_In_EP_2 DAKOTA_In_EP_3  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2 DAKOTA_Ge_RC_1 DAKOTA_Ge_RC_2 DAKOTA_Ge_RC_3 DAKOTA_Ge_RC_4 DAKOTA_Ge_RC_5 DAKOTA_Ge_RC_6 DAKOTA_Ge_RC_7 DAKOTA_Ge_RC_8 DAKOTA_Ge_RC_9 DAKOTA_Ge_EP_1 DAKOTA_Ge_EP_2 DAKOTA_Ge_EP_3       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19 
113          NO_ID    2.624671074     2.21954995    1.470486211    2.080946927    1.853456511    1.935083145    1.940208493    1.528100998    1.951013102     2.43602371     3.73783377    6.421428621    1.323542276    1.033223502   0.9382173764    1.123464544    1.132491682   0.9826926272    1.169928048    2.545794964    3.049709259    1.903269513    1.718368826    1.215338666    1.638282192    1.677028775    1.840549861    2.015795797      4.5005946    10.40019749    1.686306308    1.411989994    1.361769699    1.521792519    1.350936921     1.56022621    1.742875665     1.44697167    2.040636038    1.836443835    2.255176412    1.764093962    1.936174491    2.000718688    1.855317464    2.607391867    2.295183232    1.928809145    1.846084494    6.750556403    2.918840691    6.193131732   0.1553002477 2.703828404e-05 0.002386218887 3.998864003e-05 0.001523008692 0.009980777222  0.01082953893 5.127913004e-06 0.000764152211 0.002094288606  0.00158323201  0.01504487128  0.01740932955 0.008285036852  0.02962996509   0.5108235294     11.5570199 0.006232604562 0.003355968596 
114          NO_ID    2.626644251    2.198864782     1.42457485    1.968675956    1.959020187    1.984817987    1.782371384    1.660268771    2.017650566    2.428432055    3.829027745    5.625448978    1.375321164    1.025212787   0.8600224149    1.119555914    1.234407755    1.070103394    1.172780562    1.925274368    2.778648016    2.019701783    1.855809408    1.160521679    1.709897385    1.701833651    1.982129604    2.027730512    4.382127519    10.76213394     1.68824815    1.390269754    1.377278176       1.477823     1.21694571    1.481298363    1.748640987    1.486674274    2.306835666    1.198457762    2.293360685    1.835572682    1.849381348    1.890681849    1.918785469    2.642403763    2.381237763    1.894193225    1.968507157    6.195091621    2.125240491    5.534183799            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
115          NO_ID    2.626979348    2.220673162    1.475685516    2.133011955    1.896498236    2.033555136    1.491411401    1.540350798    1.911495173     2.17453543    4.114163828    5.794159018    1.402724815    1.046463415   0.8814527624    1.181989118    1.072632768   0.9764069041    1.147240245    2.552425437    3.109205645    1.926922213    1.696907743    1.236607023    1.760107278    1.679360163    1.882130354    1.973377634    3.843457207    11.11153533    1.701755224    1.482870789    1.434026696     1.54244074    1.273882744    1.475524932    1.661995876    1.495117977     2.67837865    1.234455241    2.251025063    1.766908496    1.890322852    1.875749878     1.87137191    2.504775614    2.228738996    1.885004679    1.937182518    6.304896205    2.706448829    5.708118237            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
116          NO_ID    2.627291201    2.308031555    1.377986939    2.002645577    1.927083051    1.930223691    2.483957947    1.509536533    1.909699463    2.178399076    3.412169738    6.339119696    1.314929456    1.019848484    1.015431078    1.145420252    1.199282331   0.9805412207    1.240871377    1.676131569    2.922511597    2.038235244    1.819575908    1.231253925    1.768155535    1.700158778     1.89753058    1.946801655    4.124285675     11.2232312    1.660651242    1.539348336    1.332554675    1.603638181    1.399993913    1.404637725    1.619861872    1.586653571    2.169871291    1.014806678    2.143333386    1.724808206    1.755385275    1.880262842     1.80265669    2.503816353    2.396683094    1.742939021    1.940357574    6.612772358    2.119826674    5.537299466            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
117          NO_ID    2.627595493    2.363329458    1.397651957     2.13385099    1.838093065    1.903539227    1.802730722    1.561240233    2.013418763    2.275487599    3.652412828    5.475379085    1.297974686    1.150228222   0.9607649261    1.169578766    1.202419149    1.012524246    1.076559336    2.224988494    2.321799413    1.898658888     1.80366099     1.24031087    1.694969286    1.722745102    1.857917003    2.036953126    4.650130325    10.20694796    1.650270999    1.444821557    1.286224255    1.612922956    1.236672547     1.46931732    1.602462182    1.509794334    2.751787764    1.446404726    2.285891854    1.689240118    1.868956762     1.80586654     1.89746834    2.562721688    2.346445307    1.840887489    2.031245934    6.540023213    2.158425938    5.391029084            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
118          NO_ID    2.630768928    2.321029633    1.413501709    2.070671978    1.947489826    1.895691776    2.064914621    1.567819162    2.090355772    2.478410134    4.254487103    5.775206007    1.295845429    1.123634827   0.9890986602    1.077383033    1.225285772   0.9541064837    1.162592041    2.006736164    2.675110632    2.007700112    1.715802849    1.160123159    1.768763454     1.66026111    1.995080318    2.006029104    4.421959305     10.8787287    1.680211968    1.402360789    1.311102503    1.658713677    1.331032767     1.60359233    1.640405453    1.447851871    2.456057459    1.020806122    2.264533898    1.750508912    1.843802426    1.982379326    1.732143739    2.565901086    2.230762359    1.898429511     1.97600757    6.391771998    2.227883717    5.468148481  0.05610341085 4.221997941e-05 0.004348416245 7.368867771e-05  0.00163436272 0.0003093736143 0.001136210663 5.127913004e-06  0.00119299977 0.000395234983 0.003806563313 0.004340180548 0.004191241439  0.02970302726  0.03580867341   0.6101176471    10.84858024  0.01096526978 0.000825899835 
119          NO_ID     2.63129827    2.246337635    1.453819416    1.980392746    1.857752963    1.986471027    2.372437613    1.613228132    1.943085673    2.588911698    4.161035389    5.470168616    1.335440917    1.116241005   0.9256233811    1.099665546    1.225035872   0.9354958557     1.12335001    1.762375641    2.384553629    1.945718274    1.715114923    1.270199202    1.731168317    1.772826462    1.972832821    1.981235867    4.715006691    11.57961569    1.718899277    1.461499608    1.306499204    1.537718693    1.299892354    1.509252167     1.61018972     1.46796529    2.211401496    1.133376964    2.106747629    1.682887377    1.805309116    1.864188547    1.857128381    2.663932497    2.334854093    1.823164253    1.855428353    6.716020513    2.607196908    5.574695393   0.3251084899 4.188164626e-05 0.003972960205 5.893554872e-05  0.00109193383 0.003175828549 0.002491175858 5.127913004e-06 0.0006416150718 0.002595179995 0.002326538378 0.001600567537 0.001980463576  0.03555814559  0.04086247313   0.6130588235    8.974619744  0.04212100171 0.003551396952 
120          NO_ID    2.631327614    2.334233239    1.355004648    2.128591597     1.84669127    1.873332192    1.788769954    1.557525722    2.071654543    2.267281457     4.16554117    5.996975742    1.463132298    1.191456246   0.8358841747    1.155689347    1.075165515    1.072698171    1.191389508    2.333698106    2.886731868    1.932241946    1.790409682    1.268223406    1.692473189     1.65683396    1.843011672    2.052102188    3.924101697    11.14519174    1.642690826    1.503347953    1.350952413    1.562695474     1.28993955    1.542643683    1.722027666    1.560734543    2.099847024    1.335411048    2.135190834    1.861477639    1.751077358    1.820323132    1.910933884    2.519961533    2.347012479      1.9270994    1.848659704    6.117009936    2.698195104    6.043030386            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
121          NO_ID    2.631831025    2.205163753    1.330326701    1.994146443    1.836358407    2.036952196    1.496030694    1.565963521    1.923472124    2.431383134    3.745636389    5.889078381    1.411516008    1.164078654   0.8886213304    1.083881667    1.181516466   0.9240792211    1.142668414    2.016472537    2.573589234    1.951082331    1.702764685    1.234112107    1.652120731    1.727707227    1.952488057    2.093036358    3.984931885    11.55160639    1.640451315    1.516017402    1.462524392    1.535778016    1.368163845    1.443882799    1.658730212    1.590168961    2.648231605    1.278011681    2.197445588    1.687173599    1.918018012    1.830961595    1.909252253    2.539639343    2.285843263    1.831768719    1.919718564    6.567558382    2.904316131    6.085182054  0.06564241635 3.10444766e-05 0.003906242246 6.652847734e-05 0.001101605505 0.005670546622 0.006641766601 5.127913004e-06 0.0006367744712 0.002836165856 0.002301323292 0.002313626996 0.0007684194302  0.04314666899  0.04457993896   0.5102352941    9.582988204 0.0008752522371 0.002615689412 
122          NO_ID    2.633401801    2.326344251    1.356759626    2.157317396    1.891637234     2.01407293     2.39211235    1.531219976    2.012809709    1.923490514    4.170277316    5.764315095    1.339725715    1.036647375   0.9369871444     1.05624768    1.108024512    1.000844505    1.118864969    2.068786423    2.354200193    2.046401449    1.704717563    1.231356292    1.630030888    1.661156499    1.996135873    1.979331431    4.095413461    11.38319467    1.609021017    1.539684494    1.366863717    1.530780643    1.355001889    1.603500951    1.630853573    1.526353947    2.272604635    1.585316408     2.23205205     1.69697639    1.754526301    1.993777765    1.791623766    2.624513445    2.221025445    1.840648278     1.88135795    6.124452072    3.001027812    5.673989944            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
123          NO_ID     2.63486836    2.346128403    1.436108785    2.058994744     1.93003012    1.942391078     2.41053949    1.489998001    1.911635838    2.497111998    4.172584432    5.708150661    1.344140879    1.142667769   0.9548513575    1.174706214    1.198797832     1.06379213    1.103860303    1.708235445    2.727262491    2.028464172    1.721332789    1.278774328    1.687805069    1.654812768    1.836880117     2.08680544     4.69226096    11.25138085    1.759817829    1.460520552    1.373466488    1.560926613    1.377515296    1.448496608    1.789317691    1.551938545    2.291473047   0.8717676459    2.172360944    1.701211496    1.800583661    1.938501823    1.901879265    2.488435019    2.284208036    1.841677097    2.008227149    6.365341698    2.645620929    5.681398234  0.05661021721 2.569529915e-05 0.003379667505 7.545052122e-05 0.001271553804  0.02143514196  0.02256578426 5.127913004e-06 0.0007357660119 0.002266936071  0.00140015751 0.0005364957125  0.00422826287  0.02703873509  0.02305579595            0.3    6.139619401  0.01525756469  0.01275562955 
124          NO_ID    2.634879973    2.250271994    1.413240563     2.02647568    1.789101854    2.003988455    1.705501854    1.649546886     1.92912459    2.656075307     3.70063316    6.115847283    1.344124543     1.10171582   0.8344738704    1.085445197     1.14198965    1.032783646    1.239521368    2.177407507    2.817858471    2.026263887    1.764279017    1.178179078    1.624356803    1.845557642    1.910637466    2.113971106    4.021709856    10.73553939    1.653961644    1.526421945    1.426025933    1.632202206    1.210897624    1.560127787    1.722190661      1.4678146    2.647373366    1.623576255    2.120029661    1.678001305    1.832484707    1.886154205    1.837717125    2.599958578    2.342599402    1.920706775    1.888742223    6.335603851     2.50994138    6.174569588   0.1756173362 6.133003863e-05 0.003435830576 6.390334503e-05 0.001089570789  0.01181174558  0.01123458582 5.127913004e-06 0.0007671822904 0.001384361258 0.003136073459  0.01169816897  0.01311679961 0.0002595515205  0.01549567569   0.7758823529    13.68940274  0.03015872536 0.009176808591 
125          NO_ID    2.635751004    2.294749534    1.471719328    1.966231997    1.821226931    1.986846856    1.503075087    1.625719547    1.946588755    2.295595966    3.907597982    6.337248895    1.432036443    1.082661461   0.8457370284     1.18819428     1.10078396    1.031659474    1.247359445    1.849760891     3.00506009    2.028028936    1.743670436    1.243096396    1.791126385    1.825901716    1.979282293    2.017428504    4.123839408    11.23044761    1.755999151    1.547718885    1.319994294    1.592718479    1.371950882    1.486221225    1.665565335    1.595130064    2.158703861    1.427770447    2.175249257    1.821660369    1.837603868      1.8292857    1.762321829    2.616340897    2.388479979     1.80410579    1.904000371     6.60419712    2.599289839    5.438061945            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
126          NO_ID    2.637306376    2.331858564    1.425372814    2.010957632    1.810188189    1.867317166    2.564223444    1.571721916      1.9183009    2.802279638    4.284890102    6.272194696    1.459412895    1.078724817    1.002557745    1.147740964    1.243598174   0.9488586556    1.182601703    1.711486842    2.364206395    1.956494317    1.741741093    1.188397969    1.666670973    1.777919067    1.979494016     2.05161197    4.291533424    11.56677048    1.619204684    1.382813061    1.390735612    1.609577498    1.251770693    1.545923801    1.762894665    1.451807934    2.187228588    1.772977824    2.133263861    1.702823738    1.893634504    1.814676756    1.839548555    2.629192249     2.33341772     1.82414673    2.034050904    6.005097116    2.561220491    5.447460916            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
127          NO_ID    2.638929276    2.316699593    1.426132252     1.99594172    1.960557501      1.9856759    2.529872684    1.569305823    2.033025111    1.919402483    3.420730041    6.169487236     1.29300316    1.016708946    1.003449408    1.195815976    1.171726066    1.003963685    1.229838412    2.150091927    2.465623862    2.047934184    1.751566549    1.139934559    1.741604245    1.693024128    1.886746993    2.061569521    4.761272029    11.69414124    1.729806402    1.478383682    1.388313717    1.520938654    1.332325402    1.493871218    1.792614554    1.526637516    2.914885202    1.495198326    2.231518012    1.675523049    1.817537112    1.946521172    1.750231994     2.55398652    2.313337148     1.86295806    2.013950205      6.1408778    2.193882226    5.448374887            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
128          NO_ID    2.639018316    2.354674914    1.376575317    2.068260816     1.91335321    1.875216409     1.48636774    1.614522181    1.955332844    2.496667184    4.054647999     6.07986093    1.319693284    1.071359405     0.83282213    1.116032447    1.240424747    0.989149276    1.150702773    2.172001211    2.259679306    1.904667047    1.803819227    1.249179496    1.796971227    1.724446718     1.85311488    2.076110734    3.959635125    11.01541135    1.712544985    1.518145341    1.358416049    1.654120302    1.244406156    1.416769259    1.615336711     1.46480078    2.755457199    1.220347777    2.285134217    1.770421039    1.744641741    1.826827501    1.899780445    2.510463871    2.313859948    1.881205191    1.955613147    6.747813602    2.307027168    5.950745043  0.05716647572 5.505928217e-05 0.002501971711 6.21138893e-05   0.0015401205 0.005841982476  0.00615224753 5.127913004e-06 0.0005671108432 0.002209820138 0.002665095056 0.006674971882 0.007420327668  0.01015350472  0.02560629421   0.6947058824    11.64788835  0.02450831554 0.005396602585 
129          NO_ID     2.63960629    2.267610402    1.355987369    2.128576273    1.832822283    2.036646486    2.071978259    1.603060242    2.047972968    2.061564182    4.161578756     5.64827148    1.470533678    1.010647124   0.8179264244    1.220454837    1.238654133   0.9691826704    1.200053074     1.99598061    3.039386099    1.910573448    1.711238504     1.22571708    1.645673894    1.825909552    2.008166877    2.033286359    4.234958981    10.68944978     1.73385896    1.573798086     1.43875538    1.654846329    1.360374359    1.416577662    1.777492814    1.478370736    2.697189521     1.49432891    2.211683572    1.780153655    1.913120078     1.90421725    1.848800779    2.664046503    2.295672087    1.828454912    1.889229173    5.903625805    2.867255171    5.398531963            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
130          NO_ID    2.640710865    2.256177495    1.327196184    2.047536479     1.91706184    1.981334183    1.982625894    1.585066954    2.025060459    2.249930351    3.906283629    5.918270137     1.36336082    1.011587957   0.8566725319    1.231866032    1.215431755    1.091657944    1.128255644    2.592748815    2.665161033     1.96455559    1.782344187    1.305692946    1.788893656    1.654805688    1.893454761    2.026944517    4.207247589    10.20147314    1.781709477    1.569360383    1.378524809    1.473905661    1.274896862    1.440586649    1.741239845    1.578001178    2.727268016    1.198501517    2.148987248    1.735110329    1.907954331    1.934348068    1.804698286    2.497626863      2.3372141    1.761130042    1.845284806    6.752348721    2.127399024    5.804585064  0.06021999395 3.539331514e-05 0.002642712646 3.703879341e-05 0.001326551798 0.0006649564051 0.0001945724278 5.127913004e-06 0.0006878825958  0.00481973884  0.00011986243 0.0001884138565 0.004755149212  0.02727975153 0.007211095451   0.6347058824    11.64242167   0.0284882669 0.001940389818 
131          NO_ID    2.641635478     2.21091384    1.439805966    2.050782088    1.949444218    1.869451439    2.234592616    1.559493331    1.949318796    1.865687798     4.19053535    6.415585224     1.30572474    1.002522414   0.8900739799    1.132255924    1.228282892    1.020222397    1.156776297    2.108950683    2.314777458    2.011108847    1.755242697    1.151191299    1.764059107    1.815567741    1.999275919    2.016730378    4.796213996    11.20477056    1.764290095    1.488078277    1.433590896     1.56909606    1.396860366    1.528035114    1.724547499    1.541959135    3.036642227    1.736331476    2.236096695    1.853835515     1.91498334    1.963821435    1.914357929     2.53805732    2.267077358    1.883640821    2.014279717    6.544268276    2.256154789    6.299176044            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
132          NO_ID    2.641643933    2.212648703    1.382229483    1.967117122    1.827482664    1.952241155     2.06731586    1.547503003    1.912960329    2.644550682    4.238254782    5.869563708    1.343605611    1.073790507    0.843556424    1.230633277     1.09552505   0.9407258289    1.141315486     1.99157942    2.311017339    1.979392844    1.769039016    1.144137352    1.742354377    1.661051495    1.825236752     2.08601408    4.236267411    11.33275772    1.680020158    1.576097415    1.448124476    1.627249641    1.201214537    1.420607139    1.665490796    1.518433847    2.439550712    1.259255626    2.168343983    1.743961099    1.910363867    1.933949594    1.875751606    2.486920291    2.335582871    1.912276655     1.88364612    5.809491784    2.281962696    5.642247937            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
133          NO_ID    2.642553612    2.239480632    1.455554216    2.159445892    1.961763623    2.046786191    2.595744545    1.524192389    1.945322396    2.752090796     3.82838778    6.364971028    1.412745399    1.026278336   0.8650247165    1.131610031    1.080186892     1.07279813    1.075041596    2.541952708    2.433911764    2.035489297    1.705067399    1.265052271    1.691430218    1.660992614     1.90182224    2.065868751    4.708414283    11.93194291    1.629997041    1.471436469    1.334874923    1.650551257    1.288882361    1.441638546    1.783337448    1.494173118    2.428154675    1.010299223    2.165591278    1.859708491     1.75965405    2.000336676    1.743986827    2.557678767    2.302946707    1.765173719    1.886476897    6.314941516    2.096821303    5.779296248  0.05626433331 1.418923926e-05 0.004423798085 8.107507373e-05 0.001545053895   0.0131774893  0.01412692363 5.127913004e-06 0.0007391883424 0.0009022971517 0.004122546745 0.0003588976629 0.004125661874  0.02809792172  0.01510345002   0.4643529412    10.29697753 0.001166741633 0.006666394514 
134          NO_ID    2.642615532    2.184036724    1.320277328    1.972877501     1.92791115    1.943152192    2.285793891    1.556791718    1.927933211    2.517295128    4.181366996     5.50843075     1.47350255    1.011787423    0.955893088    1.069559874    1.149081397     1.06201078    1.200559455    1.937083956    2.386108037    1.947093752    1.836170102    1.209500851    1.707028781    1.725019309    1.961306233    2.001727056    3.996731746    10.74323321    1.719503266    1.529161881    1.360560045    1.604780594    1.360039382    1.433471195    1.633932786    1.513671697    2.550314566    1.176329985    2.138130723    1.754736312    1.821552147    1.833633273    1.824523736    2.510445235    2.274193147    1.914605133    2.028456015    5.798763008    2.239109618    5.441388112            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
135          NO_ID    2.642674874     2.35237441    1.346228772    2.021871785    1.961540302    2.040062406     2.16411997    1.604044305    1.946568685    1.850629588    3.899408036    5.617079231    1.337053243    1.157243467   0.9049962269    1.189070754    1.231713934    1.027865588    1.248348425    2.470653054    2.620359863    1.891194673    1.772121595    1.137268353    1.798276583    1.828883951    1.970758694    2.106648226     4.66126607    11.44262099    1.621264583    1.462128088    1.398836509    1.532493355    1.341999873    1.505376811    1.658555761    1.475353202    2.146105579    1.392622231    2.166479119    1.817502723    1.886540292    1.925532363     1.83274619    2.524536519    2.285603116    1.805460124    2.008402107    6.094757707    2.226953675      5.5753704   0.1559327254 3.51727086e-05 0.003090290563 5.862670237e-05 0.001333755301 0.001512823666 0.001456986874 5.127913004e-06 0.0008556573248 0.001900829719 0.001901151672 0.002482475159 0.007462356826 0.001474017585  0.02281226722   0.5936470588    8.885427624  0.01774800379 0.002557906291 
136          NO_ID    2.643291543    2.200951221    1.457684253    2.046097959    1.856095681    2.002129984    1.501127488    1.679415701    2.072952161    2.728430903    4.068227329    5.913586655    1.451527316     1.08198922   0.9784496233    1.105124982    1.171416484    1.055603444      1.0750933    2.417668302    3.052812369    2.035745989    1.768479402    1.289652116    1.768954265    1.744668263    1.835509885     1.95389517    4.459699543    10.83453794    1.691091752    1.422431451    1.386605014    1.513776005    1.326529411    1.587700695     1.60190599    1.549383992    2.934581981    1.741290753    2.216070172    1.808961862    1.815575481    1.889597489    1.748951082    2.527025105     2.36572247    1.861367566    2.038628548    6.629078851    2.453506131    6.158955111   0.1521461289 4.588459084e-05 0.002599715458 4.059567526e-05 0.001321939631  0.02082253849  0.01967407698 5.127913004e-06 0.000711858199 0.002307452417 0.001198010519 0.004181128783 0.002993710047  0.02513230805 0.0008378848919   0.9467058824    18.36221011   0.0927168341  0.01368837075 
137          NO_ID    2.643513741    2.336585191    1.383290153    2.143184714    1.872504258    1.889784169    1.920780102    1.666010943    2.092661217    2.405006841    4.228120021    5.966984147    1.342578866    1.033594697   0.8663206306    1.070473531    1.146402631   0.9809663483    1.068669095    2.236332461    2.718950431    2.049303599    1.812343249    1.154338641    1.721495848    1.690760969    1.932485371    2.050546752    4.272901959    10.13129469    1.725438935    1.385294133     1.45191466    1.473729088    1.386478847    1.469418919    1.649513256     1.47927553    2.276149308    1.077872366    2.281276898    1.709253866    1.893571303    1.845855764    1.800848563    2.492891933    2.287329295    1.888251194    1.929858282    6.204991953     2.40658843    6.281241839            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
138          NO_ID    2.645911999    2.301912191    1.475663994    2.006770338    1.881181406    2.014588431    2.037237886      1.6202215     1.94805736    2.352768915    3.580586671    6.284476508    1.337642638    1.130476171    1.013444658    1.067455518    1.216040385    1.005329373     1.09967107    2.369088327    2.624996943    1.894866483    1.867754816    1.313056763    1.678557464    1.648833168    1.990775823    2.054015042    4.757987327     10.0953864    1.605601028    1.484709465    1.413650831    1.646265022    1.349479803    1.439832237    1.746853453    1.461686117    2.899268688   0.8415540645      2.2532399    1.704371072    1.909806115    1.812882538    1.892847243    2.656250772    2.251338056    1.849887628    1.917580145    6.180045633    2.347526466    6.125897669   0.2199477673 3.902012924e-05 0.001997654829 7.171181004e-05 0.001309460188 0.009224468639 0.008448876182 5.127913004e-06 0.0007301826258 0.001161077283 0.003191816711 0.003780736625 0.002505990015 0.008641088839  0.01636292653   0.7608235294    13.63422555  0.05208769681 0.007300424396 
139          NO_ID    2.646789716    2.326141243    1.444113818    2.047945251    1.784300021    1.868644399     1.92048143    1.544357156    2.037167518    2.611990735    3.402527456    6.398610966    1.378036328    1.016699404    1.011359919    1.162898201    1.064352975   0.9225341769    1.209459536    1.876431807    2.536711914    2.051844811    1.805949203    1.280999073    1.798661164    1.747632298    1.977938094    2.034018738    4.164933847    11.70303429    1.726878631    1.566976485    1.398644671    1.535992449    1.272921736    1.527944692    1.690636848    1.565668641    2.960509237     1.00602183    2.209066788    1.681007339    1.765526559    1.809103116    1.755706743    2.509886478    2.343001317    1.761059718    1.888420655    6.187304264    2.410730399    5.891815188            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
140          NO_ID    2.647097683    2.176609792    1.336228894     1.97805808    1.838888896    1.861471237    2.209103427    1.559843841    2.016696363     2.82793319    4.132222487    6.052649551    1.386113772    1.033697227   0.8972777078    1.058317258    1.224874664    0.991447537    1.137329361    2.438079198    2.340269927    2.059221223    1.753579758    1.157677789    1.669493157    1.673351751    1.974696372    1.958380215    4.462832743    10.52188224    1.630963787    1.426864231    1.330998015    1.532192681    1.262922312    1.514886911    1.679663918    1.603772883    2.972653763   0.8488014016    2.290359521     1.82937525    1.864890191    1.898473293    1.921072477    2.495167898    2.327790551    1.886947141    1.942615435    6.750599556    2.601814904    5.966347104            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
141          NO_ID    2.647251967    2.265548853    1.386762225    2.036113862    1.930714792    1.913811972     1.85232149    1.633401306    2.081485436     2.62078527    3.314567704    5.742033366    1.342832515    1.101401244     0.96624152    1.180192124    1.176789554   0.9385437315    1.092930326    2.541305519    2.547446656    2.047068423    1.847960587    1.330942302    1.742462599     1.67987767    1.839337737    1.989247579    4.568537513    10.65171043    1.722816986    1.448159469    1.432919896    1.474579211    1.342273332    1.508634688    1.674391183    1.423660247    2.309179974    1.146383094    2.268817301    1.733149536    1.862283292    1.833649816     1.89255078    2.561524812    2.384841939    1.810340334    1.956068543    5.813861328    2.322007189    6.240789373            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
142          NO_ID    2.647561759    2.341780628    1.426843138    2.049516024    1.844448891    1.989353023    1.972467165      1.6715888    1.919006816    2.807514732    3.454101255    6.078059151    1.327278952    1.153549662   0.9303125252    1.094184942    1.163933653   0.9944289214    1.086043092    1.738019129    2.316953916    1.988618574    1.787601315    1.183341865    1.758643678    1.698323785    1.998709431    2.092272227    3.934697775    10.57810657    1.709463249    1.521701314    1.301791285    1.501306387    1.229217338    1.491240176    1.776659409    1.530628532     2.41314488   0.8453311261    2.213131478    1.781849227    1.869278055     1.96241043    1.793398889    2.532590581    2.227595372    1.898332542    1.983019502     5.99319232     2.95868184    6.145051426  0.05673692519 3.877735294e-05 0.003547115156 5.483668901e-05 0.001186116769  0.01398114459  0.01323954692 5.127913004e-06 0.0007771461894 0.002676911861 0.000982704726 0.008749824648  0.01011766803 0.007128886401  0.01758537986   0.7927058824    12.71682274  0.03986756446  0.01126169904 
143          NO_ID    2.648984309    2.347422696    1.459654388    2.077743356    1.877856356    1.909789097    1.657073883    1.518639442    2.016225311    2.250513876    3.310478318    5.545133815    1.319023405    1.144844593   0.8917110031    1.155255834     1.13226409    1.094947755    1.144898703    1.754576944    2.869060727    2.061973669    1.774849963    1.195243695    1.765481865    1.818554358    1.902316182     2.06480558     4.26857101    10.29628582    1.728180689    1.389898511    1.279251278    1.552835077    1.325641867    1.502107634    1.748624173    1.574487514    2.702735379     1.19124742    2.145590289    1.811042739    1.831876247    1.886613695    1.813887333     2.65658725    2.412869529    1.887151423    2.007535005    6.213841158    2.919334057    5.819735752            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
144          NO_ID     2.64996795    2.284092915    1.445354767    2.056032928    1.832349372    1.936038963    1.913004557    1.584370732    1.955039949    2.385883617    4.084989982    5.965708246    1.429263486    1.136339458   0.9754232892    1.163431939    1.124553137    1.083874332    1.137971619    2.050195396    2.653448177    1.902911604    1.806785252    1.321196499    1.722808159    1.658254537    1.889825479    1.956541948    4.794190781    10.07449577    1.686142351    1.496006106    1.393742492    1.496497118    1.210039034    1.571091864    1.718536081    1.501539794    2.376312978    1.734880147    2.099716517    1.700660592    1.824717679    1.950980003     1.89500005    2.533140968    2.285411942    1.760553187      1.8730153    6.541917805     2.58196133    5.931524677  0.05657999111 3.270383283e-05 0.002262073807 4.308019062e-05 0.001305653589 0.000154085541 0.0007607012043 5.127913004e-06 0.0007355024641 0.004197840114 0.0006478462048 0.0008239151858 0.004538950677  0.02817485843 0.009712880368   0.6062352941    10.51811898  0.03097713789 0.001425568247 
