%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_RC_8    DAKOTA_EP_1       obj_fn_1       obj_fn_2       obj_fn_3 
185          NO_ID    2.200032789    1.960486577    1.921550716    1.943298637    1.997489183    2.235475523    1.945184468    2.209668109    1.321463613 0.006346034363 0.001147259157  0.00257891751 
186          NO_ID    2.202887637     1.80766738    1.808339862    1.947314523    2.000649073    2.070906569    2.164401683    1.912166098    10.04883792            100            100            100 
187          NO_ID    2.205918151    2.086766079    1.925676021    2.246455344    1.949632719    2.049478702    2.219764997    2.220840236   0.9335379922            100            100            100 
188          NO_ID    2.207350127    1.873359692    2.042747404    2.285908579    2.119754489    1.965743531    2.222847368    1.966867667    6.386473985            100            100            100 
189          NO_ID    2.209211668    1.892810582    1.812293377    1.993520526    2.149361187    2.031951463    2.134532153    2.117400859    8.333603162            100            100            100 
190          NO_ID    2.211578687     1.84543398    1.962389947    2.046556158    2.133770834    2.222043505    2.018240522    1.923472265     10.5118975 0.004010011007  0.01089823582  0.00755491984 
191          NO_ID    2.211673657     1.96350814    2.018350293    2.061113904     1.93573648    2.091785832    2.043215807    2.011574391    1.342960507 0.007791714628 4.012146873e-05  0.00130282356 
192          NO_ID    2.211868254    2.086016479    2.077153397    2.090020178    1.909826059    2.149850186    2.181697085    2.112955818    9.283089469            100            100            100 
193          NO_ID    2.213751365    1.923654563    1.840174524    2.191335655    1.910389124    2.075220075    2.214928065    1.955657514   0.5490409548            100            100            100 
194          NO_ID    2.219604977    2.013435547    1.908666573    2.090222649    1.960064257    2.029496863    1.986854817    1.967273253    2.212564773 0.006801014376 0.002640532414 0.001405319483 
195          NO_ID    2.221410069    1.858556866    1.834988421    2.108396338    1.904793193    2.130560617    1.919424562    2.227340337    1.560197058 0.005675038036 0.001800401047 0.0003795604583 
196          NO_ID    2.222829503    2.049693134    1.887713759    1.956571883     2.01176441    2.104920968    2.189042395    1.923646414   0.1108145603            100            100            100 
197          NO_ID    2.223670812    1.992379455    1.871207102    1.917382819    2.185387153     2.18938724    1.906811255    2.040090786    8.591282323  0.00449427858   0.0116855991 0.008445606451 
198          NO_ID    2.224633624    2.062852595    1.854930302    2.100392736    2.057112619    2.170272184    2.135815613    2.203450926    11.36932867  0.01243067582 0.004999278147 0.006468968077 
199          NO_ID    2.226717372    1.937932042    1.958271168    2.222547144    2.121445952    2.269391148     2.20604275     2.10036155    0.842162155            100            100            100 
200          NO_ID     2.22782394    1.945004082    1.947425967    2.241180036    1.934423435    2.096200265    2.286032981    2.173554093     4.99522549            100            100            100 
201          NO_ID    2.228538004    1.840576764    1.845710024    1.909000475    2.056236546    2.095254956    1.979873036    2.098401284    1.408472121 0.004492965081 0.001587481077  0.00281629949 
202          NO_ID     2.23096939    1.848950281    1.899367302    1.997518559    2.073168776    2.046209927    1.925112476    1.982864573    1.392964053 0.002849948149 0.0005601861275 0.001890055689 
203          NO_ID    2.231726683    1.855358103    1.924914876    1.944791716    1.906092377    2.102857727    2.022907249    2.122137858  0.01853827202 0.005265987159 0.004464852955 0.003316883334 
204          NO_ID    2.232281573    1.827228419     1.85858665    2.116045481    2.097760216    2.277042436    2.074997353    2.015343818    10.25391619  0.00415067045    0.010895706 0.007969782138 
205          NO_ID    2.232428291    1.811398536    1.942048231    2.099890247    2.163405234    1.948269391    1.918765912    2.158380338    3.755148362            100            100            100 
206          NO_ID    2.232560495    1.889979431    1.845227687    2.284567064    2.008788285     2.19368667    2.136935182    2.025676066    2.479449672            100            100            100 
207          NO_ID    2.233126898    1.894576857    1.812600329    2.237788065    2.021101459    2.236905881    2.116003326    2.182607959    8.480368566 0.008595937949  0.01178364667 0.008769845943 
208          NO_ID    2.234529792    1.900059254     1.92022234    2.055733066    1.974960436    2.003375094    2.073347146    2.007363448     1.32771886 0.007277273355 0.0009135830828 0.002284530091 
209          NO_ID    2.235165363    1.937503359    2.055869763    2.084224467    2.297738094    2.070332202    2.263708208    2.211981064    2.811360208            100            100            100 
210          NO_ID    2.236366556    1.888671742    1.941011727    1.969159161    2.266071892     2.18247681    2.180219243     1.95816128    4.332806587            100            100            100 
211          NO_ID    2.239796142    1.878023752    2.015396644    2.159231144     2.00179117    2.059020145    2.263284854    2.063931643    8.064437263            100            100            100 
212          NO_ID    2.240005521    1.811998623     1.87670812    2.143672125    2.202686587    2.208074141    2.075515538    2.053341904    10.30527679 0.006505501876  0.01110754615 0.007808101088 
213          NO_ID    2.240951811    1.928753433      1.8794639    1.936331976    2.255746431    2.030506343     2.03791403     1.94600812    5.992560477            100            100            100 
214          NO_ID    2.241548098    2.057308981     1.81321056    1.932403011    2.240882201     2.23552159    2.105761798    2.059472365    6.067545832 0.006975847151  0.01298409752  0.01009317968 
215          NO_ID    2.242036611    1.994596294    2.026539653    1.941194798    1.924207403    2.033176155    2.203359636     2.09086095    10.42695091            100            100            100 
216          NO_ID    2.246241449    1.991213213    1.824150805    2.291779242     2.18274899    2.248279528    2.144009097    2.140723851    4.568329612 0.007118026699  0.01370609095  0.01168736931 
217          NO_ID    2.248822428    2.078056204    1.837570674    1.955348651    2.192151675    2.028170053    2.001999879    2.000548012    3.988897374            100            100            100 
218          NO_ID     2.24936432    1.888725813    1.818949076    1.907549839      2.1161451    2.006387362    2.264138187    1.955819361    9.953315795            100            100            100 
219          NO_ID    2.249786111    1.844644315    1.942404416    2.187579213    2.089724049    2.055648565    2.101493841    2.036706892   0.4952770809 0.005689889359 0.002711027781 0.001553365634 
220          NO_ID    2.249862191    1.821117571    1.893247587    2.286114258    1.925011209    2.048408583    2.022914337    2.054828904    3.151426375 0.006922473612 0.003339152263 0.002253317506 
221          NO_ID    2.250716524    2.048870129    1.930003177    2.222976747    2.013423011    2.153836314    2.122540728    2.277747161    8.023858698   0.0133781608  0.01223112047  0.00888761588 
222          NO_ID     2.25232741     2.02780934    1.978082718    2.070804555    2.270869591    1.983100228     1.93231671    2.250483589    7.210065592            100            100            100 
223          NO_ID     2.25352157    1.958100051    1.903553783    1.932261181     2.10849996    2.048943314    2.151091578     1.99257593    9.311807054            100            100            100 
224          NO_ID    2.254407505    1.909963138    1.908095227    2.010269133    2.164794949    2.066158941    2.189603028    2.233368965    6.331199301            100            100            100 
225          NO_ID    2.255578566    2.003118124    1.848183003    2.200131696     2.27604458    1.935218777    2.042515136    2.286844449    4.707054753 0.004798378977  0.01262564093  0.01244498363 
226          NO_ID    2.259647197    1.919521252    2.035933823    2.103599781    1.937882382    2.182652548    2.182523815    2.200698413    1.035277946            100            100            100 
227          NO_ID     2.25976922    1.827637248    1.884622909     2.19279304    2.248717919     1.99418585    2.162330902    2.038738096    3.120357286            100            100            100 
228          NO_ID    2.260127465     1.95510589    1.928806254    1.959364328    2.223158417    1.903350157     2.04544564    2.096410805    2.725647419            100            100            100 
229          NO_ID    2.260476001    1.849998308    2.089295752    2.127671076    1.916450521    1.945253423     1.91754363    2.204029735    7.049324141            100            100            100 
230          NO_ID    2.264877923    1.968549901    2.020735315    2.082248437    2.145059106    2.298021383     1.96648662    1.978267477    7.327394584 0.004100415989  0.01219527481 0.009323367144 
231          NO_ID    2.266370115    1.958159428     1.99566214    2.027661483    2.166696328    2.040835015     2.28152878    2.132906987    2.483285197            100            100            100 
232          NO_ID    2.267138634    2.097392295    2.003047161    1.914087705    1.900028728     2.25951684    2.228022749    2.250351226    8.118530154            100            100            100 
233          NO_ID    2.268880982    1.815314058    1.945840618    2.041861752    2.251388134    2.159721198    2.174351488    1.948906694   0.9866992072            100            100            100 
234          NO_ID    2.269230158    1.800814615    1.980108913    2.260661129    2.285413153    2.060699765    2.175729275    2.108942711    9.218089251            100            100            100 
235          NO_ID    2.270674943    2.096086278    1.921483233    2.139489519    2.200699855    2.044332416    1.907057547    2.147155199    5.818954051 0.003340405933  0.01367894219  0.01123650697 
236          NO_ID    2.271209781    1.818524071    1.925527615    2.260231797    1.910588621    2.264416043     1.95661726    1.940735777    8.109920057 0.007175509396  0.01195543989 0.008944937347 
237          NO_ID    2.279686991    2.058712636    1.834690179    2.245247929    1.928758128     2.12439478    1.936484934    2.095214398    10.87990357 0.008487686337  0.01117562079 0.007460365408 
238          NO_ID    2.283265592    1.841190119    1.838827941    1.953091612    2.268671524    2.116643339    2.006657644    2.160007178    6.810973884 0.005500234753  0.01321361143 0.009701744963 
239          NO_ID    2.284326999    2.040415911    2.036301109    2.123529558    2.046569877    2.237943503     2.02908422     2.26410425    7.237404555 0.006233286182  0.01216250652 0.009599865775 
240          NO_ID    2.285889861    1.947784417    1.872289098    1.930147156    2.205914626    1.909510709    2.133876816    2.117034889    8.174944386            100            100            100 
241          NO_ID     2.28881571    1.975037315    1.989276089    1.916887782    2.088961653    2.023192283    1.981131787    1.989093349    2.977105895            100            100            100 
242          NO_ID    2.293077824    2.007556301    1.960469878    2.245717232    1.949659753    2.042098078    1.937094736    2.226589681    5.472522192 0.007527275772  0.01434115031  0.01169330937 
243          NO_ID    2.293640316    1.848801363    1.932674217    1.902230762    2.292892425    2.270237733    2.098798718    2.234072461   0.1398350225 0.006521008087 0.003676658067 0.002317809874 
244          NO_ID    2.294998983    2.040079081    2.008661446    2.061506499    2.245773072    2.052877656    2.037810786    2.211775205    5.189423089 0.004247943136   0.0144043341  0.01170397944 
245          NO_ID    2.296381762    1.842075588    1.955400652    2.136717282    1.910508288    2.253818386    2.280844252    2.020777422    6.558400057            100            100            100 
246          NO_ID    2.296854449     1.81805885    1.902600059    2.029817694    2.256638962    2.156772654    2.090121277    2.241206026    10.96682816 0.006481211352 0.005251648966 0.006645577243 
247          NO_ID    2.297699892    1.808153703    1.964122798     2.18407597    2.061450254    2.110897419    1.931797212    2.227338451   0.7837264821 0.003019997162 3.901172925e-06 0.001260754551 
248          NO_ID    2.297759501    2.003868465    1.878040283    1.962140473     2.00979443    2.242633297    2.118423129    2.198753453    1.216115781 0.007448620032 0.001312070148 0.002833965812 
249          NO_ID     2.29780356    2.038430633     1.93001909    2.118590164    2.166729938    2.044100392    2.168684396    2.222078589    1.087562006            100            100            100 
250          NO_ID    2.299062297    1.827948395    2.021357271    2.050221019    2.050448989     1.95848746    1.958347088    2.251437909    7.483207419            100            100            100 
251          NO_ID    1.906330703       1.927631       2.008525       2.094274       2.246105       2.036494       2.070995       2.211771       7.384879            100            100            100 
252          NO_ID       2.036324       2.040077       1.871444       2.045013       1.948813       2.154566       2.037822       2.097335       9.383907            100            100            100 
253          NO_ID    2.070424124    1.862779697    1.838435928     2.01393335    2.260672591    2.284199194    2.004338401    2.025833385    1.427200384 0.006525124269 0.001005214503 0.002247631865 
254          NO_ID       2.086505       1.824466       1.842518       2.152291       2.002763       2.089702       2.020148       2.233878       7.089004  0.00837207683  0.01297416144 0.009636040465 
255          NO_ID       2.088021       1.859281       2.039685       1.935654       1.945541       2.221797       2.183991        1.90913       9.177403  0.01054886642 0.006839014339 0.008293609963 
256          NO_ID    2.088385979    1.818415858    1.876186541     1.99026169    1.969245673    2.283513218    2.105390904     1.92120651    2.373514787 0.009980057775 0.003119842036 0.002001425316 
257          NO_ID       2.096877    1.879955927       1.858541       2.042784       2.127736       2.175479       1.973326       1.928177      10.333055 0.005351409986  0.01146936829 0.007836587175 
258          NO_ID       2.097683       2.080804       1.808795       2.188907       2.284471       2.256677       2.235672       2.196951      11.563853  0.01609931469  0.00581836609  0.00721442783 
259          NO_ID       2.116584       1.845463       2.052635        1.91337        2.25391       2.093352       2.007801        1.90406        2.36138 0.005488669512 0.002902777566  0.00174586347 
260          NO_ID       2.122902       1.987494       2.046716       1.935013       2.088024       2.251089       2.229923       2.247551       10.91899  0.01301922032 0.005829207889 0.007257295223 
261          NO_ID       2.128531       1.925413       1.878899        2.24568       2.244636       2.238706       1.953961       1.997214      10.529676 0.005045310863 0.006280905608 0.007730152625 
262          NO_ID       2.132027         1.8753       1.944259       2.171707       2.032379       2.137583       1.913579       2.036707       6.981148 0.006623760054  0.01253225571 0.009496710005 
263          NO_ID        2.13797       1.978935       1.916252       2.088959       1.997896       2.132471       1.988181       2.236868       6.114175 0.008528204743  0.01322878007  0.01010636757 
264          NO_ID       2.147543       1.903614       1.943125       1.991961        2.16195       2.110207       2.003673       1.948084       6.633278 0.004819121142  0.01266613248 0.009482586511 
265          NO_ID       2.147822       2.010061       1.894793       2.253488       1.943955       2.110204        2.09587       2.046381       1.389329  0.01398335228 0.0002973893143 0.001555503739 
266          NO_ID    2.150914777    2.051352594    2.037679012     2.07124712    1.935125275    2.131603469    1.924439536    2.164508578    2.128056324  0.00717495773   0.0023391481 0.001225535494 
267          NO_ID    2.150914777    2.051352594    2.037679012     2.07124712    1.944272822    2.131603469    1.924653923    2.164508578    2.128056324  0.00717495773   0.0023391481 0.001225535494 
268          NO_ID     2.15204063    1.822806328    1.819495413    2.152290817    2.002762547    2.081189776    2.020948472    2.235157739    7.261036342 0.007284879806  0.01310194111 0.009783787222 
269          NO_ID       2.152041       1.822806       1.843494       2.152291       2.002771       2.097574       2.015924       2.231062       7.264748 0.007115302074  0.01297510626 0.009652729599 
270          NO_ID       2.152533       1.855573       2.039781       1.943846       1.945541       2.212261       2.184791       1.907482       9.357627            100            100            100 
271          NO_ID       2.152558       2.013261       1.896409       2.237104       1.943955         2.2863       2.095102       2.045469       2.007825  0.01354578892 0.003413515436 0.002166370592 
272          NO_ID    2.153582458    2.015309027    1.883841836    2.228911568    1.943955194    2.287323989    2.095101628    2.048396716    1.999632687  0.01354578892 0.003383637192 0.002059771791 
273          NO_ID       2.153603       1.876094       1.959831       1.967513        2.16195       2.287327       2.000857       1.974676       7.243038 0.004342465243 0.007520769396 0.008975138712 
274          NO_ID       2.184934       1.845312       2.071791       2.192274       2.039868       2.242461       1.984005       1.924141       5.334624 0.006386629594  0.01275489444  0.01015643913 
275          NO_ID    2.186502018    2.028670356    2.054154233    2.001588382    1.995902282    2.045072209    1.986733551    2.148508949   0.2577133757 0.006939069974 0.003437358337 0.002411017033 
276          NO_ID    2.200032789    1.960486577    1.921550716    1.943298637    1.997489183    2.235475523    1.945184468    2.209668109    1.049314618 0.006346034363 0.0008435426312 0.002266489526 
277          NO_ID       2.205137       1.960487       1.921551    1.986356842       1.997561       2.236844       1.943904       2.208644       1.321464 0.006180772691 0.001107996488 0.002498503206 
278          NO_ID    2.211578687     1.84543398    1.962389947    2.044812685    2.133770834    2.222043505    2.018240522    1.923472265     10.5118975 0.004010011007  0.01089823582  0.00755491984 
279          NO_ID       2.213218       1.858529         1.8315       2.107372       1.916057       2.131449       1.919425       2.202764       1.470237 0.005872689552 8.138288209e-05 0.001396565054 
280          NO_ID    2.228538004    1.840576764    1.845710024    1.909000475    2.056236546    2.099271112    1.979873036    2.098401284    1.408472121 0.004558255529 0.001467686092 0.002725321153 
281          NO_ID       2.233137       1.899697    2.021591005       2.237756       2.021099        2.17137       2.124195       2.182608       9.156209 0.009519800476  0.01178871249   0.0082876803 
282          NO_ID    2.249786111    1.841385136    1.942404416    2.187579213    2.089724049    2.055648565    2.101493841    2.036706892   0.4952770809 0.005689889359 0.002711027781 0.001553365634 
283          NO_ID    2.249786111    1.844644315    1.942404416    2.187579213    2.089724049    2.055648565    2.101493841    1.997674531   0.4952770809 0.005689889359 0.002816010237 0.001680414705 
284          NO_ID       2.249842       1.844654       1.942404       2.187459       2.092548       2.053489       2.101494       2.204005       0.474797 0.005689889359 0.001920558317 0.000684220833 
285          NO_ID       2.256603        2.00291       1.834691       2.179716       2.275917       1.933931       2.067091       2.286716       4.653991            100            100            100 
286          NO_ID       2.265571       2.096086       1.921483       2.270562       2.200628       2.042964       1.908338       2.148179       5.818954 0.004825656242  0.01383193775  0.01131058203 
287          NO_ID       2.271178       1.816988       1.876376       2.061506       1.910925        2.26432       1.906737       1.949952       8.109856 0.005621892217  0.01173632933  0.00882103815 
288          NO_ID    2.271209781    1.818524071    1.921368787    2.260231797    1.910588621    2.264416043     1.95661726    1.940735777    8.109920057 0.007175509396  0.01195543989 0.008963622441 
289          NO_ID       2.278663       2.058921       1.848182       2.265664       1.928886       2.125683       1.911909       2.095342      10.932968   0.0087080107 0.006190995043  0.00751577616 
290          NO_ID    2.284326999    2.040415911    2.036301109    2.123529558    2.046569877    2.237943503     2.02908422    2.249590599    7.237404555 0.006233286182  0.01215212787 0.009606691542 
291          NO_ID       2.292519       2.040444       2.039789       2.124554       2.035306       2.237056       2.029084        2.28868       7.327365 0.006115540072  0.01211856708 0.009564019587 
292          NO_ID    2.293077824    2.007556301    1.960469878    2.276370924    1.949659753    2.042098078    1.937094736    2.226589681    5.472522192 0.008021154966  0.01433420514   0.0116332497 
293          NO_ID       2.293078       2.007492       1.964566       2.089557       1.945052       2.089592       1.937095       2.221278       5.472522 0.005024353819  0.01402643966  0.01107965573 
294          NO_ID       2.295031       2.041615       2.057813       2.260232       2.245437       2.052974       2.087691       2.202559       5.189487 0.005574778419  0.01435137046  0.01185070743 
295          NO_ID       2.295299       2.007311       2.023831       2.061634       2.245773       2.052878       2.035763       2.236351       5.188879 0.004483722211  0.01448751563  0.01165914728 
296          NO_ID    2.054884778    1.914383442    1.842499144    2.087774751    2.073072671    2.024108618    2.203529298    2.140066221    1.671839666  0.01089963464 0.0006405414178 0.001915096666 
297          NO_ID    2.101129182       1.845463       2.052635        1.91337        2.25391       2.093352       2.007801        1.90406        2.36138 0.006058622544 0.002849717179 0.001671079435 
298          NO_ID       2.116584       1.845463       2.052635        1.91337        2.25391       2.093352       2.008313        1.90406        2.36138 0.005488669512 0.002902777566  0.00174586347 
299          NO_ID       2.130376       1.834967       2.052635       1.913242       2.282622       2.093352       2.008177        1.90342       2.378572 0.004699617886 0.002980963261 0.001785402184 
300          NO_ID       2.130408       1.847255       2.052635        1.91337       2.286678       2.093352       2.007801        1.90406       2.362188 0.004902872751 0.002869395857 0.001750104884 
301          NO_ID    2.130408113    1.847255039    2.052634889     1.91336985     2.28667753    2.093352459    2.008312653    2.220107677    2.362188344 0.004902872751  0.00102913888 0.0002309058887 
302          NO_ID       2.147822       2.010061     1.90730745       2.253488       1.943955       2.110204        2.09587       2.046381       1.389329  0.01398335228 0.0002973460871 0.001558031954 
303          NO_ID       2.153603       1.876094       1.959767       1.969209       2.195166       2.248415       1.994497       1.994132       4.221054 0.004342465243  0.01349449781  0.01088059409 
304          NO_ID    2.178118611    2.076055588    1.859193025    2.162816031    2.051856717    2.079608276    1.978413132    2.127480102    1.464146656 0.009306548178 0.0004429086137 0.001725910875 
305          NO_ID       2.180428       1.940475       2.045072       2.020767        2.16192       2.221157       2.000861       2.236473       7.243031  0.00450401614  0.01225958045 0.009285834786 
306          NO_ID    2.211578687     1.84543398    1.982091781    2.044812685    2.133770834    2.222043505    2.018240522    1.923472265     10.5118975 0.004010011007  0.01089823788 0.007575544756 
307          NO_ID       2.212347       1.841338       1.962446       2.039949       2.138379       2.222044       2.016769       1.918352      10.517786 0.004230962804   0.0107351745 0.007584665876 
308          NO_ID        2.22137       1.858501       1.834958       2.171116       1.904697       2.098817       1.930689       2.196748       1.408389 0.006217424874 0.001387958625  0.00262958162 
309          NO_ID        2.22521        1.84422       1.942436       2.236731        2.03238       2.055649       2.181574       1.997675       0.495277            100            100            100 
310          NO_ID        2.22777       1.844673       1.845654       1.913864       2.051629       2.099271       1.981345       2.103521       1.402584 0.004474639228 0.001418172396 0.002620755736 
311          NO_ID       2.228578       1.840633        1.84574    2.168939472       2.056333       2.131015       1.968609       2.128993        1.56028 0.004761645206 0.0003483768528 0.001765235439 
312          NO_ID       2.231726       1.970022       1.924479       2.082248       2.169635    2.012375269       1.965567       1.978267       6.834339 0.002759769104   0.0128746709  0.01024667314 
313          NO_ID       2.232282       1.834524       1.854747       2.115533       2.097776        2.26885       2.073349       2.015344       9.716316 0.004344122986  0.01113772904 0.008184886297 
314          NO_ID        2.23453       1.892763       1.924062       2.056245       1.974944       2.011567       2.074995       2.007363       1.865319 0.007212906599 0.0002729897733 0.0009582585454 
315          NO_ID       2.245986       1.858981       1.834956       2.059244       1.962137       2.130561     2.09115014        2.22734       1.560197 0.006887508516 0.001828836326 0.0005995838261 
316          NO_ID    2.249786111    1.844644315    1.942404416    2.187579213    2.089724049    2.055648565    2.101493841    2.023916702   0.4952770809 0.005689889359 0.002781529323 0.001673302019 
317          NO_ID    2.249786111    1.844777938    1.942404416    2.187579213    2.089724049    2.055648565    2.101493841    2.036706892   0.4952770809 0.005689889359 0.002711027781 0.001553365634 
318          NO_ID       2.264879       1.853886       2.021171       1.944792    2.229594587       2.033226       2.023827       2.122138       0.511594            100            100            100 
319          NO_ID       2.270707    1.858858783       1.921483       2.139618       2.204756       2.044332       1.907194       2.147795        5.80257 0.003465881866   0.0138668674   0.0112570113 
320          NO_ID       2.130248       1.850327       2.052539        1.95945       2.287702       2.094888       2.008361       2.163916       2.362068 0.004654299231 0.0009901046979 0.0001191945204 
321          NO_ID       2.130416       1.849559       2.053051       1.913066       2.222166       2.093368       2.003239       2.220236       2.376404 0.004620719913 0.000826767549 0.0002396195002 
322          NO_ID       2.133642       1.869503       1.899371       2.161786       2.214487       2.157125       1.916931       2.110145       8.014164   0.0037302606  0.01223803065 0.009010433932 
323          NO_ID       2.147822       1.858529       1.829452       2.122428       1.911187       2.131449       1.965505       2.177452       1.471261 0.007971264188 0.001051058002 0.002344514916 
324          NO_ID       2.153603       1.876094       1.959831       1.967513        2.16195    2.273444191       2.000857       1.974676       7.243038 0.004342465243 0.007520769396 0.008975138712 
325          NO_ID       2.211555       1.845412       1.965974       2.059277       2.133787        2.13056       2.018305       1.964432      10.544666 0.003817138412  0.01115307059 0.007625907393 
326          NO_ID    2.211578687    1.846966869    1.962389947    2.046556158    2.133770834    2.222043505    2.018240522    1.923472265     10.5118975 0.004010011007  0.01089823582  0.00755491984 
327          NO_ID       2.211579        1.84063       1.887254       2.061116       2.133755       2.222044       1.903553       1.923376      10.780186 0.003708004009  0.01078349842 0.007560094781 
328          NO_ID       2.211674       1.968312       2.093486       2.046554       1.935752       2.091786       2.157904        2.01167       1.074673            100            100            100 
329          NO_ID       2.213218       2.010061       1.896841       2.238432       1.948825       2.110204        2.04979       2.071693       1.388305  0.01140430812 0.0005379776272 0.001832842336 
330          NO_ID       2.219597       2.011132       1.908251       2.090527       2.024576       2.029481       1.991929       1.967145       2.198349 0.006662094276  0.00253271137 0.001356794792 
331          NO_ID       2.219765       2.010364       1.908763       2.044143        1.95904       2.027961       1.986807       2.023465       2.212685 0.006121345763 0.003025544937 0.001879794444 
332          NO_ID        2.22137       1.857021        1.84571       2.169068       1.925261       2.098241       1.931713       2.202724       1.560277 0.006108010308 0.001134619479 9.425542007e-05 
333          NO_ID       2.226874       1.848769       1.846166       1.915912       2.056749       2.046023       1.973153       2.103521       1.401152            100            100            100 
334          NO_ID    2.228538004    1.840576764    1.845710024    1.909000475    2.056236546    2.099271112    1.979873036    2.098401284   0.5198264669 0.004558255529 0.002898465135 0.001754001164 
335          NO_ID    2.228538004    1.840576764    1.845710024    1.909000475    2.066866132    2.099271112    1.979873036    2.098401284    1.408472121 0.004379972997 0.001408133388 0.002652803364 
336          NO_ID       2.228578       1.842113       1.834988       2.170987       2.035769       2.131591       1.967585       2.123017       1.408392 0.005037027477   0.0014270031  0.00271138478 
337          NO_ID       2.231865       1.844854       1.898855       1.995471       2.068049       2.099458       1.933304       1.982865       1.394396 0.003437335807 0.0001347026322 0.001452718053 
338          NO_ID    2.232281573    1.827228419     1.85858665    2.130900999    2.097760216    2.277042436    2.074997353    2.015343818    10.25391619 0.004169778703  0.01092441299 0.007951246742 
339          NO_ID    2.234529792    1.900059254     1.92022234    2.055733066    1.974960436    2.003375094    2.073347146    2.000039267     1.32771886 0.007277273355 0.0007867605864 0.002158248217 
340          NO_ID    2.234863066       1.892763       1.924062       2.056245       1.974944       2.011567       2.074995       2.007363       1.865319 0.007212906599 0.0002729897733 0.0009582585454 
341          NO_ID       2.239161        1.84767       1.934567       1.993423       2.073121       2.177282        1.92364       2.003345       1.393028 0.003934363831 9.952984113e-06 0.001485069232 
342          NO_ID       2.245986       1.858981       1.834956       2.059244       1.962137       2.130561     2.09115014    2.257463578       1.560197 0.006887508516 0.002599511838  0.00126974808 
343          NO_ID       2.246002        1.85899       1.958788       2.187463       2.092292       2.052977       2.099446       2.204013       0.511621  0.00594673505 0.001737406633 0.0005014824079 
344          NO_ID        2.24601       1.859003       1.831372        2.04478       1.962121       2.222045       2.091086        2.18638       1.527429 0.006447870537 0.0003353666558 0.001217369457 
345          NO_ID       2.249826       1.844645       1.818572        2.05924       1.962393       2.131073       2.093198       2.227332       1.523373 0.006714543903 0.001168042356 0.0001623446738 
346          NO_ID       2.270707    1.858858783       1.921483       2.139618    2.203929399       2.044332       1.907194       2.147795        5.80257 0.003465881866   0.0138668674   0.0112570113 
347          NO_ID       2.114936       1.845679       2.057091       1.913034       2.254102        2.08984       2.001137        1.90398       2.608804 0.005196422821 0.003639863467 0.002573330138 
348          NO_ID       2.116584       1.845463       2.052635        1.91337        2.25391       2.093352       2.007801       1.908828        2.36138 0.005488669512 0.002902777566  0.00174586347 
349          NO_ID        2.12836    1.865350796       2.055099       1.912874        2.22216       2.076984       2.003239       2.220238       2.381428 0.005010394367 0.0007670398777 0.000427004769 
350          NO_ID       2.130376       1.807831       2.052635       1.913098       2.285614        2.09524       2.012657       1.903676       2.456396 0.004540485271 0.003345768086 0.002024807152 
351          NO_ID       2.130408       1.847255       2.052635        1.91337       2.286678       2.093352       2.008313        2.21534       2.362188 0.004902872751 0.001029414711 0.0002432766805 
352          NO_ID       2.207227       1.841338       1.962622       2.039949       2.138379       2.208988       2.016775        1.91272      11.028642 0.004230962804  0.01063826936 0.007489294349 
353          NO_ID    2.211578687     1.84543398    1.974395456    2.046556158    2.133770834    2.222043505    2.018240522    1.923472265     10.5118975 0.004010011007  0.01089823788 0.007575544756 
354          NO_ID    2.211578687    1.846966869    1.932329196    2.046556158    2.133770834    2.222043505    2.018240522    1.923472265     10.5118975 0.004010011007  0.01089822141 0.007656050543 
355          NO_ID       2.211579        1.84063    1.893571963       2.061116       2.133755       2.222044       1.903553       1.923376      10.780186 0.003708004009  0.01078349842 0.007560094781 
356          NO_ID       2.221426       1.845245       1.833708       2.056396    2.121891078       2.131297    2.190696042       2.228588       1.523373            100            100            100 
357          NO_ID       2.221554       1.858557        1.85598        2.10686       1.909017       2.130593       1.907137        2.21326       1.560265 0.005640021912 0.001304549809 0.0001641714594 
358          NO_ID       2.228538       1.867713        1.84571       1.909144       2.053245       2.093367       1.975393       2.098145       1.330648 0.004771893819  0.00152012483  0.00268295483 
359          NO_ID    2.228538004    1.840576764    1.856976117    1.909000475    2.056236546    2.095254956    1.979873036    2.098401284    1.408472121 0.004492965081 0.001586499201  0.00281741598 
360          NO_ID       2.236846       1.970022       1.924303       2.082248       2.169635       2.025431       1.965561       1.983899       6.323483 0.002816031078  0.01323604842  0.01024528637 
361          NO_ID       2.236919       2.089371       1.922014       2.056437        1.97495       2.027951       2.074995       2.007361       1.860295 0.009960221155 0.001238543898 5.200273255e-06 
362          NO_ID        2.24765       1.858774       1.954332       2.187799         2.0921       2.056489        2.10611       2.204093       0.264197  0.00594673505 0.002988079285 0.001831290544 
363          NO_ID       2.249826       1.857966       1.943684       2.239459       2.166916       2.052753        2.18159       2.202757       0.511621            100            100            100 
364          NO_ID       2.270563       1.858859       1.900491       2.141154       2.199705         2.0443       1.919482       2.161875       5.802502 0.003156343124  0.01398591929  0.01135846842 
365          NO_ID       2.270707    1.858858783       1.921483       2.139618    2.203929399    2.073689509       1.907194       2.147795        5.80257 0.003753509009  0.01398893078  0.01090608416 
