%eval_id interface  DAKOTA_K_RC_1  DAKOTA_K_RC_2  DAKOTA_K_RC_3  DAKOTA_K_RC_4  DAKOTA_K_RC_5  DAKOTA_K_RC_6  DAKOTA_K_RC_7  DAKOTA_K_RC_8  DAKOTA_K_EP_1 DAKOTA_Cl_RC_1 DAKOTA_Cl_RC_2 DAKOTA_Cl_RC_3 DAKOTA_Cl_RC_4 DAKOTA_Cl_RC_5 DAKOTA_Cl_RC_6 DAKOTA_Cl_RC_7 DAKOTA_Cl_EP_1 DAKOTA_Cl_EP_2 DAKOTA_Mg_RC_1 DAKOTA_Mg_RC_2 DAKOTA_Mg_RC_3 DAKOTA_Mg_RC_4 DAKOTA_Mg_RC_5 DAKOTA_Mg_RC_6 DAKOTA_Mg_RC_7  DAKOTA_F_RC_1  DAKOTA_F_RC_2  DAKOTA_F_RC_3  DAKOTA_F_RC_4  DAKOTA_F_RC_5  DAKOTA_F_RC_6  DAKOTA_F_RC_7  DAKOTA_F_EP_1  DAKOTA_F_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18 
66           NO_ID    2.172009636    2.081649877    1.896566566    1.948923162    2.242477189    2.103280088    1.930054166    1.992541123    1.472052121    1.556360125    1.161947387    0.998362052    1.466840786    1.607468002    1.825618998    1.590436005    11.22856252    2.347775059    1.972198006    1.864963152    1.864390052     1.82800528    1.817853509    1.721687054    1.689277619    1.363583321    1.307443824    1.245735152    1.293129337    1.360206603    1.329612304    1.489138973    3.844282401    1.750894351 0.005846518698 0.0008487269637  0.01090813892 0.0004127880028 0.0005247533525 0.0005534425773 0.0001067148609  0.02092546415 0.0008567088873 0.004664119356  0.01071502617 0.009321435728  0.08587010685 0.005608214962  0.04530555556  0.06862132148  0.01953245461 0.0003772446415 
67           NO_ID    2.172750107    1.900042139     1.86844404    2.016929013    2.266161714    2.110541561    1.844803357     1.98439362   0.8624322745    1.597407768    1.033068561    1.007326529    1.501515286    1.580034506    1.777458497    1.681490882    10.00504376    1.955173343    1.973500665    1.809108777     1.78223438    1.696528414    1.866290233    1.664709877    1.742929841    1.393950845     1.25168667    1.160956862    1.323647373     1.34911307    1.346637237     1.52039748    3.880776043    1.695406385 0.002918598441   0.7073146656 0.002349775668 0.000523344116 0.002212675538 0.001146559943 0.0001321814407   0.0249734369  0.00519135843 0.008495309459 0.008716640919 0.007362972969  0.07868981898 0.004849860217       0.042875  0.06159997969  0.01123981757 0.0004860960828 
68           NO_ID    2.172884388    2.047158939    1.889304647    1.907732983    2.270005044    2.134855228    1.950380759    2.065547415    1.174511977    1.516993172    1.079134139   0.9386310445    1.563246342    1.706931894    1.785436319    1.694699582    11.26271158    2.411495062    1.981009623    1.856372223    1.971249518    1.753802858    1.863037757    1.818459171    1.856380419    1.347238742    1.305385675    1.169361641    1.271795264    1.407388326    1.514009104    1.468679652    3.907736325    1.636568754 0.006598993909  0.00387038396  0.01310084375 0.0003575767989 0.0005147843316 0.0007949911228 0.001134900732  0.02224762924 0.003981883386 5.730493197e-05  0.00692521981 0.005688570211  0.04629447337 0.001879078069  0.05969444444  0.08232986304 0.002129309574 0.004856935698 
69           NO_ID    2.173020734    1.918702574    1.824714973     1.90088029    2.221750946    2.051355325    1.855283632    2.068217303     1.42362332    1.483731423    1.045210422   0.9134573698    1.556752078    1.613020536     1.82586332    1.650275437     10.9049849    2.033145917    2.032258364    1.777591658    1.927268031    1.680338094    1.879397518    1.718535071    1.724595904    1.422342564    1.234547225    1.187654634    1.445556646    1.281015038    1.461423574     1.44257738    3.633588062    2.050692736            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
70           NO_ID    2.175187773    1.946715495    1.872611199     1.98839756    2.142942914    2.090984292    1.819506865    2.048715396    1.395611399     1.58894632     1.10588863    1.057444296    1.556334101    1.657425672    1.803568743    1.597598699    11.61704395    2.276220051    2.110246643    1.839797683    1.797536389    1.794750025    1.844343578    1.791002074    1.839310686    1.418236295    1.274533976    1.080654612    1.367176972    1.341164189    1.364209196    1.566364745     4.07439842    1.804101972 0.003698804618 0.001606901202 0.007003787381 0.0005939397609 0.0006260211878 0.001741720539 0.001738481819   0.0198410104 0.005156514386 0.002405590648 0.006718476983 0.005441830113   0.0869027235   0.0114453554  0.06890277778  0.06670157761  0.01620403874 0.008151474501 
71           NO_ID    2.176038923     2.07945847    1.983544692    1.949411445    2.304998307    2.110127457    1.903932256    1.965194835    1.463471186    1.623848002    1.077845736   0.9351814218    1.577908707    1.681294588    1.852191084    1.638425055    11.18677688    2.256286004     1.99305166    1.733472007     1.79594396    1.836997716    1.776742291    1.655731046    1.722083619    1.292350844    1.200241056    1.073114053    1.311566837    1.415011985    1.390815985     1.51160576    4.107352274    1.491803387            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
72           NO_ID    2.176329899    1.925653265    1.885489875    1.901475932    2.171934775    2.110419686    1.883834805    2.002710117    1.531556243    1.540804832    1.149246421   0.9684443184    1.425169518    1.711041917    1.699882897    1.639863893    11.63550726    2.709960321    2.014707111    1.760737341     1.85548273    1.728505642     1.85447342    1.660709527    1.722024274    1.399557644    1.279176924    1.158926871    1.383252443     1.38616684    1.448988797    1.383582342    4.194100524    1.292393363 0.003534658806 0.0005911020344 0.003272325155 0.000535929868 0.0003634261016 0.001459664408 2.988097041e-05  0.02321442901 0.005040342292 0.006226475098 0.005905652927 0.004761714814  0.04708694662 0.004767816304  0.06555555556  0.07473096314 0.005847900744 0.007236962799 
73           NO_ID     2.17645767    2.060468558    1.825493872    2.000741302    2.291685861    2.133018536    1.927472725    1.894896283    1.568379531    1.545224802    1.050916819    1.002339226     1.41850024     1.73051531    1.793768409    1.618758603    10.50006967      2.2711822    2.084096697    1.709504485    1.921571511    1.841692601    1.911847049    1.647118736    1.816347235    1.448403694    1.241133774    1.123770809    1.302981074    1.373851387    1.359909356    1.503438744    3.806599726    1.547016141 0.004591026733 0.002849292544 0.007406836934 0.0007792015401 0.001632490046 0.0002774608833 0.0001148957693  0.02136067592 0.004946616192 0.006323283939 0.007408815382 0.005953680317  0.06423318588 0.003602395696  0.04822222222  0.05108273573  0.01082293612 0.001637333826 
74           NO_ID     2.17688076    2.053631556    1.996155921    2.066086958    2.279692945     2.03780175    1.963117935    1.919182059   0.8689579815    1.502800762     1.00213556   0.9144945981    1.539663868    1.757518454    1.835872077    1.607600904    11.33028251    2.358515576    1.963379111    1.841194041    1.839425137    1.654238617    1.734717919    1.644015417     1.79636178    1.317160439    1.356925545    1.113425108    1.286968134    1.284131328    1.358653521    1.487848894    3.323814421     1.39404721            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
75           NO_ID    2.177198902    1.953092594    1.942528529    1.992745256    2.188652951    2.146846206    1.890096082    2.013181188    1.310580206    1.601772838    1.132041939    1.100722957    1.576903758    1.616330971    1.838538604    1.648060093    10.17040854    2.642274215    2.069191539    1.788195588    1.781646979    1.838723423    1.825246571    1.820758198    1.875398822    1.379473046    1.236801269    1.222478464    1.321952788    1.322009955    1.357370981     1.52315169    4.010512747    2.119497548            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
76           NO_ID    2.177358087    1.957330806    1.924444514    1.903865421    2.174330663    2.095581729     1.95480296    2.030342198    1.334485882    1.480846554     1.06331347    1.088570652     1.49554871    1.660779964    1.733038508    1.648287919    9.855787192    2.351294022    1.934727324    1.684389545    1.796144361     1.71300917    1.734293548     1.69609057    1.706909613    1.342370119    1.233052741    1.061087509    1.440076113    1.327461042    1.369216438      1.4414342    4.058959239    2.088304757            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
77           NO_ID    2.177994102    2.034235537     1.86991307    2.084570792    2.309470935    2.129273257    1.818370457    1.971914187   0.9144577175     1.48409077    1.173497489    1.107740762    1.454536651    1.670492648    1.855642893     1.66221869    11.84149128    2.358991086    2.057960233    1.737485612    1.963926693    1.699925359    1.895036816    1.720237146    1.691756128    1.398039898    1.243393562    1.177783024    1.337542163    1.390288534    1.385367536    1.539536265    3.757620354     1.89640303            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
78           NO_ID    2.178299622    1.898122511     1.87724268    1.902102582    2.291464709    2.166939857    1.825949136    1.912778179    1.613552543    1.582497845    1.116558143   0.9185490161    1.453785765    1.691236862     1.77360782    1.556513089    11.17526408    2.514760907    2.054522259    1.831919956    1.947842751    1.794431872    1.754290075    1.671895492    1.842519381    1.285366188    1.312356534    1.057735818    1.338800389    1.330148382     1.50139677     1.54110001    3.776354462    1.513197249            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
79           NO_ID    2.178360265    1.974438206     1.80588135    1.949121103    2.272939813    2.034356676    1.881356111    1.990831402    1.599374543    1.597402162    1.022976757   0.9383472398    1.504118331    1.727850338    1.770872078    1.578561549    10.69333977    2.824764149     2.09450564    1.820772983    1.889638203    1.801327224    1.749102679    1.827823429    1.870820307    1.388316143    1.252636078    1.126890882    1.444941508    1.341813902    1.516220412    1.447301773    3.216260539    1.230508807            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
80           NO_ID    2.178611977    1.970466739    1.976599211    1.930394067    2.190899059    2.158631912      1.9470903     1.92583559    1.317904306    1.607722537    1.018320144    1.024043477    1.508191078    1.703500402    1.701566216    1.674566182    10.56038435    2.402015518    1.994734023    1.735014458    1.865829497    1.767925748    1.802896441    1.759140104    1.705967716    1.402261692    1.219868391    1.161207075    1.432787184     1.35264298    1.378914573    1.435399161    3.250548594    1.397568917 0.004403683546 0.0007647057423 0.007000216799 0.000930199619 0.001525204196 0.0003773087663 0.0005167145945  0.02480242525 0.0003846837507  0.00332664132 0.005957709227 0.004738230511  0.08209985536 0.006209645769  0.05366666667  0.07579514423  0.01748835063 0.003562613944 
81           NO_ID     2.18059907    2.025840578    1.913599292    2.073341433    2.328081511    2.180469347    1.869685446    2.017934465    1.088759601    1.537527527    1.000049902   0.9400542596    1.600275373    1.692830092    1.832989094    1.544163891    9.862511875    1.983091963    1.935266399    1.781286612      1.8204698    1.817135428    1.870244553    1.691543441    1.786701356    1.402928343    1.357392184    1.133365223    1.296832506    1.335417762    1.402873592    1.501431576    3.441291699     2.20236442 0.004302849878 0.006582629348 0.007397212138 0.0004642932709 0.001464239403 9.023986541e-05 0.0002404480359  0.02570402679 0.003483750339 0.008222887967 0.005654048522  0.00450787374  0.03836974094 0.0001821267326  0.06218055556  0.08742535459 0.006587597016  0.00614509017 
82           NO_ID    2.181452403    1.936433926    1.939176477    2.089887308    2.323806843    2.094200513    1.961282206    1.966378525    1.306119568    1.661476619    1.010519767   0.9570391462    1.495556346    1.678831513    1.688797836     1.68358037    10.74751464    2.255806683    2.029263016    1.805482189    1.952396031    1.760250887    1.864346943    1.712819714    1.759815072    1.309611331    1.267828258    1.080581198     1.34164232    1.345481992    1.452008038    1.547094723     4.04457959    1.575922574            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
83           NO_ID    2.181780185    1.987187916    1.827387532     2.06687015    2.252371999    2.086764185    1.917691017    2.041846817    1.199971949    1.666050745    1.107802461    1.078177271    1.556591078    1.671015702    1.685717149    1.693265557    10.20100282    2.896259816    1.967173269    1.829247764    1.942777892    1.797493809    1.802452764    1.664770717    1.706187541    1.305107363    1.248999269    1.070310319    1.293514822    1.337729987    1.401578033    1.499295008    3.259589513    1.764827828            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
84           NO_ID    2.181991533    2.036519439    1.841756262    2.067347112    2.260122094    2.082335798    1.844986661     2.08173611   0.9621321964    1.567290217    1.176926868   0.9652245737    1.477521157    1.642054764    1.679133613     1.67424372    10.71388059      2.0099464    1.960926991    1.764018834    1.799660957    1.742969226    1.749926979     1.64554566    1.848297236     1.38499519    1.299843546    1.161882852    1.401901785    1.280990255    1.360417285    1.407893318    3.222548469    1.630867738 0.003396256179 0.0008445841778 0.009849842512 0.0004566799366 0.0009477152599 0.000331558393 0.0004145675875  0.02397639387 0.006720216633  0.01006890309 0.006902107339 0.005663877988    0.052682288 0.003697382302  0.04951388889  0.05935788641  0.02249058996 0.001827524513 
85           NO_ID    2.183615194    2.055132125    1.866004322    1.895139136    2.334301767    2.100065725    1.845394399    1.953875469     1.14228007    1.523088094    1.052590573   0.9130579204    1.530725863    1.678920498    1.838180971    1.623331981    11.57322889    2.080010443    2.066833317    1.847350189    1.955088114    1.741218669     1.81728474    1.648859152     1.69596671    1.441284816    1.319870082    1.072975799    1.345243495      1.3605859    1.517255542    1.552858689    3.713590124     1.53629932 0.005863299602 0.001915137751  0.01384531619 0.0004621957919 0.001817346119 0.0006678352515 0.002088842501   0.0218476005 0.003098009616 0.003851853174  0.00897755086 0.007735259255  0.03760128204 0.0004393132824  0.07723611111  0.08547950165 0.008627408044  0.01160917689 
86           NO_ID    2.183616557    2.033359482    1.925312876    1.908990388    2.301507725    2.040958283     1.82867066     2.04399259    1.262735236     1.55920021    1.120624566     1.07597404     1.50681966    1.595478161    1.804409848    1.631148967    10.20982722    2.730398974    2.003121107    1.743013342    1.782707193    1.692739518    1.781661456    1.798095425    1.839832729    1.282945118     1.27407399    1.190741543    1.328002804    1.342987436    1.386777708    1.535619361    3.516734591    2.180452917            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
87           NO_ID    2.185236726    1.922750805     1.84626904    1.897851292    2.158679859    2.104202099    1.943844257    1.995277706    1.737377161    1.621269931    1.098250383     1.06567957    1.477222361    1.635255396    1.759273369    1.592192958    11.15350621    2.018408208    1.930111791     1.72673032    1.862867146    1.791568084    1.879016851    1.753996598    1.705038914    1.296529033    1.324704665    1.202314445    1.256604297    1.307676012    1.491925388    1.465841023    3.787134087    1.310972139            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
88           NO_ID    2.185283789    1.928955245    1.952829084    2.030458204    2.272981597    2.031508867    1.968335639    1.980448581   0.9236511542    1.546428018    1.184474016   0.9751757844    1.582824441    1.681220589    1.844770521    1.621941298    11.82328172    2.697358654    1.987885328     1.69141849    1.859634849    1.775739641    1.750483171    1.802074503    1.763084205     1.32988975    1.287176834    1.226630894    1.313578002    1.383132104    1.330625012    1.522861791    4.195436745     2.03727048            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
89           NO_ID    2.185384208    1.931810215    1.947029607    2.028889162    2.175388068    2.097038563     2.01467899    1.931090599    1.198723929    1.577339086    1.003139512    1.082285491    1.551488662    1.574391673    1.852947526    1.612935604    10.30615785    2.135538152    1.990997546    1.761366975    1.937931287    1.839569593    1.768975731    1.763909259    1.825110214    1.311024303     1.32306871    1.075775227    1.413090477    1.418125848    1.465238233    1.422474686    3.384680316    1.681339197            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
90           NO_ID    2.186319995    2.024068946    1.802962963    1.923655634    2.167517526    2.010493194    1.913083652    1.909991542    1.264344893    1.556908092     1.13421213   0.9604394992     1.40184939    1.705640302     1.68471123    1.557734718    11.38958792    2.387730393    2.118474359    1.869541963    1.828420582    1.714558564    1.779431713    1.806597415    1.728189458    1.384009715    1.302729519     1.10481447    1.318871506    1.347816868    1.338268566    1.529191501    3.494429066    1.326157647            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
91           NO_ID    2.186794216    1.939092912    1.827725984    1.950701137    2.189032092    2.062427395    2.006199136    2.047986973    1.450229777    1.595962692    1.101142136    1.077316479    1.482899517    1.571545063    1.862564895    1.697330151    11.77300753    2.048920142    2.067948325    1.706363807    1.912602431    1.743876818    1.819841682     1.80835082    1.821383345    1.355614565    1.184017112    1.136855437    1.435552606    1.395973306     1.36005728    1.446346823     3.31033109     1.55891632  0.00390325183  0.02125222011 0.007863553408 0.0002258425921 0.0008943757868 0.002152796752 0.002138948345  0.01934444647 0.002988041583 0.002722978164 0.005880836773 0.004794460533   0.1835364305  0.01136042606  0.05777777778  0.06973038895  0.02168726928 0.004800016999 
92           NO_ID    2.186935852     2.05645583    1.880611192    1.919053786    2.138637889    2.077202788    1.864854549    1.898773449    1.294486931    1.665518417   0.9992919025   0.9575694628    1.496119321    1.721420154    1.814072578    1.627498432    11.04514194    1.933488576    2.066737049    1.819332113    1.779513133    1.696098829    1.716492552    1.827438678    1.796523937    1.294460686    1.224570005    1.201177458     1.39430958    1.295332889      1.5059869    1.405245432    3.393943595    1.552990458            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
93           NO_ID    2.187762305    2.069822598    1.815804686     1.97626917    2.281537993    2.117726966    2.008215491    1.945426624     1.21185631    1.625549591    1.145852295    1.108740005    1.446148291     1.69665669    1.748784015    1.524394934    10.78354374    2.397602022    2.104144958    1.702797952    1.819322478    1.776455644    1.901034247    1.784856454    1.844110256    1.359211219    1.239020643    1.054319452    1.337575964    1.259900327    1.441139846     1.54933827    3.283614623    1.904722661            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
94           NO_ID    2.187860937    1.930393023    1.981212172    2.058484491    2.272273475    2.073147124    1.978691883    2.033213471     1.41527748    1.672415951    1.149171966     1.03710297    1.445247452    1.643030724    1.853550796    1.554411586     10.0833521    2.257807214    2.035409379    1.732905128    1.895262498    1.763831874    1.719739933    1.751996798     1.73603325    1.434165878    1.239732816    1.124174143    1.426815857    1.398901948    1.413729748    1.438676794    3.281474854      1.5947096            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
95           NO_ID    2.188002287    1.976153057    1.886338778    1.948413267    2.224053717    2.115548391    1.957366678    1.978560524   0.9756716392    1.571412784    0.996417709     1.08162824    1.407408783    1.674683075    1.798936337    1.690712786    9.952424045    2.213939377    2.001957098    1.801075587    1.911497422     1.72091132     1.77467233    1.684599048    1.801984274    1.409883198    1.287989299    1.240972587    1.401219086    1.359005371    1.454808102    1.413221373    3.310792138    1.325734396  0.00389662371 0.003710697476  0.01110615103 0.0003965192228 0.002137400476 0.0009816354582 0.001945958461   0.0199636076 0.003179371489 0.005233190411 0.006421228057  0.00537652918  0.07585612678 0.005163729951  0.06513888889  0.08536045183 0.005924108719 0.007501963538 
96           NO_ID    2.188839777    1.929676794    1.940992388    1.946544211    2.322774916    2.095910365    1.982385061    1.998314222    1.330350438    1.654459024    1.043799199   0.9794430665      1.4784587    1.565076895    1.706748038    1.503731324    11.35451004    2.110593881    1.961047705      1.8342026    1.821806668    1.841317199    1.849470428    1.821731659    1.844943034    1.374534534    1.286699556    1.187346974    1.298047689    1.343612447     1.39442669    1.510887465    4.001446204    1.297095387            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
97           NO_ID    2.191058105    1.945107835    1.872281996    1.932003921    2.303102027    2.110628964    1.907398982    1.950128901    1.569177643    1.594364398    1.007201798    1.071008882    1.559639684    1.649982174    1.803844449    1.676057571    10.86315148    2.597081095      2.0413596    1.820503523    1.883111629     1.67332348    1.872866661    1.752877597    1.799039795    1.377114308    1.345368766    1.068557409    1.263526875    1.288432369    1.381272238     1.47858498    3.802701021    1.887771166 0.002753441901   0.9494971741  0.01313346438 0.000415958028 0.0003184627533 0.0009638368369  0.00149976507  0.02209515161 0.001415636047 0.0006123844879 0.005357991757 0.004204972704   0.1713851741 0.009479449224  0.06611111111  0.08072186855  0.00433670536 0.007378213107 
98           NO_ID    2.191360111    2.078189301    1.836199927    2.013125977     2.21016793    2.046584641    1.946795601    1.896477529    1.013539796    1.569525318    1.173927982     1.06768612    1.591446573    1.627574023    1.769511261    1.582091251    10.39366636    1.946472993    2.098134752    1.848832295    1.952479206    1.671656715    1.871150742    1.692873768     1.80254966    1.339620878    1.263370879    1.242342114    1.301987961    1.356623491    1.520880284    1.517348072    3.809063962    1.405401054            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
99           NO_ID    2.192985134     1.93535245    1.996966269    1.934229705    2.258727927    2.127370595    1.911342298    1.920453128    1.120339025    1.603623076    1.158008236   0.9579697586    1.498016863    1.661121486    1.738271669    1.562161622     10.4855386    2.766846626    2.038525962    1.683336949    1.940358237    1.818491195    1.886779928    1.837286658      1.7494809    1.433993111    1.308593219     1.11468879    1.352839649    1.347964381    1.455766331    1.569824784    4.051584152    1.883662997 0.002866774959 0.0008344244648 0.008646980328 0.0003920295686  0.00211070252 0.0009419844717 0.0002601308972  0.02751974772 0.003076510518 0.003023043365 0.008376645406 0.007165070927  0.05306651745 0.0009336872091  0.06623611111  0.08322862031  0.01739535389 0.008378147573 
100          NO_ID    2.193078525    1.951939635    1.851358389    2.060011246    2.256250731    1.991626738    1.979535208    1.927928126    1.800333423    1.489606914    1.011034916   0.9741607785    1.450460488    1.709217516    1.867035394    1.514065204    11.41151681    2.272117535     1.98200264    1.778052135    1.916314576    1.656033247    1.894595742    1.715231727    1.839376431    1.339975662    1.249772881    1.151920981    1.300761483    1.284558135    1.410587122    1.517840008     3.81748885    1.929727556            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
101          NO_ID    2.193093162    1.898797919     1.81088879    1.931569589    2.260620099    2.033920224    1.871886801     1.96791028   0.9488532842    1.643640018    1.172156714   0.9955761014    1.517591241      1.6293663    1.720971598    1.549547745    10.37329395    2.326270737    2.120781867    1.827075811    1.823580521    1.772751142    1.800851564    1.797313498    1.754332721     1.38676629    1.367902956     1.17109317    1.388743151    1.281826082    1.509312577    1.405836314     3.53812001    2.221006834            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
102          NO_ID     2.19463464    1.998212145     1.94469527    1.921001318    2.139772669    2.162629598    1.935414102    1.894190378    1.557289188    1.603822885    1.111873453   0.9731941747    1.517535671    1.696215858     1.80078205     1.68749277    10.39191445    2.227397362     1.99340409    1.793963776     1.87887852    1.828388365    1.783846974    1.657867819    1.856360951     1.27606606     1.32987319    1.157169053    1.301287433    1.398031617    1.448315932    1.519922073     3.61621881     1.58505601            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
103          NO_ID    2.195095193    1.898193225    1.869282159    1.950436152    2.285799305     2.06609282    1.891812552    1.893741684    1.520081642    1.625685753    1.026538837   0.9521748139    1.502426812    1.633026702    1.838105556    1.586701489    9.895157043    2.914715918    1.934427493     1.80293424    1.851078508    1.712170666    1.811465537     1.73032889    1.849140884    1.370638381     1.29923767    1.074823049    1.406436907    1.318554335    1.515466712    1.425532099    3.718737802    1.543744357 0.002606140057 0.0006121229788 0.006874668437 0.000308450411 0.000379781598  0.00066654488 0.0002703865412  0.03202062138 0.0008090429519 0.005642967746 0.006090331383 0.004884041279  0.05028085393 0.002930057296  0.05565277778   0.0868245533  0.01015520028 0.003760190687 
104          NO_ID    2.195179244     1.89121277    1.834260729    2.016077774    2.188233762    2.094408632    2.001465894    1.949718294    1.815115681    1.589827193    1.152676449    1.044681667    1.546804473     1.65096788    1.803752157    1.573325929    11.20232514    2.714685404    1.933454165    1.777428281    1.844008732    1.766025415    1.783520851    1.654900592    1.699975111    1.352244852    1.256675897    1.113400438    1.374996248    1.330719083    1.467143515    1.394175492    3.744659265    2.127021218 0.004213522083  0.00142203686  0.01483957601 0.0002106572878 0.0001270567277 0.001147477602 0.001693707642  0.01965282103 0.005968208581  0.01050687237 0.006225724113 0.005085200727   0.1969604469 0.008771486127  0.04976388889  0.05927057406  0.01446512013 0.001777660754 
105          NO_ID    2.195698665    1.997413735    1.998865725    1.908809191    2.153432189    1.997138044    1.840120953    2.074070804    1.360558972    1.506848122    1.056881636    1.080805371    1.520129081     1.58453828    1.693434681    1.606319159    11.48972483    2.685590813    1.948392797    1.836646626      1.9210008     1.74514435    1.833436046    1.746905359    1.804945572     1.42766002    1.207322542    1.124487517    1.442573161     1.33538426    1.507454948    1.462271827    3.298989974    2.151603364            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
106          NO_ID    2.196526679    2.004951771    1.934376994    1.975810955    2.274407805    2.145034718     1.86176118    1.963771955    1.509556044    1.592524474    1.054651388    1.000347132    1.518369068    1.623520281    1.774761311    1.654239237    11.62956374    2.030650356    2.069798369    1.730426985    1.887930175    1.685454407    1.736372484    1.733391092    1.725549084    1.386995948    1.252751191    1.066902035    1.287684026    1.315095538    1.452766984    1.508210705    3.235236543    1.555719892 0.003488561357 0.001037425456 0.005371550535 0.0003060502808 0.0006989775863 0.000548533764 0.0006377941946  0.02581429274 0.0001394595705 0.001324303322 0.004898312478 0.003952496558  0.07357476441 0.006720614845  0.06218055556  0.08333594723   0.0158498004 0.006550478936 
107          NO_ID    2.196692315    2.028106677    1.930396527    1.909536573    2.186384383    2.100671959    1.973806503    2.042634766    1.167757647    1.512028865    1.020890162    1.055624898    1.527221822    1.725340782     1.84410654    1.625333614    9.939711018    2.200868429    2.001901698    1.853087953    1.942970284    1.739940612    1.729616986    1.758674948    1.729255057    1.277221283    1.179350961    1.067180445    1.355062306    1.342777778    1.355374873    1.575754621    3.489422274       2.048857 0.005677276176 0.004826860659  0.01014851824 0.0001624256074 0.0005248933264 0.0005740071994 0.001074353354  0.01761215715 0.001435742911 0.001327921706   0.0215899866  0.01974101781  0.08853569867 0.007402845572  0.01488888889  0.04929674763  0.06655955977  0.01049824637 
108          NO_ID    2.197152628    1.978392078    1.837355699    2.053605051    2.252064729    2.038807308    1.868841495    1.934374468    1.763688714    1.627253433    1.023454458    1.001970007    1.506047412    1.623049191    1.785355364    1.509011175     10.0044548    2.348135342    2.011940504    1.833424863    1.825834293    1.655815694    1.802150908    1.828948971    1.739002069    1.391451419    1.285244321    1.199273893    1.358795057    1.310814616    1.452853517    1.579947685    4.081033468    2.071046077 0.001856989786 0.0007319201221 0.006833253633 0.0002894546735 0.0001445378546 0.001343786474 0.000226398543  0.02783503346 0.003668040378 0.001103686146 0.005386929323 0.004325358543  0.08056293756 0.007076955211  0.07006944444  0.09068914764 0.0008706267643 0.008841924119 
109          NO_ID    2.197563081    1.992263281    1.888335411    2.004161462    2.233779458    2.018658098    1.943614566    2.072929054    1.175665296    1.602992965    1.078597847   0.9760733328    1.416425674    1.759972677    1.855404138     1.63295243    11.47905013    2.543968993    1.946970596    1.738195225    1.911208273    1.752918834    1.831279699    1.710385504    1.828456293    1.372286531    1.200129452     1.12647083    1.326512183    1.257708067    1.451275531    1.548075264    3.884856738    1.318054711            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
110          NO_ID    2.197788163    2.027811368    1.850830977    1.925991103    2.196178782    2.091882054    1.910942053    1.942969831   0.9841370201    1.648568833      1.1859346   0.9142482474    1.518162274    1.650196842    1.845693742    1.579722878    10.84524023    2.829913217    1.963713306    1.742815738    1.829600797    1.822308114    1.826129029    1.810850749    1.819269871    1.432901265    1.249718864    1.099868085    1.281576226    1.401772287     1.42500379    1.503364389    3.782918273    1.999173835            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
