%eval_id interface  DAKOTA_B_RC_1  DAKOTA_B_RC_2  DAKOTA_B_RC_3  DAKOTA_B_RC_4  DAKOTA_B_RC_5  DAKOTA_B_RC_6  DAKOTA_B_RC_7  DAKOTA_B_EP_1  DAKOTA_B_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Al_RC_1 DAKOTA_Al_RC_2 DAKOTA_Al_RC_3 DAKOTA_Al_RC_4 DAKOTA_Al_RC_5 DAKOTA_Al_RC_6 DAKOTA_Al_RC_7 DAKOTA_Al_EP_1 DAKOTA_Al_EP_2 DAKOTA_Be_RC_1 DAKOTA_Be_RC_2 DAKOTA_Be_RC_3 DAKOTA_Be_RC_4 DAKOTA_Be_RC_5 DAKOTA_Be_RC_6 DAKOTA_Be_RC_7 DAKOTA_Be_EP_1       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
314          NO_ID    1.783643492    1.627014978    1.420597228    1.298050301    1.552536083    1.745008006    1.768485436    4.248079111    5.910215743      1.3106596    1.101255459   0.9554500089    1.153889487    1.242374202    1.080239189    1.241121272    1.662962687    3.043579391    1.968510721    1.785905512     1.16066947    1.609174252    1.726219846    1.943937691     2.14099041    4.311840012    10.51969002    2.039432057    1.716691036    1.691578648    1.890771867    1.873334528    2.052593626    1.774369095    3.073924145    3.727648543    1.745377101    1.462870265    1.479523383    1.207998675    1.149529865    1.610778842    1.514448684    9.120193517  0.00327963304 0.0001142097727  0.00314970445 0.003940093354 0.001628165861 0.002487186487 0.0001090999481 5.127913004e-06 0.000759720558 0.0005237738213 0.0003886696053 0.0002266577979 0.001357821083  0.01757473693  0.02056688052  0.05113577956  0.01751471722  0.04719700593   0.1403294118  0.04794921619 
315          NO_ID    1.786478912     1.70309066    1.418515834    1.206066399    1.686102221    1.720033938    1.775647561    3.247908349    6.797635824    1.356206291    1.002870869   0.9107709482    1.139692186    1.229545438    1.039870469    1.210827704    2.441414462    2.250372511    1.982688662    1.715423078    1.217606842    1.718669649    1.707759604    1.895518162    2.032273875    4.554386513    11.10187399    2.193149201    1.726996928    1.779339238    1.835012697    1.899961718    2.016429898    1.916528531    2.747140585    3.214660594    1.662562469    1.404675678    1.477822954    1.213926051    1.136881969    1.510693823    1.675696999    8.851741551 0.004825755072 8.420302746e-05 0.003422191313   0.1833798186 0.003567967414  0.00322246068 0.0005692004484 5.127913004e-06 0.000735026748 2.974455312e-05 0.0008594005804 0.001212568895 0.001098872671 0.0002595515205  0.02851298502   0.5695636078  0.01818011277  0.04774118904   0.1753647059  0.06537440955 
316          NO_ID       1.789593       1.719629     1.31597121       1.217663       1.522792       1.699846       1.695985       3.809486       5.091775        1.28357       1.040855       0.876449       1.131054        1.25906       1.075929       1.082925       2.261471        2.99578       1.937418       1.713982       1.209528       1.685606       1.688481       1.870599       1.985798       4.066416      10.467491       2.147114       1.728352       1.643264       1.805191       1.866319       2.040671       1.774183       3.524891       3.359996       1.680985       1.548073       1.442841       1.299228       1.200227       1.501141       1.509013       7.317889 0.0005671254434 5.619533826e-05 0.002658580265 0.003338040436  0.00212861021 0.001739073303 0.004345082833 5.127913004e-06  0.00075473758 0.0006658776009 0.0002603100828 0.001983700034 3.644608302e-06  0.02682688087  0.01943061555    1.046708115  0.01152615726  0.04676443747   0.1256941176  0.04108237583 
317          NO_ID       1.797389       1.782389       1.410299       1.191866       1.612972       1.704674       1.652606       2.953336       6.275739    1.374342869       1.133427       0.869251       1.057059       1.067997       1.096816       1.113525       2.196138         2.6225       2.040434       1.878777       1.228261       1.750862        1.83273       2.002409       1.965416       4.746949       11.60317       2.111637       1.831117       1.776725       1.933822       1.790178       2.019362       1.796849       3.111775       3.853292       1.729667       1.561974       1.576048       1.228745       1.208243       1.529066         1.6549       8.764663  0.00245685893 3.013226691e-05  0.00369469837 0.003014190158 0.001985917467 0.001593568911 0.001061891375 5.127913004e-06 0.0005300887716 0.0001279246609 0.0007707897423 0.0002518207594 0.001507308366   0.0292500007  0.01600393745   0.2628329944  0.01682467739  0.04729670321   0.1110588235  0.03489029931 
318          NO_ID       1.800015       1.637235    1.302273465       1.255247       1.682646       1.614044       1.718305       3.621153       5.900961       1.292451       1.182584       0.960386       1.147839       1.081411       1.000959       1.184564       1.873079     2.20954878       1.898852       1.844524        1.31647       1.652553       1.733361       1.958495       2.088088       4.496065      11.870947       2.052863       1.726949       1.772183       1.959982       1.802683       2.056958       1.739489       3.533663       3.468325       1.578568       1.535731       1.572304       1.233893       1.198182       1.475127       1.496111       7.528714 0.001314391969 4.069569596e-05 0.002865168493 0.003633812092 0.002384354997 0.0005443319625 0.002128383599 5.127913004e-06 0.0005916777838 0.0001763236301 0.0007203898731 0.0008809201327 0.0005346717842  0.00432538995   0.0371449967   0.2192552823  0.01587587262  0.04739628978   0.2146823529  0.07952287164 
319          NO_ID       1.801792       1.741371       1.433911       1.223473       1.653738       1.732002    1.615813617       3.234173       6.138638       1.382088       1.085131        1.01444        1.06084       1.230382       0.971006       1.186088       1.951918       2.195165       1.968383       1.842919       1.229186       1.684855       1.689773       1.946951       2.095193       4.442356      11.029336       2.025855       1.736439       1.662051       1.793065       1.732105       1.979074       1.922935       3.218803       3.905148       1.723289       1.598572       1.553858        1.14171       1.123349       1.499221       1.587882       8.263209 0.0007041609957 3.866340087e-05 0.003164264542 0.004218734183 0.004239966053 0.001788637898 0.004369873476 5.127913004e-06 0.0005298904865 0.0006092589115 0.0003096235228 0.007058765615 0.005806231264  0.03400644628  0.04754481505    1.041307368  0.01198207643  0.04655868412   0.2517647059  0.09446961527 
320          NO_ID    1.804782537       1.761796    1.332720233       1.276351       1.691595       1.603429       1.697322        3.28059       5.097178       1.356575       1.010615       0.969655       1.052789       1.214029       0.945294       1.127231       2.608907        2.18762       1.998458       1.882197       1.138233       1.713613       1.738114       1.839117       2.082173    3.958051536      11.609623     2.06252735       1.704951       1.785765       1.924989       1.781686       2.112925       1.894642       3.597854       3.622197       1.722523       1.491294       1.552168       1.297159       1.224109       1.419667       1.622554       9.076318            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
321          NO_ID    1.805791049    1.635307235     1.33071442    1.195538872    1.593062122    1.751082102    1.601420972    3.117607042     6.50841203    1.368985892    1.031540009   0.9432898097     1.11696267    1.205029106   0.9816282825    1.059375532    2.358843639     2.65466942      1.9943576    1.733138201    1.256417876    1.774067789    1.737782637    1.944118637    2.030297068    4.264810966    10.54021881    2.135349894    1.697872322     1.71411288    1.908293015    1.868515366    2.083420115    1.902007434    3.537271188    3.084411183    1.679089536    1.588475209    1.438742941    1.201530739    1.133461102     1.50028295    1.495820549     8.59023772 0.005063023418 4.439382337e-05 0.003588787979  0.00275304329 0.001917497618 0.003722906664 0.001093628687 5.127913004e-06 0.0006232441079 0.0003865976854 0.0005216589876 0.0009445196783 0.001074810523 0.004353440896  0.03395962411   0.6184372306  0.01883729356  0.04745329488   0.2010117647   0.0778820803 
322          NO_ID       1.806387        1.61841        1.33605       1.197071        1.60181       1.771422       1.637832       3.192443       6.211185       1.385051       1.060551       0.825898       1.076287    1.111254954       1.063702       1.069424       2.077837       3.010041       1.914961       1.695625       1.154918       1.674315       1.651844       2.000201        2.12395    4.186956525      10.825645       2.054569       1.726375     1.69493142       1.880582       1.887452       2.047686       1.903912       2.695005       3.836713       1.664903       1.469546       1.399043       1.181061       1.220359        1.47792       1.559915       7.905706 0.005077650109 7.508641934e-05 0.003117634118 0.004109085471 0.001646990263 0.004056050987 0.001442642538 5.127913004e-06 0.001135691133 0.0005178681879 0.000394492448 0.002794565193 0.001688947494  0.02507372674  0.01832615276   0.6424087193  0.01868121312  0.04760855793   0.1267529412  0.04490603755 
323          NO_ID    1.813929049        1.77204       1.305701       1.283951       1.691935       1.603905       1.693938        3.18331       5.031636       1.357023       1.034627       0.981041       1.062669       1.202701        0.94447       1.057967       2.608907       2.188484       1.935802       1.880171       1.136703       1.711829       1.731966    1.959932909       2.084221       3.893038      11.638295    2.131306327       1.727007       1.784485       1.924983       1.766822       2.100061       1.893338       3.568222       3.623669       1.726011       1.484494       1.552428       1.299335     1.23181907    1.443783597        1.62137       8.619966 0.0004790523107 3.057755468e-05 0.002958253142 0.002785265829 0.002587202945 0.001522910751 0.004140996473 5.127913004e-06 0.0006554172673 0.0001543261928 0.0007460358705 0.001237410607 0.001748176909  0.01676207203  0.04659520896    1.254380116  0.01245853251  0.04705118669   0.2448941176  0.09497231745 
324          NO_ID       1.815305        1.66795       1.353104       1.197555       1.587878       1.766686       1.642836       3.308859       6.180313       1.375633       1.020589   0.9293453213       1.162451       1.166436        1.05567       1.061226       2.056433       2.623113       1.906289    1.819555296       1.221454       1.674307       1.660548       2.000617       2.131614       3.932063      10.813613       2.062073       1.709527    1.666064123       1.860608       1.896828       2.043014       1.897208       2.694173       3.837229       1.692887       1.469462       1.401987       1.188989       1.219799       1.546016       1.573299       7.908478 0.003629241018 1.544949941e-05 0.002545063931 0.004478224906 0.001787501027 0.002732240051 0.0001060792239 5.127913004e-06 0.0005216236038 0.0006292396378 0.0002905587793 0.002056267646 0.001711863021  0.02670337077  0.01916615617   0.3318736699  0.01815546849  0.04723937601   0.1305411765  0.04592924037 
325          NO_ID       1.815357       1.667306        1.34832       1.197545       1.595686        1.76739       1.642292       3.336507       6.506657       1.388005       1.036979   0.9403053435       1.164735       1.179796       1.059766       1.069914       2.364597       2.875893       1.911121       1.711809       1.222926       1.674391        1.65134       1.980137       2.142502    4.119057603      10.775901       2.071033       1.709479       1.648876       1.860596       1.911116       2.042518       1.903346       2.694331       3.830605       1.695207       1.469464       1.406595       1.184829       1.219775       1.553952       1.561645       7.755691  0.00471047504 1.411410837e-05 0.003031028694 0.005061026946 0.001832106376 0.003457439536 0.0008287005695 5.127913004e-06 0.000720235784 0.000664277635 0.0002579951529 0.002052717311 0.001833428076   0.0275124483  0.01811377342   0.5992588507  0.01842655557   0.0473477144   0.1265411765  0.04388283474 
326          NO_ID    1.815372904    1.667946194    1.379727998    1.197582528       1.584422     1.76764646     1.65102771    3.305787319    6.163105326    1.374352716     1.03697268   0.8257496875    1.162430783    1.179715868    1.049525579    1.069865876    2.069684855    2.867945053    1.898832909     1.71344136    1.222477658    1.674314636    1.651331977    1.988328576     2.13212568    3.939231225    10.82238105    2.052857102    1.709479167    1.637259901    1.860608334    1.897852071    2.042630182    1.903336331    2.694172997    3.837260911    1.696982792     1.46946231    1.408130914    1.184893324    1.219815026    1.475103594    1.561643012    7.751594865 0.003574516553 1.589577401e-05 0.002933600758 0.004598018186 0.001572591775 0.002691332442 6.420401659e-05 5.127913004e-06 0.0007256671588 0.0007183162746 0.0002092834276 0.002034223654 0.001692982839  0.02542427122  0.02033903492   0.3171150656   0.0176009722  0.04713387857   0.1374352941  0.04887533111 
327          NO_ID       1.817329       1.598255       1.423635     1.25093069       1.601913       1.734179       1.606121       3.941824       5.612546        1.31267       1.030292       0.900262       1.133416       1.119859        0.99614       1.138841       1.841826       3.030768        1.92001       1.856519       1.312798       1.639411       1.688957       1.878524       2.091491       4.472746      10.023167       2.118877       1.741887       1.685498       1.923608       1.724118       2.110217        1.77357       2.719891       3.277402       1.733544       1.430199       1.402617       1.166532       1.117428       1.426814       1.621598       8.611405 0.000427770638 2.906779982e-05 0.002026462947 0.003071050706 0.002790054291 0.001609577596 0.004183886024 5.127913004e-06 0.0008523676199 0.0005501753532 0.0003685184326 0.005227070749 0.004841036105 0.0002595515205  0.03556624561   0.5094113598  0.01260639819  0.04653835715   0.2026588235  0.07628120154 
328          NO_ID       1.817345       1.623231       1.410451     1.28805961       1.550997       1.733979       1.592489       4.466112       5.621306        1.33251       1.025298       0.939654       1.119896       1.103443        0.99786       1.138461       1.841938        2.91696        1.90977    1.762648751       1.306782       1.637331       1.718653       1.878732       2.002187       4.489138      10.203391       2.118269       1.734719       1.777722     1.83076936    1.738731628       2.109097        1.77407       2.725331       3.182938       1.733032       1.416823       1.414543       1.165944        1.10914        1.46739       1.649358       8.599219 0.0003523070222 2.800336139e-05 0.002382111019 0.003244918239 0.002693786067  0.00152350508 0.004078276923 5.127913004e-06 0.0007091013675 0.0001320606985 0.0007704596349 0.005464700667   0.0050198034 0.0002595515205  0.03580261615   0.5521357597  0.01215047901  0.04684449726   0.2044470588  0.07662964052 
329          NO_ID       1.819879       1.597798       1.474449       1.210973       1.680159       1.735101       1.621569       2.890229        5.86577    1.452955299         1.0241       0.915511       1.069821       1.196469       0.935234       1.179824       2.025473       2.792909       2.056654       1.777596        1.21442       1.695641         1.6921       1.928045       2.007633       4.000286      11.378418       2.174416       1.649627       1.749665       1.802854       1.859107       2.076109    1.870514862       3.647833       3.226568        1.69578       1.533384       1.468947       1.147354       1.144212       1.536139       1.624705       8.358197            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
330          NO_ID       1.822636    1.588648358       1.410306       1.201304        1.70138    1.786411734       1.745799    4.245022701       6.856634       1.400214       1.149816       0.885634       1.049171       1.209635       1.040619       1.097182       2.149366       2.986318       1.939062       1.730811       1.209718       1.652569       1.826969        1.97078       2.030955       4.583437      10.760955       2.062494       1.783651       1.797204       1.974725       1.778199       2.117227       1.897024       3.115292       3.503083       1.697384       1.466141       1.549645       1.254303       1.240163       1.503477    1.642549663       8.979332  0.01131435479 3.324831544e-05 0.003244952176 0.003479806057 0.001792540763  0.00883871246 0.006231159783 5.127913004e-06 0.0006364573744 7.473835919e-05 0.0008243235418 0.001196640829 0.0003879085181  0.01953900216  0.02046526479    2.680348134  0.02445618933  0.04885442171   0.1437647059  0.05432198572 
331          NO_ID    1.823659553    1.588579091    1.449890356    1.201399534    1.643523797    1.789431794     1.76346271    3.488895065    6.856878259    1.398038307    1.114024384   0.8600340576    1.049169308    1.209655351    1.043178979    1.097438362    2.149301616     2.98628551    1.931509567    1.730890888    1.209754099     1.62376886     1.82121722    1.879444089    2.030851489    4.567053015    10.89202655    2.059025626    1.781603342    1.793880153    1.969029413    1.778262895    2.116459245    1.881919769    3.115312144    3.501915207    1.697351562    1.466125139    1.559372548    1.254639388    1.240163446    1.503396931    1.665673446    8.979327539  0.01309978604 3.359287348e-05 0.002887178149 0.003634235082 0.002385244833  0.01036081686 0.007751855809 5.127913004e-06 0.0007084149797 6.317211339e-05 0.0008343897263 0.0009640555773 0.0005892703714  0.01803693995  0.01988792476    3.385102799   0.0262223627   0.0491150287   0.1426117647  0.05434841553 
332          NO_ID       1.830504        1.77241       1.445271       1.283087       1.584758       1.637028       1.651018       4.353965       5.638688         1.3252       1.153452       0.956366       1.146069       1.180992       0.999585       1.097261    2.535594625        2.93348       1.930703       1.844513        1.20303       1.739083       1.800773       1.987643       1.968284       4.462778      11.870957        2.02012       1.776558       1.771558       1.873664       1.766782       2.085633       1.750505       3.532317        3.11637       1.615063       1.428375       1.572047       1.283175       1.143269       1.475121       1.524939       8.997927            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
333          NO_ID       1.838152       1.641032       1.436097        1.22302       1.634821       1.611315       1.706227       3.174628       5.053291        1.46332       1.034627       1.007353       1.160972        1.09306       1.047657       1.057463       2.648808       2.334917       2.034121       1.879147       1.155743       1.666933       1.730348       1.923543       2.019208       4.608169      11.069593       2.189883       1.745757       1.715413       1.832798       1.748621       2.059101       1.892895       3.043919       3.274672       1.722957       1.599948       1.491328       1.299317       1.234378       1.548467       1.651546       7.905211 0.0004379626649 1.646838756e-05 0.003168224461 0.002537520277 0.0009792222305 0.001538703816 0.004173040511 5.127913004e-06 0.0006377111535 0.0003404604482 0.0005675606219 0.001283345261 0.001687456675  0.02696179855  0.02173137995    1.236723717  0.01263514985  0.04691639154   0.1392470588  0.04794921619 
334          NO_ID       1.841018       1.784143    1.383481786       1.267057    1.656971226       1.660311       1.612834       4.561337       5.672562       1.417754       1.086775       0.942003       1.076818       1.085201       1.044299       1.127205       2.637171       2.888456       1.933677       1.786675       1.205661       1.766438       1.720873       1.863333       2.076486       4.025728      11.345979       2.084509       1.792928       1.739962       1.949674       1.806951       1.996792       1.886985       3.576102       3.696783       1.585779    1.561109355       1.504731       1.195963       1.194163        1.43889        1.62823       8.897578 0.0007983625286 2.40130059e-05 0.002844241044 0.003223600315 0.003442571777 0.001891671501 0.004485665832 5.127913004e-06 0.0006092129805 0.0002575344658 0.0006422066661 0.001621790023  0.00157610985  0.01624774585  0.02643799312    1.038061386  0.01169866722  0.04694173609   0.1573411765  0.05740939262 
335          NO_ID    1.841096758    1.764149331    1.333516676    1.232400393    1.599664252    1.605643516    1.636269928    3.045991766    6.299555764    1.328323218    1.139371236   0.8822441586    1.104063626    1.201497508    1.077913737    1.134961673    2.262323389    3.105333557    2.073731333    1.873474859    1.208558089     1.79813158    1.812797858    2.017898386    2.103823042    4.603189991    11.20441855     2.07910162    1.833882656    1.648912594    1.933230134    1.842882461    1.947061925    1.729746809    3.593414272    3.435630884    1.561390325    1.434552783    1.501825354    1.262945902    1.138876001    1.471196589     1.49619006    8.515396263 0.001505788913 5.553160678e-05  0.00455491357 0.003416568336 0.003371581329 0.0007195146778 0.001958711571 5.127913004e-06 0.0007290935033 0.0005660912446 0.0003559764431 0.001412442304 0.0007849920319  0.02524140824   0.0193584579   0.7148803264  0.01560067817  0.04723892307   0.1283294118  0.04335370274 
336          NO_ID       1.841097    1.733094699       1.333581       1.249328       1.599752       1.605068       1.636238       3.045992       6.302468       1.328311       1.139387       0.875172       1.103912       1.174434       1.077898       1.134962       2.248243        3.08895       2.073731       1.861187       1.208942         1.7982       1.812606        2.01789       2.106383       4.610438      11.024195       2.079034       1.828274       1.651337       1.933526       1.822914       1.947056       1.729755       3.611942       3.419247       1.594158       1.434541       1.521025       1.262962       1.138436       1.471197        1.50603        8.08122 0.001487468251 5.896130934e-05 0.004614626469 0.003412671893 0.002799821312 0.0006608349686 0.002014420833 5.127913004e-06 0.0007698983141 0.0005638965269 0.000358218248 0.0006505463273 0.0005642600966  0.02527348645  0.01935039005   0.7477224603  0.01545281249   0.0471610676   0.1282352941  0.04315521128 
337          NO_ID       1.842394       1.631336       1.317715       1.271213       1.572948       1.677647       1.767761       3.935856       5.592907       1.448989       1.106532       0.963806       1.072903       1.093292       0.967272       1.117393       2.224886       2.556284       1.986353       1.837649       1.281397    1.670868155       1.788486    2.002839986        2.11371       4.631297      11.297004       2.151049       1.692633       1.693603       1.893983     1.89606591       2.060659       1.858054       3.349878       3.867983       1.547173       1.491281       1.478085       1.142019        1.14207       1.602695       1.526617       8.393433 0.001864801737 1.959779337e-05 0.003718980377 0.002681751079 0.002420256093 0.0008513773841 0.001806792653 5.127913004e-06 0.000585529213 0.0005368520768 0.0003752229545 0.006260543479 0.005228346944  0.01269765883  0.04218012263   0.3517106016  0.01623732206  0.04741759057   0.2300235294  0.08868315304 
338          NO_ID       1.845248        1.62314       1.325184        1.29549        1.68364        1.63485       1.716213       4.098632       6.553912       1.414446       1.004578       0.942761       1.152675    1.219211024       1.036643        1.11133        2.42999        2.49099       2.024806       1.715301       1.251426       1.768659       1.718793       1.868516       1.999272        3.94414      10.400473       2.085513       1.649701       1.812685       1.851407       1.817181       1.969713       1.838992       3.151316       3.994493       1.701937       1.426588       1.516886       1.227904       1.248266       1.567881       1.518283        7.54245 0.002329777526 9.946636788e-05 0.002994782991 0.003472897056 0.001662020991 0.001170022547 0.001487215724 5.127913004e-06 0.0007227962156 2.816416112e-05 0.0009239302972 0.0006975255636 0.0004739980061  0.01531675191  0.02535570126   0.1061043631    0.016085349  0.04745219524   0.1560941176   0.0584104813 
339          NO_ID    1.850060089    1.588955371    1.385783789    1.271304535    1.544366318    1.728883464    1.666990095    2.764007933    5.431761999    1.305221168    1.143271078   0.8891916651    1.221934439    1.225436793    1.076540777    1.091372621     2.38987219    2.381670382    1.886558635    1.817952607    1.275169603    1.718969733    1.758714479    1.948431786    2.138600713    4.470902552    11.96157625    2.109489347    1.653689246    1.750725535    1.887168327    1.876749335    2.073680906    1.735952116    2.957269352    3.792236117    1.690835579    1.538043966    1.544948017    1.305611779    1.219265134    1.518219095    1.545803444    8.497995729 0.0006354083735 2.975077714e-05 0.002930989067 0.003331513785 0.001896500288 0.001890769689 0.004452521525 5.127913004e-06 0.000575409735 0.0002996382811 0.0006020819102 0.001719045708 0.000232582548  0.03086824982  0.01936680486   0.9313805701  0.01215047901   0.0470656808   0.1262117647  0.04123232335 
340          NO_ID      1.8552092    1.639289966    1.352457017    1.233822947    1.629843164    1.791867363    1.704859568    3.396657851    6.580990105    1.449607299    1.130282469   0.9731031896    1.133500272    1.245836023    1.001689366    1.232622065    1.844135476    2.873423959     1.96062298    1.725732012    1.147909654    1.622039385    1.717991422    2.015947448    2.035661998     4.41111657    10.60456776     2.04435999     1.64992791     1.62692282    1.936790316    1.878137111    1.994965679    1.752247333    2.776800287    3.826044214    1.570114696    1.539819625    1.414974628    1.299813707    1.165426924    1.575257097    1.623916896    9.075271963 0.007742558029 5.293675476e-05 0.003453407961 0.004069774179 0.006369547587 0.006107688427 0.003508544082 5.127913004e-06 0.001013527925 0.0007359284649 0.0001915098635 0.001214583179 0.0009108753928 0.008600079053  0.03443960988    1.349919459  0.02114974847  0.04826639142   0.2078823529  0.07785565048 
341          NO_ID       1.856792       1.745249       1.333276       1.210877       1.600325       1.617413       1.599341       3.223799       6.933379       1.332507       1.043381       0.840601       1.199205       1.177106       1.013988       1.105445       2.644447       2.728342       2.031368       1.796447     1.32911345       1.673327       1.840854        1.90709       2.085132        4.57592      11.611025       2.155306       1.842859       1.661911        1.88434       1.906443    2.117975666        1.88008    3.587123205       3.425534        1.69839       1.450688       1.531598       1.254138       1.133942       1.605013       1.672843        7.43926 0.002347410564 2.62428389e-05  0.00380390437 0.002600419684 0.002335948437 0.001103139854 0.001576331262 5.127913004e-06 0.0007003785218 0.0006222157036 0.0003009070176 0.0005189953465 0.0008505542587  0.01260170969  0.02975295094  0.09842546777  0.01595802022   0.0469640258   0.1750352941   0.0675707627 
342          NO_ID    1.856792219    1.748113296    1.332731926    1.210812752     1.60595737    1.616766705    1.620508982    3.338487022    6.933634906    1.331992777    1.043381017   0.8405850133    1.199205164    1.209793617    1.014084329    1.104709403    2.646751088    2.728298152    2.031244246    1.827422832     1.31957603    1.683311228     1.83675779    1.906641715    2.085131784    4.576104115    11.60977716    2.156386344     1.84388293    1.661911178    1.884467622     1.87367515    1.941324263    1.880199548     3.63943951    3.438408164    1.722966252    1.438399987    1.531630335    1.287929743    1.135989661    1.605011352    1.679514756    7.437948246 0.002325627467 2.14679871e-05 0.003678518929  0.00270681185 0.002390829768 0.001093733766 0.001589383602 5.127913004e-06 0.0006136129719 0.0005131248335 0.0004067147767 0.0005628097487 0.001963133507  0.01247280894  0.02976224243  0.09867053642    0.016085349  0.04712941459   0.1750588235   0.0675707627 
343          NO_ID    1.857218695    1.704419056    1.439796285    1.271065327    1.690929779     1.62925158    1.701739202    3.121357963    5.976863522    1.439259434    1.019240876   0.8747782605    1.125370269    1.250840752    1.032478164    1.210860956    2.251244724    2.903447044    2.071305831    1.791752616    1.213643625    1.726576753    1.659985017    2.019523032    2.127753986    4.168879929    11.47997482    2.163562584    1.727846574    1.802250691    1.953732679    1.758065269    2.040669747    1.856528964    3.362652977    3.359997627    1.711780544    1.453869797    1.494235322    1.181066896    1.069129231    1.550584802    1.606845157       8.030995 0.001482606464 5.87398818e-05 0.005282751825 0.002518562298 0.001188460287 0.0007362962285  0.00192243202 5.127913004e-06 0.0008950644254 1.65197039e-05 0.0008836112376 0.004494978514 0.003897122062 0.002624833945  0.02971569198   0.7624500172  0.01523512135  0.04728686937   0.1765176471  0.06614626127 
344          NO_ID       1.857453       1.713699       1.446114       1.201369        1.69061       1.658624       1.697643       3.272414       5.985068       1.463579       1.034545       0.835226       1.121914       1.244185       1.043262       1.210901       2.252525       3.018903       2.063114       1.797449       1.215692       1.722993       1.773338    1.863368404       2.128802       4.169416      11.414383       2.159019       1.724491       1.803275       1.914517       1.778389       2.053342       1.844241       3.359909       3.371978       1.698165       1.450102       1.494479       1.189131       1.136329       1.543472       1.602317       8.029055 0.001653397541 5.832540157e-05   0.0036392555 0.002618249719 0.004235222056 0.0009096650009 0.001756205407 5.127913004e-06 0.0006084844413 8.886358634e-06 0.0008925492072 0.002619189447 0.002291643594 0.007048377626   0.0271749893   0.3506125584  0.01558424865  0.04711149575   0.1636705882  0.06130371242 
345          NO_ID       1.857453     1.71725979       1.439778       1.201401        1.69061       1.658372       1.697643       3.219662       5.976876       1.463579    1.032663283       0.876442       1.131002       1.242649       1.043166       1.210893       2.251245       2.986135       2.063114       1.796425       1.209548       1.722481     1.77346557       2.010515       2.129154       4.169392      11.414439       2.163499       1.728355       1.802251       1.903493       1.778261       2.052958       1.848337       3.361053       3.359998       1.697365       1.449774       1.494223       1.189131       1.134665       1.543476       1.607309       8.029059   0.0016442635 6.114547124e-05 0.004903772113 0.002526971187 0.004235222056 0.0009038372711 0.001762316618 5.127913004e-06 0.0008238510843 4.980682659e-06 0.0008972333886 0.002619189447 0.002291643594 0.007178015116  0.02719339833   0.6661152119  0.01544459773   0.0471119185   0.1638352941  0.06137868618 
346          NO_ID       1.857453       1.719815       1.439234       1.201337       1.696242       1.657726       1.718811        3.33435       5.977132       1.463065       1.032663       0.876426       1.131002    1.102566971       1.043262       1.210157       2.253549       2.986091        2.06299       1.827401       1.189068       1.732465        1.76937       2.010067       2.129154       4.169576      11.413191       2.164579       1.729379       1.802251       1.903621       1.745493       2.072398       1.848457       3.098909       3.372872       1.721941       1.437486       1.494255       1.222923       1.136713       1.543474       1.613981       8.027747  0.00169408997 3.687642696e-05 0.004768996919 0.002558850829  0.00213418114 0.0009477763731 0.001716685825 5.127913004e-06 0.000861691545 2.761056715e-05 0.000873609821 0.0001572905213 0.001584226998 0.007934610546  0.02711953974   0.6802714788  0.01562121506  0.04727317797   0.1636705882  0.06130371242 
347          NO_ID     1.86022476    1.681218198    1.316006662    1.263599824     1.62329346    1.771952829    1.753443153    4.580211538    5.290389797    1.408898853    1.182921145   0.9131384064    1.162328334     1.09154736    1.023159773    1.132949761    2.553062975    3.109130389    2.034475447    1.829041912    1.298220162    1.709961951    1.796949935    1.822146592    1.960350151    4.735518069    11.60726826    2.072154261    1.653763625     1.68815016    1.824235422    1.886988386    2.103368358    1.803242084     2.96994105    3.335309089    1.601194912    1.427031363    1.435182971    1.201833892    1.211930215    1.448104117    1.665972299    7.828585491 0.002105630378 2.933844643e-05 0.002601255422   0.1731770503 0.002180381533 0.001688527477 0.0009028070831 5.127913004e-06 0.0008898659854 0.0005397839515 0.0003711112377 0.001283911343 0.001392437213  0.01788032766  0.02750060176   0.1992428982  0.01713683826  0.04729437057   0.1670588235  0.06310308264 
