%eval_id interface DAKOTA_Al_RC_1 DAKOTA_Al_RC_2 DAKOTA_Al_RC_3 DAKOTA_Al_RC_4 DAKOTA_Al_RC_5 DAKOTA_Al_RC_6 DAKOTA_Al_RC_7 DAKOTA_Al_EP_1 DAKOTA_Al_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Bi_RC_1 DAKOTA_Bi_RC_2 DAKOTA_Bi_RC_3 DAKOTA_Bi_RC_4 DAKOTA_Bi_RC_5 DAKOTA_Bi_RC_6 DAKOTA_Bi_RC_7 DAKOTA_Bi_RC_8 DAKOTA_Bi_RC_9 DAKOTA_Bi_EP_1 DAKOTA_Bi_EP_2 DAKOTA_Bi_EP_3  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
241          NO_ID    2.192457994    1.765631669    1.665241711    1.816027872     1.74383903    2.063915603    1.805940809    3.619657465    3.372039516       1.388585    1.030299139   0.9189347286    1.090441192    1.208185606   0.9272785436    1.122176895    1.812535016    2.323879967    2.042538693    1.877406317    1.316145175    1.773531147     1.78698444    1.991581696    1.961729182    4.710444609    11.34257799    2.508062574    2.246510846    1.867279632    2.145642974    1.992181995    2.386911301    1.962884685    2.098209867    2.283750332    2.420001441     1.92275338    4.134409124    1.600808191    1.292735676    1.408580964     1.54374292    1.327176868    1.388766569    1.492021464    4.479768816    6.165367862 0.002361121019 3.430043289e-05 0.003561867124   0.1840918619 0.003117561229 0.0005753999468 0.0003454506154 5.127913004e-06 0.000548070877 0.004036620414 0.003030163835 0.001147576079 0.005403613958  0.04711750554         0.0295    1.468887243  0.05853104892   0.7190382466  0.01218435318 0.0006323739795 
242          NO_ID    2.192882221    1.706981251    1.714360886    1.857593188    1.797096698    1.973008069    1.739850103    3.542212148    3.457695059     1.43095485    1.149168542   0.8807350521    1.224206974    1.124188407   0.9549647392    1.191105945     1.91783685    3.179001579    1.974009515    1.856567278    1.220003761    1.789569884    1.730041364    1.894668559     2.04966517    3.980362578    10.72869468    2.480008074    2.194690719    1.887187312    2.224131618    1.940769778    2.348168562    1.890492504    2.288362966     2.29826526    2.603502864    1.543065341    4.129538449    1.654639585    1.259167918    1.326476231    1.359374637    1.427374892    1.422664639    1.535339376    4.325404181    5.440160043            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
243          NO_ID    2.193118216    1.747461223    1.771357138    1.887283643    1.873037314    2.062529652    1.832874964    3.153495255    3.421865388    1.479037094    1.138853792   0.9839687552    1.220762411    1.211083794   0.9812689017    1.143649331    1.700629955    2.867300691    2.010017807     1.88174441    1.177563621     1.75534844    1.705832933      1.8776736    2.108516184    4.409633633    10.95735702    2.433508779    2.245237741    1.981776132    2.261248568    1.991543717    2.283237356    1.984605706     2.16882736     2.30927467     2.52167679    2.410511619    3.795868604    1.631108436    1.280739417    1.249427513    1.439077191    1.445501829    1.432511307    1.641346092    4.178755799    6.272186488            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
244          NO_ID    2.193273244      1.6961066    1.707803446    1.841658879    1.868227807    2.106893302    1.815008834    3.037699095    3.704719736    1.399224289    1.039187127    1.014642785    1.238526208    1.116001411    1.011030107    1.124143204    1.739154901    3.089298905    1.929403462    1.851325663    1.169144396    1.663935792    1.843090755    1.822955031    2.126560976    4.143431308    11.55002701    2.525600203    2.220071196    1.970513078    2.247655391    1.966526238    2.420619679    1.907458836    2.098185117    2.241847486    2.357760689    1.967969751    4.342936523    1.654896085    1.112418239    1.259174431     1.49353887    1.294944447    1.347175842    1.525568977    4.328438258     5.88403411            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
245          NO_ID    2.193637219    1.803352458    1.780796284    1.865680324    1.876443264    2.079928405    1.819071922    3.232358272    3.360827075    1.405088632     1.08926476   0.9426485979    1.083524021    1.131054907   0.9220048367    1.156727689    1.838691335    2.465192911    2.037642049    1.766201496    1.166147719    1.718394111    1.803212995    2.015939063    1.976123316    4.062287893    11.06398108    2.468541826    2.169360719    2.022936136     2.26174905    1.916165737    2.380288594    1.994545335    2.271846061    2.209731858    2.658368697    1.856589913     3.37701756    1.646239154    1.296006615    1.316068272    1.412887752    1.323530636    1.419123179    1.555892589    4.634291626    5.343307229            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
246          NO_ID    2.193881921    1.794094768    1.674802606    1.916973246    1.890189142    2.045568089    1.874357067    3.280509257    3.343431694    1.354198224     1.14323701    0.900781129     1.17340937    1.261760437      1.0798669    1.254069824    2.410797664    2.227323131    1.899498551    1.697343329    1.322710865    1.803712901    1.712781145    1.843782038    2.080229987    4.427870287    10.96767639    2.489946045    2.119006532    1.990619433    2.265457111     1.86604684    2.338714201    1.892259717    2.273020086    2.181903343    2.975139035    2.138885766    4.286025974    1.506114146    1.301575377    1.351842205    1.430895275    1.418984746    1.385602641    1.531762175    4.598272851    5.747810869            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
247          NO_ID    2.194338898    1.779508995    1.639769641    1.804065192    1.771846484    1.963892102    1.866210878    3.197373785    3.377194236    1.352729412    1.111714448   0.9872323256    1.156586863    1.174561864   0.9063716436    1.096922952    1.992543886    2.734622059    2.036707314    1.738115072     1.23927209    1.767618698    1.827793488    1.968421417    2.001594534    4.539081594    11.58257014    2.484664707    2.119687014    1.891370786    2.228474022    1.867166724    2.424879782    2.020243664    2.161231916    2.149726266    3.206678831    1.539213971    4.042005114    1.559174613    1.180172206    1.271515471    1.370406939    1.480759069    1.418077335    1.497778582    4.121410106    5.491930559            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
248          NO_ID     2.19458059    1.663534479     1.77096048    1.889051691    1.852030594    2.019410196    1.824981177     3.01458575    3.662419253    1.394538996    1.131358671   0.9806011604    1.118503976    1.088043324     0.93694676    1.254311142    2.633397146    3.085899622    1.998674767    1.690505695    1.228498984    1.706476043    1.827965293    1.979011266    2.056069019    3.958535697    11.49256405     2.43798636    2.083606337    1.992450759     2.28050906    1.831318443    2.409985238     2.00346954    2.210370134    2.215015831    2.400398683    1.578756551    4.185664906    1.654963587    1.229890307    1.319891652    1.459564748    1.292394282    1.379934976    1.617511508    3.966527122    5.942072026            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
249          NO_ID    2.195974995    1.756125135    1.648099348     1.94675083    1.851568606    2.114184415    1.736291354    2.748949323    3.399347925    1.394302862    1.163513055   0.8207056328    1.066037839    1.135603623   0.9551957598    1.245025782    2.536357992    3.058122552    1.987097711    1.822804152    1.288684516    1.735569503    1.738932121    1.919585784    1.950769678    3.883109322    11.96795614    2.436683691    2.231069948     2.02998137    2.101405893    1.980122827    2.340106506    1.901505241    2.216873657    2.144675112     2.36444828    2.167825054    3.568324882    1.595159241    1.147467873    1.228578032    1.439864874    1.357505712    1.336181654    1.616060633    4.245657471    5.626266264            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
250          NO_ID    2.196666308    1.713434603    1.670812614     1.91385866    1.765653117    2.089305729    1.859934137    2.967152543    3.859204532    1.412331339    1.048186294    0.904659857    1.082291004    1.187837131   0.9645676279    1.152657385    1.769049191    2.714835447    2.037215879    1.780857081    1.262748829    1.639560448    1.744541022    2.005650906    2.026533103    4.090749776    11.70739973     2.45565965    2.203537367    1.917759993    2.263115512    1.953254971    2.385194596    1.885928126    2.157113631    2.303847713    3.162169275     2.48723884    3.582391109    1.646674761    1.229379107    1.316064516    1.375334618    1.455670111    1.275901647    1.560902246    4.274637479    5.557557424            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
251          NO_ID       1.990033       1.687884       1.643773       1.849844       1.836155       1.939069        1.90933        2.72373       3.170166       1.408652        1.05357       0.845875       1.152348       1.224144       1.082456       1.091284       2.349589       2.685103       1.880235       1.724734        1.15081       1.777731       1.749458       1.909421       1.971102       4.029863      10.885598       2.353294       2.118022        1.87281        2.18743       1.869285       2.322902       1.992339       2.190714       2.122231       2.942653       1.676424        3.42786       1.653452       1.122703       1.290366       1.527367       1.420146       1.283526       1.634247        4.78471       6.196436 0.004958573592 8.756252042e-05 0.002794023698   0.3957708925 0.003329311715 0.0005695717987 0.0003532373879 5.127913004e-06 0.0009634832498 0.001555748642 0.0001721988569 0.002157016478 0.006551523877   0.0277430009   0.1164318182   0.2655736691  0.01932317429    0.695890207   0.0114777227 0.006838643139 
252          NO_ID        1.99023       1.677318       1.636617       1.790577       1.806148       2.015696       1.882538    2.977216459       3.617888       1.383972       1.078583       0.898578       1.123028       1.150987       0.977849       1.134783       2.201306    2.815722881       1.960588       1.787196       1.143454       1.664186       1.814347       2.003203       2.010952       4.108646      10.321925       2.469417       2.246057       2.028301       2.107612       1.996841       2.289187       1.897125       2.263026       2.188519       2.853226       2.134787       3.825363       1.535844       1.133367       1.395121       1.465735       1.407868       1.317704       1.664262       4.940557       6.210922   0.1330675624   0.1040463789 0.003068872311   0.2258945214 0.002756090413 0.0007073133676 0.0002190905406 5.127913004e-06 0.0008144227208 0.004566273023 0.003689867174 0.001811072686 0.004131512828 0.007151584259  0.09286363636   0.8380625868  0.04138440642   0.8616308422  0.01198465326 0.001847574664 
253          NO_ID    1.991944109    1.664543375    1.761968566    1.905618165    1.775103823    1.980509588    1.841269071    3.340184634    3.466297716    1.366209043    1.038296577   0.8353969101    1.204969036    1.076412089    1.046651881    1.162163632    1.824701073    2.228827559    1.975011345    1.690574069     1.14081328    1.750889567    1.796248831    1.954192386    1.988954083    4.741917244    10.96662497    2.411855729    2.151485695    2.000189993    2.207967214     1.90435503    2.418733368     1.92193578    2.099973195    2.141348393     2.79822684    2.108211328    4.170370591    1.695304911    1.107451309    1.223770695    1.354701821    1.456420344    1.272182784    1.622353702     4.32591988    5.594614993 0.004524112075 3.912300128e-05 0.003849398024   0.2982028922 0.001958209883 0.0001578339715 0.0007383452052 5.127913004e-06 0.001203414873 0.002545514692 0.003852990784 0.005281561968 0.009273012094  0.01420694803   0.1588863636   0.7773989478  0.02679931234   0.2491246038   0.0110015152  0.01009146142 
254          NO_ID       2.003166       1.688601       1.688564       1.814542       1.758209        2.01875       1.912167       2.796758       3.655811       1.309226       1.136353       0.941668       1.174432       1.254826       1.013481       1.135154       2.510898       2.256064       2.007992       1.735584       1.176712       1.623504       1.773355       1.970608       2.053593       3.949642      11.920835       2.514012       2.085526       1.867486        2.22471       1.951877        2.30044       2.061089       2.198555       2.209032       2.754704        1.85627       3.907532       1.516167       1.203459       1.296381       1.535739       1.299236       1.331134       1.516486         4.4917       5.456786            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
255          NO_ID    2.012896511    1.664207082    1.735802107    1.949550227    1.891525776    1.986660308    1.850016177    3.635115614    3.095825211    1.293101654     1.04683662   0.8326857389    1.206988132    1.214220224    1.000132922    1.229681394    2.073843982    2.238532354    2.031058296    1.724138095    1.328178151    1.684890606    1.669538495     1.86159408    2.117958268    4.047295521    11.60705476    2.411509429    2.217844485    2.022913522     2.15209531    1.990860361    2.241120605    2.039897417    2.230410588     2.28564638    2.418788625    1.804133827    4.159347515    1.545322767     1.17352842    1.230106123    1.402008506    1.324516552    1.416326347    1.623141428    4.003989728    5.564475718 0.004171580051 3.801724307e-05 0.003820125593   0.2171432791 0.001299827978 0.0002843569311 0.0006162890615 5.127913004e-06 0.0009445674232  0.00169516251  0.00044700122 0.006107460963   0.0128364084  0.01345940773  0.08690909091   0.9570899852  0.03968918592   0.3015784019  0.01111672669 0.0002773152489 
256          NO_ID    2.012896511    1.664207082    1.735802107    1.949550227    1.891525776    1.986660308    1.850016177    3.635115614    3.095825211    1.293101654    1.054586193   0.8326857389    1.206988132    1.214220224    1.000132922    1.229681394    2.073843982    2.238532354    2.031058296    1.724138095    1.328178151    1.684890606    1.669538495    1.853436873    2.117958268    4.047295521    11.60705476    2.411509429    2.217844485    2.022913522     2.15209531    1.990860361    2.241120605    2.039897417    2.230410588     2.28564638    2.418788625    1.804133827    4.159347515    1.545322767     1.17352842    1.230106123    1.402008506    1.324516552    1.416326347    1.623141428    4.003989728    5.564475718 0.004171580051 3.707422882e-05  0.00372056726   0.2171432791 0.001299827978 0.0002843569311 0.0006162890615 5.127913004e-06 0.000959466326  0.00169516251  0.00044700122 0.006107460963   0.0128364084  0.01336661138  0.08677272727   0.9596523827  0.03971428417    0.290259957  0.01106296133 0.0002773152489 
257          NO_ID       2.024607        1.79507       1.653212       1.905676       1.906625       2.013996       1.804285       3.675323       3.036751        1.46743       1.011767       0.907447       1.129606       1.208184       1.046696       1.072853       2.304061       2.279072       1.960231       1.766175       1.191593       1.747315    1.775666357       1.835185       1.948139       4.241595      11.097172       2.354517       2.084917       2.026295       2.172176        1.90314       2.375376        2.00606    2.137595314       2.234961       2.370923       1.877498       3.966353       1.539858       1.163323       1.294338       1.455017       1.408297        1.32707       1.516377       4.619786       5.431877 0.003988328624 4.877495565e-05 0.002643068035   0.4558069806 0.001930785259 0.0005588055359 0.0003650126091 5.127913004e-06 0.0007424249486 0.003374728785 0.004569700747 0.0007696222315 0.006127954505  0.02274154684   0.1430909091   0.9486250379   0.0234810388   0.6682471108  0.01182335717 0.005772006848 
258          NO_ID       2.028304       1.800008    1.691955945       1.917422     1.79368173         2.0063       1.866067       3.211871       3.153085    1.438467125       1.158881       0.844769       1.215372       1.234105       1.042635       1.217711       2.397728       2.915509       1.939174       1.803613       1.228875    1.722360878       1.769196       1.839776         2.1067       4.488469      10.320007       2.528193       2.131899       1.955387        2.26679       1.921364       2.301204       2.034083       2.124598       2.173386       2.657388       2.377546       4.262288       1.577499       1.299583       1.320177       1.428349       1.403659       1.354635       1.508431        4.33969       5.545532            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
259          NO_ID       2.034629        1.67717       1.676583       1.928176       1.882021       2.034331       1.919935       2.818527       3.724267       1.315767       1.059498       0.982571       1.101347       1.248673       0.940056       1.066619       2.105148       2.965469       2.069991       1.813323       1.166815       1.746461       1.805845       1.878941       2.095482       4.813722       11.97192        2.49374       2.218352       1.850215       2.192641       1.998926       2.334985        2.05564       2.217478       2.138103       2.771439        1.69424       3.603665       1.558152       1.251667        1.33565       1.355435        1.29691       1.365083       1.548855       4.071745    5.911480904            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
260          NO_ID       2.043899       1.656077       1.739124       1.776045        1.87339       2.040693       1.768422        3.13876       3.335173       1.310537        1.09301       0.968402       1.175013       1.071149       1.059148       1.057778       1.880627       2.598529       2.067486       1.834977       1.141451       1.697424     1.69955144       1.999094     2.05454013     4.07384926      10.002503    2.419592985       2.200116       1.856016       2.277907       2.006535       2.255461       1.965991       2.276548       2.247811       2.336398       1.597412       3.689628       1.583265       1.146788       1.379622       1.359282       1.420696        1.42533       1.473686        4.61497    5.342911673   0.6285556878 2.446757732e-05 0.003701286925   0.2445517931 0.000144058257 0.0003785831965 0.000494569293 5.127913004e-06 0.0008520606666 0.003571842452 0.002289838541 0.003257379411 0.009828778826  0.03050312061   0.1173863636   0.2508797317  0.01955787817    0.441932742  0.01088630371 0.0002796434027 
261          NO_ID       2.044218       1.730786       1.712948       1.798435        1.82674       1.960185       1.779111       2.753709       3.527735       1.475449       1.063317       0.931038       1.107526       1.208947   0.9985620762       1.129775       2.410342        2.75764       1.924022       1.882885       1.224055       1.774468       1.676718       1.845614       2.080321       3.921734      11.837012       2.437093    2.162335173       1.871815       2.110325       1.894628       2.303001       1.940857       2.182687       2.314645       2.755622    2.439550628        3.42431        1.68246       1.238759       1.295559       1.446787       1.490389       1.267747         1.5387       4.312717       6.158036   0.1855887327 3.855382315e-05 0.002362786547   0.2712066205 0.001535441798 0.0003526151632 0.0005520121484 5.127913004e-06 0.0007193605283 0.003635542859 0.004986220593 0.008076722618  0.01195440423 0.0002595515205   0.1070454545    1.886464653  0.03659087424    0.321152687  0.01176191104  0.01263582644 
262          NO_ID    2.046701999    1.721280635     1.74193567    1.949838119    1.766518774    1.943035934    1.915322546     3.57205976    3.165110404    1.337151804    1.014022082   0.9664641819    1.161236632    1.220746856    1.012305505    1.200324958     2.07714668    3.105657923    1.954638829    1.771217493    1.182379261    1.660170988    1.705561122    1.960905721    1.985096962    4.088318585    11.72952128    2.400115275    2.154247989    1.873154963     2.27402152    1.959769142    2.348435598     1.96795719    2.199607261    2.267954372    2.840965621    1.976649034    4.007831617    1.643615205    1.252589632    1.366988405    1.434079387    1.357318243    1.359735261    1.467384892    4.021216005    6.284822985 0.003907217494 0.001047068702 0.003926359894   0.2859328831 0.002830913597 0.0002007398639 0.0006967307877 5.127913004e-06 0.0007712165398 0.0001300755877 0.001229619202 0.001735418761 0.004761712096 0.0002595515205   0.1433863636   0.5819483485  0.03381091261   0.3118760341   0.0110706421 0.0008190445088 
263          NO_ID       2.047836       1.841448        1.73131        1.89827       1.913072       2.080384       1.914293       2.911647       3.371359       1.308324       1.179773         0.9194       1.129203       1.182165        1.01031       1.186974       2.024653       2.845053       1.889749    1.859870182       1.241987       1.693428    1.824854443        1.85559       2.133714       4.446223        11.7786       2.473558       2.203504       1.853551       2.160824       2.006523       2.259632       2.047175       2.190825       2.159743       2.906818       1.957028       3.590553       1.691485       1.222161       1.251997       1.451269       1.340469       1.403602       1.648324       4.880613       5.678608            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
264          NO_ID       2.048715        1.84331    1.668342775       1.901383       1.879992       2.064357       1.742989       3.510841       3.766381       1.366358       1.134073       0.902941       1.225161       1.239169       1.098375       1.220056       2.213384    2.938873512       2.064545       1.746074       1.320094       1.660056       1.838511    1.856129743       2.005999       4.440062      11.543319    2.489913885       2.118683       1.897543       2.140014       1.920167       2.284609       1.931206       2.111295       2.125313       3.093126       1.738476       4.331222       1.624849       1.233186       1.404811       1.543598       1.337306       1.414378       1.638877       4.261377       6.013535 0.003672202126 4.73508633e-05  0.00354891624   0.2964614327 0.004121101494 0.0005953346008 0.0003263378184 5.127913004e-06 0.0009013685332 0.001069682244 0.001963356345 0.0004258226564 0.007935110486   0.0253533389   0.1161363636   0.2772767604  0.01976543696   0.6403213072  0.01178495334 1.289992099e-05 
265          NO_ID       2.051571       1.783056       1.747661       1.885581       1.739925       1.941764        1.88057       2.807879        3.49894       1.359048       1.085951        0.96383       1.170197       1.163508       1.019855       1.190005       2.435352       2.430105       1.919863       1.777366    1.140956619       1.795673       1.779061       1.946262       2.145714       4.039747      10.266985       2.511689       2.138336       1.877796       2.197336       1.959158       2.382277       1.905189       2.114339       2.309121        2.56919    2.039482727        3.42786     1.57357863       1.184915       1.347504       1.439667    1.407194713       1.360836       1.482442       4.632246       6.145678 0.003804219532 3.452022008e-05 0.002772976328  0.02746627196 0.0003935626458 0.0001823653862 0.0007185826399 5.127913004e-06 0.0008100868659  0.00592282186  0.00695282375 0.005410407993  0.01296020763  0.00119561656   0.1413863636   0.8088616752  0.03395655611   0.2491381838  0.01128570355 0.003277972873 
266          NO_ID    2.057374723    1.795062268    1.652699802    1.899883808    1.906625019    2.009900494    1.804556831    3.675373085    3.031887059    1.468325779    1.011766936   0.9074788231    1.104006453    1.201604114    1.046823775    1.065912653    2.392829095    2.279072198    1.960079319    1.766287401    1.194920975    1.747318965    1.650709031    1.833136557     1.94801735    4.252346597    11.07976421    2.354517114    2.084901077    2.026289495    2.202896235    1.900684465    2.375351763    2.007596037    2.290568273    2.234976782    2.373482657    1.877625518    3.946256997    1.523473943    1.163450883    1.352418336    1.454952766    1.411457336    1.313737103    1.522776541    4.619849946    5.431941341 0.003694620074 3.538554534e-05 0.002627560704   0.4755723614 0.001966499314 0.0005369023375 0.0003873449973 5.127913004e-06 0.0007234822671  0.00436294566 0.003304821684 0.001665204074 0.006742489201  0.02273442794   0.1424090909   0.9118313962  0.02331373046   0.6444019538   0.0118848033 0.004263372926 
267          NO_ID       2.057989       1.680626       1.624985       1.801269       1.916397       2.056276       1.906359       3.483104       3.451781       1.441942       1.132676       0.996864       1.082867       1.115675   0.9968657819       1.061279       1.931617        2.86155       1.883364       1.755875       1.286377       1.800534       1.723177       2.002579       1.959232       4.619256      11.622949       2.432553       2.241474       1.863415       2.246135       1.934197       2.291743       2.019016       2.256354       2.161091       2.669084       2.127246    3.569447649       1.653505       1.173805       1.359439        1.49178        1.48688       1.267106       1.600939       4.860067       5.666337   0.2515331207 8.773627781e-05 0.003061192969  0.03197970254 0.001678873099 0.0008000716013 0.0001325898822 5.127913004e-06 0.0006071291313 0.004342288296  0.00321305513 0.008119554501    0.011850103  0.01209477071   0.1528409091   0.6119614478  0.03294276797   0.9030276137  0.01255302995  0.01103457124 
268          NO_ID        2.05938       1.675866       1.712892       1.918256       1.907155       1.991084       1.786854       3.136012       3.405328       1.307673       1.135016       0.834222       1.120474        1.15929       1.043628       1.119957    2.246079453       2.412446    1.941548486       1.821214       1.199821       1.674473       1.691993       1.989153       2.105835       4.028433      11.484309       2.530626       2.149667       1.985528          2.174       1.877529       2.418598       2.006061    2.197332822       2.278799       3.198075       1.755725       3.622358       1.556644       1.187992       1.409029       1.403538        1.42878       1.359803       1.468594       4.080702       5.853214            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
269          NO_ID       2.064944       1.823449        1.75256       1.831002       1.810149       2.044629       1.821178    2.905802333       3.102751       1.455559       1.091254       0.937723       1.145006       1.138306       1.047239       1.081472       1.987824       2.882886       1.909841       1.698771       1.171475       1.767458       1.760566    2.013214842    2.094928136    4.437582058      11.784893       2.403528       2.239507        1.95106       2.196008       1.972746       2.323183       1.898456        2.19762       2.288682    2.610482861       2.430965        4.28813       1.679843       1.267444       1.301363       1.425362       1.420898       1.401709       1.493584       4.103186       5.487288            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
270          NO_ID        2.06733        1.80879       1.670625       1.966008    1.828395261       2.053925        1.74133       3.322208       3.466138       1.423282       1.139625   0.8500772892       1.068813       1.132211       1.085645       1.092411       2.309307       2.366247       1.957944       1.769815       1.236632       1.689687       1.724686       1.923934       2.046401       4.084551      11.299634       2.408058       2.241007       1.936611       2.228057       1.874525    2.418792753        1.93049       2.109093       2.173954        3.21373       1.732987       3.374171       1.563543       1.289869       1.364689       1.406187       1.305675       1.267792       1.512936       4.270396        6.05653 0.003488080534 3.207043281e-05 0.003419311604  0.03199934219 0.001186270304 0.0005749706366 0.0003433487927 5.127913004e-06 0.0005386501139 0.003656115353 0.004868279956 0.008592360585  0.01254709746  0.02930137771   0.1139318182   0.4578336536  0.01872528605   0.6840144869  0.01213058782  0.01316302686 
271          NO_ID       2.068236       1.791825       1.716442       1.832538        1.86625       2.121989       1.812724       3.064384       3.367712       1.463623       1.017466       0.946443       1.172235       1.171551       1.065122       1.103221       1.763928       2.900667       1.973372       1.840731       1.217159       1.689202       1.806069       1.889807       1.967628       4.068981    11.57746701       2.499858       2.216942       1.965126       2.134649       2.008321       2.250263       2.002644       2.147109       2.131993       2.815655       2.180292       3.821086       1.689469       1.184914       1.330883       1.453801       1.338861        1.36077       1.540171       4.356288       5.976706 0.004123403195 2.132104703e-05 0.002977760383   0.2433666388 0.002271560303 0.0003870605028 0.0005235351673 5.127913004e-06 0.0005169205012 0.0004462991793 0.001787794899 0.002309529645 0.005422561916  0.02483314037   0.1271136364   0.2639735488  0.02097760814   0.4414986738  0.01176191104 2.326336582e-05 
272          NO_ID    2.075030751    1.812318793    1.711439277    1.831906149    1.799871288     2.08065865    1.780691965    3.577183899    3.138633177    1.384415869    1.058591781   0.8222912636    1.205015496    1.185827837    1.056234669    1.111369748     2.45080144    2.824121205    2.020047107    1.724140015    1.215677195    1.664898381    1.666313689    1.940912255    2.026216762    4.344208887    10.00612761    2.409720282    2.076419115    2.003365954     2.10256592    1.909179453    2.369684746    1.966005197    2.231085601    2.122556034    2.519319234    2.460887832     4.28596407    1.573990482    1.196193435    1.267184595    1.420281746    1.345208931    1.425012432    1.497516415    4.515893395    5.984863601 0.003408888804 2.621898328e-05 0.003331155047   0.3963803692 0.0006547148145 0.0003870814448 0.0005231653635 5.127913004e-06 0.0007214034395 0.004975214995 0.003610263195 0.004045410531  0.01063795211  0.02317459977   0.1407727273   0.9354526339  0.02326541072   0.4670010803  0.01155453036 0.0009428485647 
273          NO_ID    2.076488632    1.668339478    1.711537797    1.897507984    1.884911327    2.068257264    1.787928836    3.098871688    3.140904963    1.442450678    1.083092375   0.8594367057    1.141539231    1.113211906    1.039217091    1.202395648    2.426649676    2.980601682    1.913886008    1.704393243    1.211681822    1.725545856    1.721552499    1.926233477    2.049744993     4.69217405    10.41725876    2.472734831    2.144523543    1.925012942    2.263552884    1.978685688     2.34735242    1.927090681    2.166193672    2.185263746    3.262739724    2.172612541     4.12119042    1.523128937    1.196573186    1.258730459    1.406565643    1.482112417    1.343942365    1.466782734    4.655540326     5.60694263 0.003482961741 3.292167638e-05 0.002937450564   0.2708926008 0.002053765601 0.0003874542117 0.0005215503447 5.127913004e-06 0.0007671548207 0.0001795599682 0.001247394456 0.0009585220426  0.00538349848  0.00806691703   0.1512954545    0.427786547    0.029919613   0.4191787465  0.01159293419 0.001950259415 
274          NO_ID       2.095062       1.790377       1.746383       1.974348       1.911283        1.99028       1.883816       3.551189       3.375879       1.300358        1.11308       0.841656       1.085132       1.239366       0.943224       1.228024       2.387731       2.427917       2.048075       1.818591       1.237723       1.754089       1.651291       1.827303       2.024792       4.428483      11.199909       2.508654       2.230812       1.922052       2.228087        1.88207       2.243918       1.907346       2.201202       2.117057       2.764163       1.647891       4.234621       1.672051       1.125883        1.30729       1.534959       1.438623       1.347503       1.571875       4.377842    6.035087094  0.00323420356 3.559151921e-05 0.002831317218  0.03134941124 0.001088298865 0.0002397589282 0.0006603124268 5.127913004e-06 0.0005670954272 0.004612976998 0.003316036415 0.001056476241 0.007241949455  0.05115164844  0.03038636364    1.567223972  0.05492911151   0.2445369625  0.01223811854 0.001839355544 
