%eval_id interface  DAKOTA_Y_RC_1  DAKOTA_Y_RC_2  DAKOTA_Y_RC_3  DAKOTA_Y_RC_4  DAKOTA_Y_RC_5  DAKOTA_Y_RC_6  DAKOTA_Y_RC_7  DAKOTA_Y_RC_8  DAKOTA_Y_RC_9  DAKOTA_Y_EP_1  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Cu_RC_1 DAKOTA_Cu_RC_2 DAKOTA_Cu_RC_3 DAKOTA_Cu_RC_4 DAKOTA_Cu_RC_5 DAKOTA_Cu_RC_6 DAKOTA_Cu_RC_7 DAKOTA_Cu_RC_8 DAKOTA_Cu_RC_9 DAKOTA_Cu_EP_1 DAKOTA_Cu_EP_2 DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20      obj_fn_21      obj_fn_22      obj_fn_23 
28           NO_ID    2.210739196    1.582998006    1.175854942    1.793128769    1.698619642    2.006115271    1.868208106    2.174213956    2.219775393    9.926135847    1.439798439     1.12049392   0.8711050031    1.115768711    1.205844133    1.050798428    1.152108133    2.557459425    2.973553274    2.008395801     1.77387003    1.173876371    1.691660888    1.843977517    2.008234782    1.974519266    4.202960534    11.91938537      2.0311017    1.199630784   0.8943673239    2.025840897     1.69262879    1.818222266    1.762969665    2.009248431    1.731337537    1.357888858    1.254311935     1.89611293    1.606491356    1.610260826     1.93460685    2.136596359    2.053029537    1.946450983    6.671947872     1.97768835    1.551342868    1.156105442    1.407533471    1.481212899    1.382981813    1.327194358    1.600190415    4.354082974     5.84056812            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
29           NO_ID    2.211157228    1.712957404     1.22750453    1.763861829    1.662377196    1.944735324    1.921812843    2.122353016    2.117363927    11.32015424     1.47142059    1.111625254   0.9774572658    1.222301669    1.200728006    1.091192791    1.148413113    2.279399534    2.604705673    1.916196306    1.702653584    1.267562195     1.80035906    1.835421189    1.965059459    2.050250315    3.864978741    10.54156449    1.870374287    1.208168787     0.96087777    1.865531515     1.63112619      1.7363823    1.773393344    2.111503386    1.788117624    1.678030935    1.506282012    1.850481551    1.609921611    1.692276993    1.880106805    2.046378877    2.041578661    1.886834811     6.17371668    1.901958874    1.636114718    1.232512803    1.300188081    1.494768302    1.353074997    1.328547141    1.605189491    3.988672284    6.225987277            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
30           NO_ID    2.211746296    1.661987855    1.271556968     1.78518088     1.77588847    2.107251422    1.776111451     2.21635025    2.067091576    11.86893941    1.301970414    1.093376399   0.8846931871    1.065884657    1.072142223    1.072974807    1.176000219     2.60508944    2.620613345    1.886745457    1.784220927     1.15382779    1.734545469    1.789789595    1.961866958    2.119539302    4.076672456    10.83813661    1.915458017    1.122868927    0.792547913    1.911204313    1.694856783    1.812104881    1.640385192    2.088745253    1.826356302    1.284483219   0.8624775136    1.838447878    1.586090585    1.594065916    1.849824277    2.129783772    1.986950573      1.9279665    6.825585785    1.766753964    1.542384388    1.300881248     1.24369625    1.482605315    1.307709038    1.406241719     1.54739491    4.745879979    5.960905103            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
31           NO_ID    2.211924931    1.708126997    1.133008109    1.658392691    1.674811586    2.026616468    1.857425832    2.136456763    2.117158054    10.22082405    1.344963192    1.182525712   0.9819648053    1.169582872     1.17850628    1.027684988    1.223991237    2.324002005    2.314996026    1.899579437    1.763596732    1.178874232    1.712904319    1.807350709    1.999142077    2.041610484    4.335535803    10.34117803    2.000672952    1.268015812   0.7855416289    1.996597883     1.68614281    1.666549737    1.798990573    1.978954395    1.800166205    1.484082029    0.914055789     1.86232426    1.661198811     1.64737435    1.962849971    2.102163616    1.943957222    1.947356251    6.096486046    1.791742295    1.505556652     1.16684781    1.261527896    1.425153384    1.398722042    1.402432215    1.507504093    4.387320594    5.552213497            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
32           NO_ID    2.212283249    1.593825005    1.190008908    1.731538477    1.705737366    2.137500778    1.790771544    2.206992506    2.149118252    10.81821117    1.478988695    1.013007148   0.9699967424     1.19422072     1.23808577   0.9527139494    1.179172346     1.93798352    2.267960057    1.971002713    1.825506522     1.31217164    1.651650567    1.677355155    1.915704304    1.965183317    3.934182852    10.09688984     1.88031397    1.271473963   0.8040559307    1.876597219    1.575298968    1.742064839    1.752135696    2.099036333    1.786565617   0.9165361966    0.867144195    1.880683869    1.607428356    1.572017534    1.811691017    2.036425099    1.893238254    2.055776787     6.68939048    2.314052998     1.53677349    1.216731059    1.237413312    1.518280012    1.381902699    1.317063879    1.470635167    4.886035018    5.743235978            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
33           NO_ID     2.21305477    1.665326359    1.289013985    1.663859018    1.671125715    2.078604578    1.919848886    2.181160697    2.067573328    10.07852874    1.445033995    1.038869672   0.9772484665    1.182402931    1.149998975    1.024085981    1.192210951    2.257753855    2.205622496    1.942334701    1.733526682    1.193473036    1.689798644    1.830319498    1.914493919    2.026919521    3.942134906    11.05560715    2.008349514    1.100170912   0.8587685036    2.005404284    1.675497271    1.695782488    1.813263302    1.964622986    1.881387067    1.867560938    1.065918412    1.893960395    1.523665061    1.577817678    1.850830067    2.159913528    2.087220609    2.006829042    6.637995085      2.3491578    1.551779813    1.199124008    1.415766262    1.441306495    1.445597043    1.333564905    1.546625993    4.198454813    6.134422131            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
34           NO_ID    2.213099429    1.672220625    1.145987758    1.829966951    1.752808034    2.136310011    1.832910542    2.104279737    2.191384915    10.55821171     1.33212892    1.063925925   0.8987798674    1.183456851    1.093967449    1.095716268    1.078748586    1.737786529     2.77319559    1.907755011    1.821663482    1.278628847    1.718785636    1.681146496    1.936610473    2.045706126    4.508815759    11.47622143    2.052415794    1.257377544   0.8208794074    1.849515223    1.639598169    1.714867165    1.623482173    2.010406202    1.758177176    1.483963575   0.9104296957    1.894562091    1.694913886    1.633814859    1.876488016    2.052693753     1.94427171    1.976455465    6.282100213    2.067101479     1.61741277    1.277049139    1.324775306    1.395076252    1.408677986    1.271560942    1.551222748    4.124442296    5.918335341            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
35           NO_ID    2.213243278    1.561691071    1.273660265    1.813924065    1.652572845    1.956829288    1.897449833    2.214272144    2.246444514    11.77522777    1.394770673    1.110159544   0.8434464426    1.231035357    1.104672027   0.9458618631    1.252953437    2.366699812    2.313150116    2.008975369    1.695108751    1.210290824    1.748118628    1.773128145    1.909690517    1.953547661    4.595412189     10.9380893    2.028940411    1.251885585    0.908198723    2.026183689    1.523576656    1.729858988    1.784107754    1.994149501    1.793688276    1.609787938    1.379108226     1.78513279    1.641780364    1.590192318    1.813292334    2.144226807    1.948227675    1.923964361    7.698886702    1.957905558    1.690704323    1.126718693    1.404156481    1.541813074    1.390009518    1.380275109    1.589941219    4.896500173    6.001113849            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
36           NO_ID    2.213671738    1.719495987    1.239561165    1.654145701    1.637551918    2.099158384    1.786444668    2.232616757     2.16029408    10.06781002    1.311182373    1.092201319   0.8885098406    1.056866243    1.251629675    1.028527374    1.069557259     1.81327387    2.843828143    2.069334046    1.812193822    1.197176228    1.631107536    1.688924881     1.90558954    2.143387549    4.503137904    11.48453419    1.855022716    1.204434584   0.7999006146    1.852694454    1.633930572     1.78746178    1.650840154    2.089482489    1.793620164    1.388424114   0.9474962313    1.698914243    1.626765824     1.62028162    1.909115562    2.174275665    2.004147862    1.966745238    6.826030394    2.320525607    1.622800012    1.145568668    1.337039167    1.390993833    1.395744896    1.396146703    1.554918715    4.904672182     6.02967126 0.007970542753 4.009417159e-05 0.004032709293   0.0017511809 0.003796667341 0.001677739978 0.0004454402102 0.0007330633602 5.127913004e-06 0.0006396681385 0.003351064814 0.007052704345 0.0001348061601 0.000421030984 0.005281228376  0.01336384276  0.01680583162    2.105333333  0.05671630604   0.5011848907  0.02580323904  0.03504710413 0.002838798309 
37           NO_ID     2.21444949    1.710275413    1.150092761    1.749888495    1.773950318    1.938603544    1.738116545    2.189251585    2.205803161    11.34406505    1.456038122    1.072447901   0.8242444929    1.050926779    1.152773662    1.022661724    1.081691513    2.199235296    2.849356546    1.979047321    1.713862105    1.316877467    1.704944333    1.736916126    1.833570314    2.095354829    4.447963416    10.81238268    2.019048133    1.096115088   0.8482478227    2.017497624    1.716390501    1.746340583    1.711386119    2.108340818    1.791944128    1.449513316   0.8249620167    1.742747289    1.566609168    1.540630525     1.93319519    2.049853661    1.918557303    1.891968852    7.523153846    1.953244083    1.625215911    1.216386694    1.373296138    1.495078016     1.38626416    1.306240471    1.506994142    4.497172372    5.339976497            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
38           NO_ID    2.214474857    1.549375646    1.207438233    1.746390056    1.760001268    2.112800256    1.892720781    2.118800424    2.158974078    10.11794751    1.448607571     1.02182253    0.978238837    1.197865236    1.235059162    1.038236046     1.13447346     2.49269948    2.537495189    1.893249599    1.883104105    1.226330256    1.654524858    1.731096234    1.948740884      2.0117226    4.369594362    11.43824157    2.019539542    1.161096582   0.8536780742    2.018014398    1.620472228    1.809116307    1.708404454    1.998473496    1.828916564    1.207626177   0.9233696006    1.732890641    1.595619986    1.552881491    1.872713171    2.032858823    2.077746728    1.913772333     7.50894869    2.013100937    1.505712229    1.152593907    1.299469787    1.344816334    1.431924163    1.381994645    1.550912568    4.301325235    6.300586226            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
39           NO_ID    2.216056485    1.654223427    1.276925411    1.782509474    1.639577494    2.133768655    1.857068316    2.269852138    2.263011214    11.72126637    1.283654602    1.085927076   0.9104875809    1.183592689    1.243859307    1.069994575    1.083211403    2.267816137    2.346548241    1.989196225     1.71984726    1.160118145    1.701774234    1.755796007    2.019176023    2.032792444    4.530081129    11.47062482    1.965361853    1.280391979   0.7783643662    1.965418337    1.644615406    1.803289777    1.691927811      2.1021929    1.844058432   0.9469806338    1.197225192    1.852069646    1.703822764     1.64269964    1.855996722    2.073310344     1.95329233    1.905856028    6.231049192    2.134518664    1.652819256    1.186614567    1.219699958    1.528666516    1.399732713    1.349474192    1.559462523    4.492543678    6.243333177            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
40           NO_ID     2.21643024    1.672327033    1.162586896    1.821989652    1.623263804    1.953010101    1.805580846    2.120146592    2.216750613     11.8331704    1.462397991    1.180625468   0.9130726054    1.107033161    1.140916022    1.013004845     1.22135671    2.190724916    2.813619999    1.887512811    1.788617112    1.207355556    1.622786549    1.709381705    1.935497189    2.061475404    4.483425714    10.17755774    1.936779618    1.125244766   0.8406700475    1.937209859    1.707571798    1.751256943    1.703199511    1.948835602    1.811267044    1.745901785   0.6819109726    1.773017657    1.674797397    1.518380185    1.871643124    2.046870002    1.952413346    2.018559146    7.396748476     1.82085028    1.550104129    1.196598847    1.255282867    1.494721241    1.456954403    1.306069417    1.479102945    4.360257957    6.169724103            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
41           NO_ID    2.216495047    1.620091341    1.240078485    1.826798946    1.722681564    2.075296231    1.921404997    2.192020234    2.086355295    10.18819758    1.471502604    1.115931845   0.9534520963    1.233423659    1.219163289    0.916007028    1.184130721    1.754918072    2.303952556    2.026019501    1.839552209    1.326655715    1.768582524    1.652167255    1.842733353    2.015997679     4.47701976    10.01306706    2.015918752    1.174991768    0.872121867    2.016413799    1.705083109    1.660200352    1.787212745    2.045764673    1.842496583    1.745088712    1.525924536    1.873851877    1.710137501    1.696287511    1.907783722    2.122589597     2.05671117    1.932947011     7.18396625    2.156209453    1.577330626    1.273387136    1.260861391    1.372882834    1.453042851    1.257443915    1.500050089    4.876881021    5.699207966            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
42           NO_ID     2.21756689    1.710666394    1.243462438    1.807231696    1.789526955    2.119895671    1.873067719    2.180016004    2.137399632    11.91739327    1.289551878    1.107589728   0.8916362955    1.091062389    1.119658858    1.033717057    1.058543663    1.786260308    2.808756282    1.942818464    1.835268979    1.235735616    1.717197136    1.741801938    1.905526165    2.135984598    4.592773369    10.22742158    2.042795418    1.209827143    0.870650112    1.844362308    1.630493537     1.66211255    1.795594004    2.038020491     1.68900822    1.545308618    1.427182476    1.771407852     1.64310105    1.694588373     1.99699758    1.993737346    1.912650762    1.922656438    7.072544026    1.807972127    1.573308499    1.163205659    1.308012889    1.364577478    1.451941275    1.253210025    1.581379416    4.185337202    6.277973119 0.008363126628 0.0001105628472 0.002438045036 0.003169747495 0.004773412308 0.002349519598 5.690784138e-05 0.0002619019774 5.127913004e-06 0.0005097477925 0.006470027613 0.003401082212 0.0004701033777 0.000170011307  0.00896075884  0.01250755353  0.02366314664          1.976  0.05295627277  0.09243093142  0.02614878572  0.02818539932 0.009137644852 
43           NO_ID    2.218290846    1.613058793    1.327600194    1.818454635    1.680811439    2.109819031    1.765187845    2.167407436     2.26284562    11.65650082    1.321531574    1.071676422   0.8197636317    1.076952092    1.187137415   0.9508269213    1.159281494    2.553924266    2.769120223     1.95394422     1.77179434     1.24278585     1.79279836    1.773236619    1.890378277    2.048096864    4.796298175    10.42496286    1.871975185    1.241840565   0.9046314894    1.874266031    1.564899359    1.780231683    1.636720666    2.063710798    1.797050714    1.211542557     1.49259117    1.804896334    1.550258593    1.539649808    1.994572756    2.029022225      1.9436019    1.987710171    6.596491465     2.46641697    1.591895025    1.107673191    1.250827614    1.519689365    1.403459041    1.271625973    1.567925984     4.86718659    5.930614185            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
44           NO_ID    2.220343199    1.642783507    1.207939779    1.704815587    1.734311979     2.00673172    1.865703798    2.204347948    2.248611137    10.57243338    1.410011387    1.045676101   0.8388284815    1.172520391    1.157222347    1.096950588      1.2403907    1.709049495    2.261179728    2.025853487      1.7041852    1.244207828    1.663649021    1.735386308    1.969740982    1.975559765    4.772610562    10.45271137    1.946602404    1.234970688   0.8474072126    1.950945603    1.587754195    1.803346992    1.799761191    2.140066174    1.717078712    1.529324944    1.059070606    1.710689849    1.705408327    1.541425509    1.874365949    2.003236808      2.0409459    2.037588297    5.799873964       2.358683    1.672798196    1.126423342    1.301190087    1.532983395     1.42363117    1.392839108    1.543369703    4.364860757    6.173994368 0.005772937491 6.94195623e-05 0.003649557163 0.002203550565 0.002526208983 0.001852411329 0.0005054183318 0.0001084404166 5.127913004e-06 0.0006506605997 0.004472520112 0.004459484825 0.0001863892076 0.0004855177559  0.00490287483   0.0117367124  0.01913331624          2.234  0.05737122584   0.2238136051  0.02656111901  0.03526799292 0.004237018538 
45           NO_ID    2.221652567    1.557001018    1.222626486    1.674154072    1.781957209    2.127710096    1.803767758    2.197745391    2.194152542     10.0655539     1.34669694    1.095744952   0.8167842703    1.162622925    1.125238893    1.076022284     1.13206874     2.17214439    2.390545122    2.049072509    1.738463485    1.242749877    1.630061828    1.846361974    1.936047211    2.043794542     4.74756768    11.12966417    2.012924922    1.216610082   0.7853346803    2.018577488      1.6836111    1.755961166     1.63673156    2.083568309    1.790671262    1.404496591   0.7435684954    1.729823804    1.629754708    1.615010639    1.943568756    2.105538978    1.904633564    2.074807649    6.613612623    2.135511519    1.602636527    1.233670287    1.279774813    1.497100013    1.329420164    1.337836641    1.618461986    4.725336877    6.240155911 0.006265977913 3.334314312e-05 0.004275979925  0.00266092395 0.004153243274 0.003668627609 0.0007023039505 0.0003819836844 5.127913004e-06 0.0006464276776 0.0006288146443 0.009482464157 0.0001328815301 0.0004118377326 0.0007342688628 0.004775692827  0.02482670758    2.051333333   0.0534663246   0.5018546064  0.02470179332  0.02703441595 0.003564480194 
46           NO_ID    2.221678749    1.578171218    1.224628488    1.671070728    1.670535584    1.973046825    1.872686135    2.126825361    2.173974637    10.96179035    1.462883793    1.111970763    0.843924073    1.179953439    1.167793527    1.054623713     1.23695016    2.578519356    2.274580215    1.886806189     1.71940879    1.247419776    1.764625445    1.766023358    1.938119733    2.087291961    3.977780351    10.13393925    1.887754484    1.220664806   0.9648605608    1.893433233    1.708836024    1.737489049    1.708503961    1.997371607    1.817535874    1.107950479    0.957984843    1.736510511    1.660069131    1.574080761    1.966481274    2.162993204      2.0810342    1.940274801    6.974169169    2.541921801    1.549378672     1.24653296    1.398790549    1.424787462    1.346952735    1.391415993     1.66581082    4.823362344    5.725539769            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
47           NO_ID    2.222507119    1.579892995    1.273323423    1.807378127    1.755914666    2.043556267    1.885587744    2.113492574    2.096100729    10.04895733    1.353167002    1.077717891   0.8354500771    1.124966092    1.102904518      1.0545867    1.097378816    2.630067221    2.907574459     1.90373922    1.763427038    1.187301941     1.66681826    1.759521437    2.010800105    2.108327063    4.460665248    10.14256955    1.981510373    1.246765619   0.9583363758    1.988017491    1.536658614    1.779659799    1.739395618    2.110573279    1.730216066    1.326916812    1.457329268    1.771316796    1.612579096    1.564232855    1.967034687    2.107029173    2.016198947    2.075939205    6.414158729    2.519888815    1.695352649    1.117130765    1.411316983    1.414779687    1.357432706    1.306135243    1.649301124    4.239164052    5.404311529 0.005826513861 2.575835671e-05 0.002472327051 0.000777547489 0.002390461902  0.00207517521 0.001650039301 0.001265880261 5.127913004e-06 0.0007535395076 0.004960000602 0.002634248495 0.0001166486428 0.000580654197 7.48848945e-06  0.00523966175   0.0235233412    2.176666667   0.0546731066    1.074102928  0.02932722264  0.01747194968 0.007730986824 
48           NO_ID     2.22277544    1.540550253    1.176763017     1.71564823    1.669853237    2.074363673    1.733392306    2.114751229    2.256421784     11.2299463    1.390570136    1.160690061   0.9924800692    1.184018886    1.109621329    1.048185654     1.09151729    1.866245259    2.693118346    1.988204638    1.784941324    1.149709121    1.687063381    1.733254267    1.969577622    1.970539142    4.185637104    10.00017234    2.004746336    1.284146628   0.8104140118    2.011521776     1.53469688    1.735177029    1.671170005    2.022550118    1.716540701    1.224811555    1.023506736    1.717962485    1.710256941    1.714871483    1.996652546     2.16173701    2.025890369    1.912273875     6.89722664    2.539038296    1.578922927    1.122546333    1.299612297    1.519864251    1.325255454    1.414675678    1.528118518    4.872165378    6.258074098 0.005451847081 2.804050404e-05 0.003031274083 0.001164973564 0.002678135005   0.9147646033  0.00301401217 0.002660008353 5.127913004e-06 0.0008339431847 0.004373517892 0.003769625651 0.0007207168752 9.579523408e-05 0.006684693758  0.01383089064  0.02718711886    2.382666667  0.05582668137    2.259482287  0.03043635484  0.02582731749 0.009473042652 
49           NO_ID    2.222838884    1.703960352    1.230908992     1.79179777    1.685440765    2.009997919    1.869262074    2.200018541    2.122054546    10.00005305    1.433995054    1.052067362   0.8251898421    1.228575982    1.185076054   0.9032602889    1.114341851    2.425152454    2.749112893    2.064049066    1.875632372    1.276933688    1.734114321    1.759362571    1.950486519    1.998487622    4.072760198    11.66746761    1.912565555    1.200429343   0.8634790487    1.919404439    1.614389695     1.84238804    1.655202208     2.11783046     1.75938596    1.824321411   0.9262450041    1.826440506    1.707169587    1.538844055    1.996507868    2.191359429    1.894420037    1.987583922    5.744197176    1.995809437    1.566014413    1.218442296    1.266810954    1.397646784    1.348375984    1.428925275    1.632009355    4.892312516    5.469064485            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
