%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_EP_1       obj_fn_1       obj_fn_2       obj_fn_3 
1820         NO_ID       1.651726       1.639398       1.383666       1.230177       1.149818       1.710237       1.447288       6.779849 0.0007505954176 0.0003653032299 0.001689431059 
1821         NO_ID       1.651854    1.319217208       1.375478    1.207228387       1.221456       1.707357       1.439288       7.416687 0.001697467968 0.000562074249 0.0003936099485 
1822         NO_ID       1.651855       1.387462        1.36931       1.238989       1.203089       1.746821       1.609283       0.745968 0.0005553163721 0.0004660014747 9.148692609e-05 
1823         NO_ID        1.65211       1.304518       1.592979       1.226291       1.264891        1.60417       1.482619       6.445393 0.001644544074 0.0004177330919 3.520308162e-05 
1824         NO_ID       1.652123        1.32811       1.342714       1.226369       1.141219       1.712948       1.612857       6.809386 0.002431348494 0.0002634233457 0.0004304813103 
1825         NO_ID       1.652238       1.632194    1.427826594       1.234483       1.141234       1.710109    1.500767543    7.161707195 0.001040052937 0.0002520197274 0.0001723163166 
1826         NO_ID       1.652378        1.62349       1.408406       1.234483       1.141222       1.710797       1.482808       6.431132 0.0008216133023 6.374629815e-05 0.0002740192775 
1827         NO_ID       1.652503       1.305985       1.358518       1.249177       1.330321       1.773918       1.552177       7.807758 0.002229164003 0.001082795923 0.0002421143273 
1828         NO_ID       1.653142    1.317500505       1.594353       1.233083       1.264815       1.603258    1.668767652       9.708303 0.001824206692 0.0004991710912 4.025429446e-05 
1829         NO_ID       1.653142       1.318013       1.583729       1.233083       1.287343       1.603194       1.667001       9.709327 0.002001315223 0.0004704886166 5.838484327e-05 
1830         NO_ID        1.65315       1.627354       1.380978       1.234655       1.158522       1.714077        1.44116       6.786755 0.002751902335 6.044467361e-05 0.0002304687955 
1831         NO_ID       1.653646    1.311689758       1.597681       1.203155       1.291131        1.58807       1.469795       6.785157 0.001938531261 0.0006763212353 0.0005230366428 
1832         NO_ID        1.65383       1.361308       1.351416       1.249085       1.220529       1.414079       1.608761       4.432782 0.0005151534308 0.0008517050043 1.926863935e-05 
1833         NO_ID       1.654452       1.590724       1.339107       1.261359    1.430841735       1.781916       1.540543        7.70941 0.004094178132  0.00106552509 0.0001377021311 
1834         NO_ID    1.654646498       1.354966       1.389708       1.247501       1.217441        1.46455       1.601649       6.639822 0.0005083792545 0.001038865457 0.0001367054366 
1835         NO_ID       1.654734       1.624594       1.337654       1.237517        1.14937       1.710077       1.459964       7.767475 0.001267873963 0.0006007939752 0.000125758858 
1836         NO_ID       1.655147       1.494188       1.340534       1.228753       1.351377       1.757434       1.592745        7.83441 0.002852298107 0.0002305291154 3.898308664e-05 
1837         NO_ID        1.65531       1.644402       1.371082       1.230663        1.15797       1.709445       1.469176       6.792587 0.003111452402 0.0001099669691 0.0002094241822 
1838         NO_ID       1.655348       1.590548       1.569827       1.298735       1.374061    1.714859816       1.540095       7.702686 0.003349011232 0.001065131299 4.584456303e-06 
1839         NO_ID    1.655348157       1.590292       1.341475       1.298735       1.374061    1.706280938       1.540095       7.708898 0.003352318644 0.001066117849 3.689120559e-06 
1840         NO_ID    1.655402663    1.485724017       1.384182       1.226705       1.351569        1.75743    1.596101813       6.785834 0.002513592728 0.0001348317459 0.0001310548534 
1841         NO_ID       1.655695       1.622339    1.308649771       1.329286       1.264505       1.648799       1.609281       1.197738 0.0005680418859 0.0004544033009 0.0003549162406 
1842         NO_ID       1.655695       1.622339       1.318548       1.329286       1.264505       1.648799     1.63070249       1.197738 0.0005900244963 0.0007346849021 0.0003628686802 
1843         NO_ID       1.655705    1.651881127    1.578840459       1.325222       1.271161       1.668731       1.539237       1.692018 0.0007522857677 0.000769427609 0.0003560523034 
1844         NO_ID       1.655711       1.376334        1.37493       1.224506       1.286993    1.691955812       1.608257       7.404153 0.001858911764 0.0003632055088 1.768929976e-05 
1845         NO_ID       1.656217       1.647068       1.388201       1.327558       1.262993       1.566463       1.542725   0.4182396929 0.000641411917  0.00088197715 0.0002917253865 
1846         NO_ID       1.656219       1.622317       1.318516       1.329414       1.262457       1.649143    1.601274216    2.550062762 0.0006421946051 0.0007209830567 0.0003854716845 
1847         NO_ID       1.656219       1.622317       1.318516       1.329414       1.262457       1.649143    1.611289999       2.067242 0.0006681985452 0.0007239779389 0.0003770082277 
1848         NO_ID       1.656329       1.621293    1.666594002       1.336326       1.290953       1.650815       1.609925       6.599466            100            100            100 
1849         NO_ID       1.656379       1.382557       1.374934       1.195853       1.344913       1.580332       1.600565       7.844458 0.002029885607 0.001792295199 0.001165309117 
1850         NO_ID       1.657247       1.622301        1.31538       1.329374       1.278097       1.649183    1.593375986       2.151995 0.0002237843903 0.0004425377639 0.0004008423186 
1851         NO_ID       1.657743        1.37659        1.34317        1.22505       1.352183       1.749374       1.609319        6.72017 0.002272703835 0.0002495678618 0.0001273594818 
1852         NO_ID       1.657759        1.37659       1.343426    1.211301534       1.352529       1.765758       1.609281       6.720298 0.002288538913 0.0004346290548 0.0004426126873 
1853         NO_ID    1.657912113       1.635092       1.408752       1.413907       1.428654       1.508487       1.540847    2.018145514 0.0004262080295 0.0001613610741 0.0008535802402 
1854         NO_ID       1.658011       1.377734       1.334586       1.225141       1.297765       1.775358       1.598905       6.529994 0.001810951378 0.0003162801597 6.572913033e-05 
1855         NO_ID    1.658664675       1.369966       1.343426        1.22553    1.286659242       1.756798       1.585217       5.147434 0.001644234318 0.0002629090779 0.0001251887149 
1856         NO_ID       1.661806    1.509806013    1.386692937       1.393043       1.400209       1.625956       1.510441       0.635666  0.00362497191 0.0004631954647 0.000880148906 
1857         NO_ID       1.663838       1.619724       1.303285       1.394385       1.407645       1.698796       1.699959       0.494379 0.0005345061579 0.0002608033336 0.0005386733437 
1858         NO_ID       1.663871       1.449158       1.390482       1.245261       1.222209       1.469542       1.605689       3.975353 0.0009982436922 0.0008805201242 5.567966347e-05 
1859         NO_ID       1.663881       1.632813       1.316723       1.354088       1.272657       1.545815       1.533369       0.754486 0.002277641567 0.0006330164213 0.0004586674931 
1860         NO_ID       1.663897        1.68479       1.387157       1.358822       1.270673       1.717812       1.542919       0.598942            100            100            100 
1861         NO_ID       1.663903       1.624884       1.493536       1.405405       1.425494       1.518325       1.724683       3.266123 0.0002444810185 0.0001754149914 0.0004184407339 
1862         NO_ID       1.663903       1.628935       1.493536       1.405405       1.425494       1.518325       1.724683       3.266123 0.0001836142311 0.0001811933525 0.0004130539379 
1863         NO_ID       1.664045        1.62302       1.337901       1.355441       1.421979       1.777184       1.545383       2.597184 0.002400868394 0.0004835272356 0.0007455972592 
1864         NO_ID       1.664045        1.62302       1.338645       1.359537    1.415978499    1.782906032       1.535935        3.66624 0.002028301162 1.354212294e-05  0.00078078142 
1865         NO_ID       1.664059       1.369288       1.527813       1.213418       1.265356       1.510356       1.745189       5.509459 0.001899948174 0.000604533182 0.0006257806427 
1866         NO_ID       1.664398       1.370616       1.594255       1.232989       1.267565       1.707354       1.434979       6.440605 0.001518784028 0.0004904600253 7.340900051e-05 
1867         NO_ID       1.664553       1.646029       1.313322         1.4858       1.261215       1.526935       1.600336       2.597686 0.008411040348 0.0008095134346 6.804965589e-05 
1868         NO_ID        1.66479       1.322372       1.599151       1.232797       1.267601       1.568094       1.437489       5.612481 0.001377476126 0.0006246369687 2.817131741e-05 
1869         NO_ID        1.66515       1.444605       1.669667       1.214301       1.484947       1.727135        1.43788       7.444027            100            100            100 
1870         NO_ID       1.665439    1.685910343       1.563894       1.226705       1.351547    1.729334805       1.609275        6.78513            100            100            100 
1871         NO_ID       1.666089       1.634173       1.315957       1.329512       1.261425       1.525335       1.534805       2.589494 0.0005338592268 0.0008635456704 0.0004901013796 
1872         NO_ID       1.666623       1.445318       1.422052       1.245709       1.224097       1.468006       1.605717       4.188345 0.001083643623 0.0009684826144 3.339974029e-05 
1873         NO_ID    1.666842712     1.62793156     1.30225744    1.392850531    1.395949695    1.702036391    1.715587374   0.6364977158 0.0004339589071 0.0003918631123 0.000626954715 
1874         NO_ID       1.667646       1.382349       1.526434    1.331022173       1.262225       1.651655        1.67118       0.863068 0.007511067928 0.0002099566577 0.001140017994 
1875         NO_ID    1.667923626       1.590292     1.34175848       1.298735       1.374061       1.789276       1.540095       7.708898 0.003332569631 0.001271674547 4.819195262e-05 
1876         NO_ID       1.669833       1.635092    1.418325066    1.407059019       1.428654       1.508487       1.540847       2.183504 0.0008433091946 1.757536923e-05 0.001053877827 
1877         NO_ID       1.670911    1.628896505        1.36847       1.196295       1.303121       1.768338       1.600577       6.662506 0.002997055079 0.001193586109 0.001046499753 
1878         NO_ID       1.672621       1.644732       1.404629        1.33111       1.272281        1.58034       1.519599        0.59094 0.0003690115265 0.0008362891328 0.0004220875377 
1879         NO_ID       1.672729         1.6447       1.440469       1.326918       1.262993    1.600351799       1.542919       0.598622 0.0005702342607 0.000910448221 0.0003616756031 
1880         NO_ID       1.673609       1.526544       1.421896       1.204741        1.14984       1.518238       1.613381       8.970736 0.001140541836 0.0008595417075 0.0006569188994 
1881         NO_ID    1.674135052       1.632194       1.408246       1.234483       1.141234       1.710109       1.482616       6.444444 0.000666289417 0.0002464506972 0.0004003059618 
1882         NO_ID       1.674377       1.582528       1.423176       1.204869       1.141216       1.527544       1.599653    5.913989679 0.002490845708 0.0007202890086 0.0009755380606 
1883         NO_ID       1.674393       1.619392    1.341310492       1.327366    1.260108996    1.561090668    1.528893331       2.001406 0.0002117151886 0.000803384807 0.0005360485741 
1884         NO_ID       1.674393       1.619392    1.341310492       1.327366    1.260108996    1.561090668    1.548546117    2.035944333 0.0002455143037 0.001005913461 0.0005373324517 
1885         NO_ID       1.674393       1.619904       1.339894       1.327878       1.271323       1.561095       1.535935        2.06929 0.0003355141538 0.0006992312993 0.000600833717 
1886         NO_ID       1.674429        1.61942       1.448425       1.321562       1.289853       1.573779       1.732519       0.591262 0.001060350561 0.0009990262684 0.0004500731146 
1887         NO_ID       1.674491        1.44529       1.480159        1.22135       1.239364       1.504148       1.544427       8.560988 0.001691333787 0.0003770151286 0.0001184293524 
1888         NO_ID       1.674521        1.61942       1.451945    1.321577677       1.262993       1.573779       1.542727   0.5014417032 0.0002532417607  0.00108609962 0.0003931538341 
1889         NO_ID       1.674777       1.644956       1.408965       1.327942       1.328529       1.503603       1.543943       0.599262 0.001250999052 0.0008825989248 0.0005406202766 
1890         NO_ID        1.67643    1.442436977       1.359414       1.194449       1.224016       1.531933       1.436984       6.775759 0.001736192231 0.001534619259 0.001265616283 
1891         NO_ID        1.67661       1.358794        1.60004       1.221031       1.364633       1.523105       1.421095       7.469139 0.002440977627 0.0001674086037 0.0001254273303 
1892         NO_ID        1.67819       1.627932       1.301697       1.393043       1.400187       1.700708       1.543739   0.8717141997 0.0001552948883 0.0004443305481 0.0007568269656 
1893         NO_ID       1.679515        1.36135       1.330666       1.224625       1.297765       1.777102       1.601597       6.792266  0.00181811875 0.0004681279447 0.000143600112 
1894         NO_ID       1.679999       1.354654        1.44974       1.226957       1.202845       1.435686       1.575971       4.656526 0.000848594092 0.000592949249 0.0001743308221 
1895         NO_ID       1.680318       1.371461       1.528514       1.216967       1.160377       1.652191       1.715992        0.69098 0.004359074643 0.0001100436546 0.001440506606 
1896         NO_ID        1.68403       1.382261       1.526722       1.214407       1.158801       1.633255       1.713944    1.669301451 0.001180574681 0.0005377294232 0.0001117438973 
1897         NO_ID       1.684495       1.382292       1.348194       1.254109       1.115281    1.635040236       1.585415       6.759806 0.001961366591 0.000302822879 0.0007351361902 
1898         NO_ID    1.685660563       1.382261       1.526722       1.214407       1.160337    1.624353988    1.701874776       0.697732  0.01308880891 0.001238469696 2.183639469e-05 
1899         NO_ID       1.694645       1.367216       1.539325       1.224218       1.289348        1.55418       1.701611       8.619172  0.00281271016 1.23548002e-05 0.001050864515 
1900         NO_ID       1.695007       1.381276       1.526523       1.225386       1.265488       1.505476       1.715607       8.865392 0.003311178207 0.0001147901367 0.001126176188 
1901         NO_ID       1.695739       1.323104       1.490023       1.248874        1.28986        1.55386       1.562347       8.556336 0.001239713031 0.001425476778 0.0001143538854 
1902         NO_ID       1.695999       1.381276       1.526519       1.225706       1.265284       1.554628     1.72918321       8.554096 0.002653905457 1.108403964e-05 0.001022629764 
1903         NO_ID       1.703679    1.663193357       1.329686       1.214721       1.319665        1.75047       1.601585       6.129034 0.002922169596 0.0002286599129 0.001032759306 
1904         NO_ID       1.704208       1.363344       1.395621       1.222717       1.225249       1.414943       1.717041        4.29411 0.001717261328 7.071639439e-05 0.001476212342 
1905         NO_ID       1.704771        1.38122       1.526631       1.223204        1.28986       1.488324       1.714759    8.256070268 0.003383616786 0.0001989639454 0.001198666708 
1906         NO_ID       1.709438        1.32812        1.35899       1.249501       1.220205       1.416539       1.552547        4.69427 0.0001556905096 0.001396989126  0.00059417149 
1907         NO_ID    1.709765818    1.304570477        1.40748    1.249181331       1.225249    1.414942774       1.565489       4.296542 0.0002002069775  0.00131596357 0.0003720754346 
1908         NO_ID       1.710494       1.324612       1.364974       1.226717       1.220241       1.416439       1.568681       4.498398 0.001011642887 0.0006287862796 0.0004927641588 
1909         NO_ID       1.715226       1.383755       1.529762       1.214695       1.131921       1.652167        1.54272       2.602564 0.001897467175 0.001012807139 0.001780090138 
1910         NO_ID    1.731250954       1.630132       1.661104    1.409650657       1.430374       1.513163    1.655291103       2.032075 0.0005719572519 2.846291438e-05 0.002421262448 
1911         NO_ID       1.782927       1.375706       1.465447       1.238866       1.269114         1.5535       1.491107       8.559088 0.001487520149 1.099805215e-07 0.002604149555 
1912         NO_ID       1.450319       1.333167       1.407689       1.175622    1.417494346        1.57873       1.588156      10.951353  0.00476177844 0.0001300129907 8.195075576e-05 
1913         NO_ID       1.450381       1.357231       1.451947        1.17541       1.406281       1.574442       1.519559       8.848477            100            100            100 
1914         NO_ID       1.505742       1.373632       1.403384       1.244083       1.225593       1.623476       1.576177       4.448926 0.0007332320796 0.003291116406 0.0006847651081 
1915         NO_ID       1.584511       1.354966       1.389708    1.263550685       1.217441        1.46455       1.601649       6.639822  0.00159185682 0.001290334011 0.0004845921085 
1916         NO_ID       1.584895       1.354966       1.389706       1.247453       1.217441       1.451878       1.675162        6.34491 0.0004523001862 0.001217165617 0.0003468349908 
1917         NO_ID       1.586047       1.355078        1.38926       1.247501       1.217441       1.447302       1.601279       6.642474 0.0005139478366 0.001233661304 0.0003307844083 
1918         NO_ID    1.601106616       1.451433       1.467867        1.33194       1.370449       1.506726       1.539934   0.9630178394 0.0005015227171 5.993508548e-05 0.001530008506 
1919         NO_ID    1.601106616       1.451433       1.467867        1.33194       1.370449     1.52617016       1.539934       1.323344 0.0004061024704 8.764551865e-05 0.001576743343 
1920         NO_ID       1.612998       1.361344       1.403384       1.249133       1.225361       1.414943       1.559857        4.28469 0.0005706921396 0.0008423037684 4.841578656e-05 
1921         NO_ID       1.613006       1.373632       1.404152       1.249075       1.225593    1.623475701     1.60391314       4.432542 0.000570590172 0.0006870258587 9.311711287e-05 
1922         NO_ID    1.613412882       1.422377       1.465211       1.330438       1.391173       1.503773       1.534791       1.483088 0.0003994359838 4.095644401e-05 0.001223624192 
1923         NO_ID    1.613573945       1.354966    1.401105726       1.247501       1.217441        1.46455    1.609679116       6.639822 0.0006036735394 0.0008649260106 7.178109317e-05 
1924         NO_ID       1.616493       1.367977       1.467867        1.33194       1.373031       1.508006       1.540574       1.507836  0.00330447048 0.001025109991 0.002631222903 
1925         NO_ID       1.622921       1.524032       1.423048    1.369047066       1.264575         1.6494        1.60943       9.586344  0.01534174332 0.0003118969142 0.0008209891744 
1926         NO_ID       1.622971       1.553719       1.332462       1.240045       1.351569       1.719212       1.600549       6.796202 0.002852908862 0.0004456984528 0.0002500289252 
1927         NO_ID       1.623098       1.308062       1.605417       1.243911       1.283755       1.500278       1.796683       6.212465 0.001461686249 0.0007590190977 6.039495761e-05 
1928         NO_ID       1.623182        1.31395       1.610428       1.253591       1.268883       1.517174       1.769195       4.721137 0.0007720938775 0.0008430768418 4.863750885e-05 
1929         NO_ID       1.623182       1.318174       1.597169       1.243175       1.269115        1.60319     1.79157538       5.835249 0.0009861038819 0.0007709882639 7.500962431e-05 
1930         NO_ID       1.623342       1.378789       1.596937       1.245927       1.308507       1.555458       1.768495       5.731257 0.001630442924 0.0006306122251 6.79315718e-05 
1931         NO_ID       1.623449        1.64566       1.388273       1.374246       1.262993       1.566463       1.503301       0.461296            100            100            100 
1932         NO_ID       1.624601     1.63626484    1.496550115       1.486286       1.278353       1.609243       1.535557       1.706494            100            100            100 
1933         NO_ID        1.62479       1.315597       1.605179       1.145039       1.281183       1.508506       1.704649      10.572159 0.003006070152 0.006195839513 0.004303332088 
1934         NO_ID       1.624985       1.623303        1.33245        1.33367       1.351313       1.648099       1.601273        0.64017 0.001711648002 4.747886235e-05 0.000819386439 
1935         NO_ID       1.627016       1.341988       1.584503       1.234492       1.285779       1.609466       1.698857       8.954751 0.001589564286  0.00048345055 0.0002333744134 
1936         NO_ID       1.627278       1.307549       1.594489       1.239611       1.268223       1.606842       1.498089       9.996791 0.002084932639 0.001244770348 0.0003541579937 
1937         NO_ID    1.627762561       1.632194       1.408246       1.234483       1.141234       1.710109       1.482616       6.444444            100            100            100 
1938         NO_ID       1.628574        1.36106       1.584375         1.1575       1.154707       1.561466       1.698665       7.760588 0.001022691143 0.004878665421 0.003125346874 
1939         NO_ID       1.629695        1.36323        1.33646     1.13479772       1.203393    1.594967618       1.556519        4.51195 0.001519919499  0.00766828737 0.005275176805 
1940         NO_ID       1.629741       1.463745       1.463707        1.33195        1.36159        1.50507        1.74051        8.24968 0.001122646996 0.0002811105007 0.000725946329 
1941         NO_ID       1.631135    1.602249233       1.366676       1.228929       1.305217       1.772466       1.596457       1.881546 0.002333745964 0.0001981286945 0.0004422874946 
1942         NO_ID       1.631243       1.328335       1.354978       1.234863       1.290989        1.77267       1.621942       6.660322 0.001599431015 0.000411283214 0.0001972653539 
1943         NO_ID       1.631246       1.648098       1.348227       1.221297       1.113594       1.709213       1.439166       6.800155            100            100            100 
1944         NO_ID       1.631276       1.382245       1.608355       1.214405       1.422483       1.523103       1.437982       7.643777 0.003165303543 0.0003638793655 0.0003663444411 
1945         NO_ID       1.631277        1.62302       1.333909       1.490609       1.416094       1.782906       1.534531        3.66624  0.01702905843 0.0006462726614 0.0004294865597 
1946         NO_ID       1.631278    1.375086812       1.610371       1.221309       1.375891       1.519007       1.438014       7.848787  0.00271967932 6.106230331e-05 0.0001335064684 
1947         NO_ID       1.631278       1.382091       1.479298       1.214391       1.158789    1.651021124       1.713896       2.606468 0.0009459091251   0.0001773798 0.0003560882013 
1948         NO_ID       1.631586       1.576157       1.610341       1.253645       1.464467       1.530143       1.441518       5.069003 0.003546614316 0.0004464715262 6.298822044e-05 
1949         NO_ID       1.631675       1.622509       1.309556        1.33127       1.280361       1.624508       1.598821       2.599231 0.0002210427906 0.0003141495445 0.0007257436114 
1950         NO_ID       1.631688       1.426887       1.321518       1.226709       1.287505       1.745012       1.589093        6.61089  0.00191823392 7.561598033e-05 0.000246548941 
1951         NO_ID       1.631759       1.372126       1.361264       1.234887       1.232259       1.789006       1.615158       6.603634 0.001218028033 0.0004316484134 0.0001347185503 
1952         NO_ID       1.631887       1.361182       1.369502       1.128397       1.203577    1.718744839       1.589411        4.51375 0.001518892809 0.008419741674 0.005900511807 
1953         NO_ID        1.63197       1.580381       1.598435       1.243181       1.464699       1.603487        1.47043       5.888203 0.003657294569 0.0005640719516 7.31058471e-06 
1954         NO_ID       1.632025         1.6335       1.451895       1.317482       1.275793       1.568883       1.542215       0.500522            100            100            100 
1955         NO_ID       1.633854       1.451978       1.617154       1.227621       1.422019       1.514803       1.482687       6.611571 0.003026223703 0.0001031688972 0.0001796838317 
1956         NO_ID    1.634444401        1.36135       1.354282       1.223661       1.351327       1.791518    1.594533134       6.792146 0.002362716102 0.0001152334022 0.0002846028217 
1957         NO_ID    1.634877628       1.420329       1.464987        1.33027       1.390277    1.501661001    1.534790743       1.548624 0.0003825325684 0.0001144665465 0.0009084850153 
1958         NO_ID    1.634928303       1.308062       1.597353       1.243271       1.284011       1.598582       1.772107       5.836273 0.001199984736 0.0007437130731 0.0001337195764 
1959         NO_ID       1.635481    1.603882755       1.335631       1.335918       1.279965       1.652263       1.547877        1.61191 0.001125096403 0.000293307651 0.0007291876978 
1960         NO_ID    1.636142046       1.303558       1.367286       1.234305       1.354577    1.491092279       1.600889       6.178602 0.002481690339 0.0003722357524 6.544405881e-05 
1961         NO_ID       1.636492    1.480381884       1.454413       1.446447       1.343122       1.506808       1.564888       4.154035 0.009075748939 3.743693101e-05 0.0004704631192 
1962         NO_ID       1.636886       1.623326       1.355148       1.391603       1.418171       1.684348       1.731899        7.82351 0.002330705362 0.0001389831294 0.0005566940872 
1963         NO_ID       1.637274        1.44929       1.617156       1.225187       1.403471       1.578795       1.417399       7.905875 0.003082788007 0.0001820514018 0.0001305037151 
1964         NO_ID       1.637446       1.361344        1.40492       1.249133       1.226129    1.709230111       1.559649       4.432774 0.0004772987735 0.0008404011373 7.618884283e-06 
1965         NO_ID       1.638044        1.34496       1.592547       1.159563       1.265015       1.510778       1.674281       9.220467 0.002743883987  0.00506424242 0.003344438065 
1966         NO_ID       1.638079       1.303966       1.366678       1.241473       1.303377    1.765283408     1.59140381        6.06289 0.001677403426 0.0007022323993 1.608656431e-05 
1967         NO_ID       1.638143       1.301454       1.368468    1.230777907       1.307521       1.766322       1.600417        6.07585 0.001842043449 0.0004694357445 0.0001002248961 
1968         NO_ID       1.638143       1.304542        1.36847       1.240961    1.267003798       1.768338       1.600561       6.067658 0.001282180334 0.0007341874822 4.582344662e-06 
1969         NO_ID       1.638166       1.623508       1.350353       1.398739       1.396067        1.71286       1.675211       2.088918  0.00118559596 8.90196411e-05 0.0008085157116 
1970         NO_ID       1.639238    1.444452688       1.617316       1.221285       1.422211    1.488784892    1.436647788       7.614803 0.003082639262 3.299418324e-06 9.546525755e-05 
1971         NO_ID       1.639238    1.444452688       1.617316       1.221285       1.422211    1.488784892    1.438278255    9.190995347 0.003430377369 0.0001994942593 0.0001090323826 
1972         NO_ID       1.639238    1.444452688       1.617316       1.221285       1.422211    1.488784892    1.453855922       7.614803 0.003078275341 2.644482132e-06 8.195920233e-05 
1973         NO_ID       1.639323       1.368953       1.321514        1.23767       1.323922       1.764718       1.601661       6.089015 0.001864600578 0.0006036499944 5.950190131e-05 
1974         NO_ID       1.639438       1.617321       1.343734       1.230505        1.15704       1.708425       1.438712       6.785835 0.002512509164 0.0001966921273 0.0003495927938 
1975         NO_ID       1.639483       1.632205       1.309308       1.331368       1.239001       1.690103       1.608773       2.522495 0.001112366233 0.0004960829427 0.0005664984359 
1976         NO_ID       1.639498       1.433292       1.681956       1.221093       1.422211       1.513271     1.69153963       7.606035            100            100            100 
1977         NO_ID       1.639689       1.624488       1.474629       1.354182       1.276829       1.654271       1.543645       0.425334 0.002236058305 0.0002570851199 0.0005783278483 
1978         NO_ID       1.639691        1.50316       1.342536       1.225404       1.308496       1.506775       1.617884       8.872753 0.002128700968 0.0001265890838 0.0001514934257 
1979         NO_ID       1.639691    1.511796488        1.34356       1.225404       1.308496       1.506811       1.620956       8.872625 0.002103389856 0.0001349374476 0.0001465648558 
1980         NO_ID       1.639691       1.526697       1.440808       1.200828       1.326504       1.506803       1.621268       8.872625 0.002136511679 0.001396927216 0.000909716102 
1981         NO_ID       1.639691       1.527209        1.34356       1.225404       1.308496       1.506811    1.620260437       8.872625 0.002039054412 0.0001560695027 0.0001336204971 
1982         NO_ID       1.639691    1.536385731    1.331130164       1.225404       1.308496       1.506811       1.620956    9.375516794 0.002018167318 0.0001993678318 9.138979061e-05 
1983         NO_ID       1.639691    1.537297566        1.34356    1.222846888       1.308496       1.506811       1.620956    8.813938222 0.002008791056 0.0001659619408 0.0001288566352 
1984         NO_ID       1.639691    1.537335584        1.34356       1.225404    1.280755149       1.506811       1.620956       8.872625 0.001896377994 0.0001870297459 0.0001069673656 
1985         NO_ID       1.639691     1.61991633       1.343728       1.222844       1.269104       1.537655       1.617884       8.456689 0.004033423319 0.0004897180407 0.0001004654554 
1986         NO_ID       1.639817       1.566656       1.427656       1.225045       1.141328       1.509704       1.601383       9.139608 0.002176685552 0.0002531244141 4.233756114e-06 
1987         NO_ID        1.63983    1.634716418       1.621538       1.225223       1.274463       1.488794       1.711817       8.940031 0.002734131325 0.0001605297011 0.0001919778051 
1988         NO_ID       1.639834       1.444709       1.584804       1.221061    1.404866741       1.480434       1.438278       7.614915 0.002923353073 1.398772826e-05 8.468321909e-05 
1989         NO_ID       1.639961       1.638193    1.337762566       1.487366       1.274449    1.488922598       1.543749        1.73107 0.009162576309 0.0002375904053 2.872879061e-05 
1990         NO_ID       1.639993       1.624001       1.433935       1.334126       1.291165       1.653607    1.544689112       1.362054 0.0002254519576 0.000492916036 0.0005730973137 
1991         NO_ID       1.639995       1.322386       1.355306       1.248237       1.351319    1.530653976       1.602357        6.79215 0.002317611878 0.0008151384245 0.000273858625 
1992         NO_ID       1.640203       1.519017        1.34368       1.241734       1.349552       1.520011       1.727964       8.890658 0.002525431351 0.0004849324468 9.148481445e-05 
1993         NO_ID    1.640244359         1.5903       1.302289       1.395091    1.396805841        1.70178       1.731643       6.780031 0.002624677955 0.0001164108965 0.0002337038294 
1994         NO_ID        1.64025    1.456141558       1.587812       1.221273       1.485651       1.568299       1.416791       7.836459 0.003843756388 5.53392993e-06 0.0001653120037 
1995         NO_ID       1.640683     1.53507636       1.331126       1.225724       1.308292       1.555963       1.616256       8.561329 0.002459178259 0.0002188749819 7.811390424e-05 
1996         NO_ID       1.641353       1.518912       1.422024       1.225029       1.141328    1.513371147    1.588181693       9.134768 0.002925435347 1.595073151e-05 0.0001023154206 
1997         NO_ID       1.641353       1.518918        1.42222       1.233221       1.141336       1.520988       1.701447       9.127592 0.002825968496 3.286922559e-05 0.0003066230131 
1998         NO_ID       1.641367       1.501734       1.441014       1.218225       1.157872       1.514238       1.570232       9.149232 0.001194488819 0.000103964769 3.527065413e-05 
1999         NO_ID    1.641384761    1.342628423       1.583735    1.234299941       1.285779       1.609082    1.706775994    8.147451936 0.001607384382 0.0004318826153 0.0001057911816 
2000         NO_ID       1.641609       1.521088       1.422024       1.223493        1.13992       1.508856       1.601255       9.138608  0.00264498515 8.999375506e-05 0.0001826021195 
2001         NO_ID       1.642911       1.502374       1.424072       1.225073          1.158       1.508728       1.571798       9.159344 0.0007249032962 0.0004500633123 0.0002089488952 
2002         NO_ID       1.643065       1.590577       1.320672        1.49543       1.273721       1.489691       1.543749       1.728742 0.008735581556 0.0005088272548 8.90457014e-05 
2003         NO_ID       1.643069       1.370662       1.428342       1.214897       1.158288       1.513206       1.583896       9.152304 0.0004952078638 0.0001592612804 0.001689798485 
2004         NO_ID       1.643407       1.559977        1.38452       1.225404    1.338632387       1.506717       1.621372       8.872753 0.002440226857 0.0002053265076 0.0001134015354 
2005         NO_ID    1.643734712       1.622317       1.318516       1.329414       1.262457       1.649143       1.609285       2.067242 0.0006863537903 0.0004935191577 0.0005915002642 
2006         NO_ID       1.644235       1.453457        1.34356        1.22374       1.325608       1.506783       1.621812       8.872785 0.002317334093 9.209508684e-05 0.0001845722804 
2007         NO_ID       1.644282        1.45192       1.604724       1.231907       1.405647       1.546015       1.401651       6.426463 0.002799222675 0.0002156003009 0.0001926259111 
2008         NO_ID       1.644425       1.519552       1.419912       1.221125       1.207184       1.519144       1.608885       9.138672 0.001655257638 8.748238727e-06 0.0001176037008 
