%eval_id interface DAKOTA_Zn_RC_1 DAKOTA_Zn_RC_2 DAKOTA_Zn_RC_3 DAKOTA_Zn_RC_4 DAKOTA_Zn_RC_5 DAKOTA_Zn_RC_6 DAKOTA_Zn_RC_7 DAKOTA_Zn_RC_8 DAKOTA_Zn_RC_9 DAKOTA_Zn_EP_1 DAKOTA_Zn_EP_2 DAKOTA_Zn_EP_3 DAKOTA_Zn_EP_4  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2  DAKOTA_S_RC_1  DAKOTA_S_RC_2  DAKOTA_S_RC_3  DAKOTA_S_RC_4  DAKOTA_S_RC_5  DAKOTA_S_RC_6  DAKOTA_S_RC_7  DAKOTA_S_EP_1  DAKOTA_S_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20      obj_fn_21 
157          NO_ID     2.48300027     1.72090375    1.902950521     1.93342583    2.076800236    2.146421448    2.099195852    2.013100852     2.05886347    4.842602356    1.152993459    2.424618498    1.413875859    1.506431518    1.231205965    1.411364317    1.487523281    1.417489249    1.280849016    1.525348839    4.627919644    5.384253013    1.808390994    1.766432229    1.225323437    1.841485328    2.009657764    1.617254038    1.774892637    1.752753644     1.59969302    1.755892908    1.395454479    1.361289125    1.541318738    1.269254715    1.584710573     1.73351459    1.411355567    2.781870216    1.744175306    1.396554259    1.083297743   0.9762102328    1.160985777    1.080503707    1.056574549    1.115509058    2.367964783    3.102117825            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
158          NO_ID    2.483804309    1.740299226    1.960176061    2.006392998    2.073596051     2.15910169      2.1148999    1.904994717    1.950427383    5.442954637    1.322502781    2.534939063    1.287192943    1.632758453    1.251094858     1.34570344    1.465296029    1.369044843    1.369082968    1.572714427    4.798128805     5.33106697     1.84237503    1.778006537     1.17439401    1.779371488    1.864238722    1.775610306    1.918985252     2.56414267    1.034120609    1.700789561     1.57712776    1.305400183    1.559182559     1.24772381    1.541501873    1.767082459    1.481718527    3.023646283    1.512366934    1.300819083    1.153717069   0.9045119753    1.191577536    1.170811927   0.9192154152    1.123873564    2.577283852    2.856491916            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
159          NO_ID    2.483908767     1.91329932    1.959853037    1.935571979    2.075385483    2.167548356    2.060582036    1.908269616    1.962541952    5.092152013    1.164381277    2.510650536   0.7402895671    1.631968238    1.138969203    1.391948513    1.520069352    1.334440266    1.437780294    1.468632864    4.038366586    5.710447965    1.727673003      1.6888844    1.122523354    1.687685425    2.021978148    1.808336542    1.774919249    2.536340575    1.538472744    1.756828016    1.544567435    1.405947586    1.544399995    1.216952918    1.450495942    1.697982031    1.454222534    2.629189469     1.81606217    1.441698789    1.069968001   0.8558703474    1.131667027    1.174937204   0.9168188604    1.118736379     2.42488735    2.187995772            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
160          NO_ID    2.484102233    1.822184077    1.951327286    1.977948517    2.119953165    2.141937958    2.197218898    1.882265021     1.93084463    5.108937733    1.279586729    2.143301616    1.143831818    1.660693047     1.21056344    1.336734694    1.470827385    1.429096142    1.371238104    1.595613973    4.637579793    5.513395599    1.721789624     1.81657259    1.136564266    1.746681235    2.005925908    1.815675641    1.753611246     1.79534536    1.384176855    1.735713479    1.505253149    1.366562657    1.565661996    1.222206314    1.585500616    1.655880893    1.433471334    2.145726227    1.622342201     1.44398868    1.099805569   0.8978348037    1.162681728    1.076369009   0.9035694977    1.100509112    2.405325752    2.789038009            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
161          NO_ID     2.48480576    1.915109943    1.959229698    1.911810603    2.052160645     2.06089512    2.123306108    1.924529376    2.008514739    5.450687501   0.7086882219    2.375662381    1.184617409    1.621139448    1.266717673     1.31762339    1.344307661    1.439566172     1.31627294    1.509561514    4.667229183    6.175412933    1.684891697    1.679829154    1.133013762    1.703227904     1.92659848     1.79920257    1.857274738    2.164592214   0.9714529909    1.640080498    1.472028386    1.291920296    1.603891101     1.32118903    1.429815417    1.620197209    1.574718407     2.75565078    1.785673546    1.471056051    1.068262632   0.9386581909      1.1501955    1.100980305   0.9252815809    1.161503161    2.580732386    2.622772603            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
162          NO_ID     2.48495208    1.826832309    1.885999195    1.946004599    2.221562294    2.088580547    2.085640526     2.05565738    2.044383321    5.495719567     1.18852723    2.173056583    1.192192546    1.509200143    1.217866008    1.380600405    1.461086953    1.327339917    1.424564192    1.639644711     4.93698059    5.812403177    1.697272457    1.766356194      1.1670826    1.873434154    1.851589808    1.720002525    1.838197496    2.206984735    1.430865065    1.621149576    1.392229256    1.310572208    1.619154175    1.210791551    1.476152756    1.597794701    1.595448931    2.166680384    1.718693071    1.387754377    1.109947393   0.9267771233     1.15495452    1.093813401   0.9763775279    1.083041472    1.983766592    2.419708597            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
163          NO_ID     2.48974784    1.785002865     1.83420838    1.900990551    2.138677004    2.091789999    2.197209546     1.95750626    2.066943309    5.485518275    1.053972379    2.127093343   0.6515802974    1.692668106    1.270711446    1.372365659    1.500814171    1.422565707    1.282673411    1.473224325    4.856329741    5.687889797    1.847584362    1.746928577    1.226606295    1.873557455    2.002025832    1.626702215    1.877088194    2.434131628   0.7953849717    1.664836034     1.39582919    1.331685374    1.617826585    1.331506194    1.500475373     1.70803613    1.418012453    2.401093413    1.259698925    1.383406929    1.147637351   0.9268558445    1.134075035    1.184348797   0.9682215034    1.101889206    1.912572518    2.669474572            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
164          NO_ID    2.491179464    1.831643051    1.829174253    1.845071187     2.15654399    2.247556172    2.071132498    2.004059633    1.964422121    5.244883241   0.6126232151    2.251533527    1.461538575    1.645623013    1.166935216    1.232703981    1.406495054    1.380134939    1.349373328    1.613026142     4.79241242     6.12165177    1.818735778    1.738791428    1.197397284    1.840163758    1.980316169    1.690850451    1.850197997    2.587290119   0.7954778497     1.63937746    1.473101075    1.326669823    1.536448648    1.226645065    1.451225995    1.700581145    1.559704699    2.642240584   0.9817889666    1.436829342    1.020754822   0.8332655081    1.140452355    1.153690038   0.9349694889    1.213947409    2.547124886    2.836714085            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
165          NO_ID    2.492857897    1.794976885    1.987874168    1.874248891    2.203409114    2.209197605    2.065013632    2.028066878    2.051451643    4.987531348    1.420088031    2.384951233   0.7039958859    1.686072085    1.118079372    1.334117915      1.3953268    1.486789945    1.306632505    1.520682367    4.684819941    5.502337828    1.838236625    1.696661731    1.258277798    1.769342394    1.888165438    1.768852348    1.868731461    2.635791973    1.424379563    1.659589358     1.44613528     1.41115008    1.585838248    1.246544394    1.497347685    1.743851881    1.603611271    2.307996639   0.9407907512    1.442228878    1.180589574   0.8735573275    1.186300962    1.064668946    1.076675242    1.248627762    2.635294457    2.331538734            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
166          NO_ID    2.493032432    1.779741867    1.972859199    1.896123365     2.10234025    2.049890605    2.098034475    1.880015198    1.946835742    5.348394776   0.7378608277    2.106841038   0.7800946432    1.684752686    1.270700213    1.388370896    1.539645684    1.438021093    1.270605876    1.505553489    4.493488558    5.973181811    1.814331745    1.848838651    1.110461029    1.693480185    1.908174847    1.761437193    1.803025569    2.155710967   0.8154990932    1.594058001     1.53488406    1.474359018    1.542181365     1.23422431    1.601249623     1.73321584    1.443239508    2.304426827    1.248473977    1.345411674    1.124253573    0.950313724     1.08816436    1.160953786     1.00768462    1.094810044    1.872874396    2.806452479            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
167          NO_ID    2.493375105    1.866602771    1.902604218    1.942335314    2.196593543    2.164390091    2.077796016    2.039609904    2.030293143    5.443584967   0.9559428535    2.485978435   0.7958803797    1.575596372    1.205039993    1.247854561    1.370910852    1.452137991    1.425016896    1.642491631    4.184585211    6.101591119     1.83991806    1.717992082    1.129800209    1.839704183    1.859006108    1.787443209     1.82167003    2.038374781    1.307579475    1.613045135    1.398277727    1.302520114     1.60738045    1.391871271    1.543910204    1.778176466    1.560481175    2.435016734    1.568467295    1.306269746    1.026199034   0.8174695349    1.139866118    1.197239027   0.9343240958     1.17777697    2.124885093     2.21170496            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
168          NO_ID    2.494341723    1.802185574    1.832531383    1.879131886    2.062957415    2.090089739    2.099528524    1.985664985    2.085089326    4.929726542   0.8189692609    2.095350402    1.254571392    1.572567973    1.272381795    1.263837694    1.489845727    1.454947913    1.273489188    1.583216081    4.679786989    5.889958409    1.696700835    1.686908959    1.223611829    1.809899382    1.935652782    1.660900425    1.869711321    2.644573367     1.05684884    1.662053044    1.455100248     1.38230115     1.59318493    1.315057663     1.54939089    1.785713454    1.429722648     2.73640108     1.09229381      1.3481165    1.008350296     1.01397304    1.178684473    1.246732092   0.9468107341      1.1355302    2.386400022    2.516499612            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
169          NO_ID    2.494931482    1.753977024    1.824994342    1.933025827    2.087039386    2.192405105     2.15244922    2.000965273    2.038837167    5.290392064    1.505457495    2.154639864   0.8663693361    1.674590134    1.177407992     1.34236353    1.512133682     1.30797541    1.374745363     1.59801415    4.944423408    5.672466197    1.698369103    1.723818128    1.178716256    1.864267271     1.88494117    1.672079899    1.723705424    2.518155917    1.132163953    1.716636906    1.381608207    1.389827133    1.501662732    1.265647593    1.459232238    1.747111952    1.595612866    2.054347026    1.259951824    1.451304365    1.083797378   0.9698642321    1.183894499     1.22720537   0.9812277618    1.163028181      2.5539039    2.194865621            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
170          NO_ID    2.495005528    1.877118805    1.915005059    1.902191202    2.210049625    2.240629204    2.072320047    1.997185632    2.055383811    5.078016165     1.03625754    1.789650416   0.6597726429    1.529089684    1.260268813    1.370422619    1.533395999    1.461662289    1.381614774    1.515096187    4.026254972    6.157327865    1.818014182    1.752571243    1.161830289    1.876814715    1.892391155    1.739451614    1.865191249    1.804979189    1.577507737    1.658196777    1.562114642    1.368906606    1.612387979    1.369164267     1.48653581    1.777708027    1.495349899    2.273598108    1.200556297    1.457201407    1.054649705   0.9166657881    1.044291091    1.080918518   0.9560884068    1.244687089    2.590904037    3.103515902            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
171          NO_ID    2.496177127      1.9093588    1.985561606    1.948790198    2.176233726    2.174168673    2.139265134    1.958576825    2.022066969    4.985284391   0.9314210267    2.071954958   0.7711572462    1.578719444    1.286121102    1.309666502    1.392720312    1.413364671    1.410691718    1.632543359    4.517924193    6.242290471    1.738252143    1.775263985    1.238763903    1.767473266    1.864074254    1.769893674    1.828203977     2.09208514   0.7577712701    1.622381104    1.451775828     1.47551586    1.623171303    1.225009553    1.526684534    1.655436436    1.512586378    2.307757514    1.496466571    1.453470584    1.117942494   0.9981247633    1.090190027    1.170063597    0.976791265    1.149910339    1.795141339    2.352414917            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
172          NO_ID    2.502444632    1.759569683    1.870635708    1.939211308    2.201805007    2.192055114    2.226048794    1.975147956    1.987247198    5.122546635    1.391720233    2.361734174    1.502338348    1.509110024    1.224262374    1.324628016    1.455534334    1.413770561    1.450363166    1.569634779     4.00023743    5.507426521    1.770790602    1.684095498    1.159912196    1.756905497    1.867353715    1.742603852    1.841621557     2.65196765   0.8753937448    1.642066189    1.413963213    1.384114457    1.633277497     1.21276822    1.453169571    1.752326291    1.516916175    2.766083844    1.118178089    1.349860222    1.067563604   0.8687032872    1.116970245    1.257825977    1.062331303    1.239504579    2.235982689    2.978472345 0.0009167443104 0.0005256356569 0.0005951773139 7.535957416e-05 7.780617149e-05 0.002778509774 0.0007104932802 0.004549620368  0.01111158362 0.000176425758 0.008618765808 0.0007838555487 0.003087619418 5.127913004e-06  0.01064388512   0.3689485066  0.08702830589  0.01303030303  0.08075928903 0.0001333986165  0.03137362921 
173          NO_ID    2.502899229    1.783758171    1.947856271    1.826717022    2.060487673    2.235815171    2.086723809    2.024101758    1.997449993     4.98779084     1.33838263    2.561294101    1.063009976    1.690628988    1.109540693    1.412215181    1.396491085    1.343633595    1.265145671    1.553429516    4.747804724      6.2356133    1.792752225    1.732162474    1.176374776    1.718428262    2.004443765    1.631723378    1.820363392    2.179347259    1.686948245    1.621262621    1.543627623     1.42364592    1.499979643    1.201115296    1.536461091    1.679703452    1.554217054    2.233555418    1.620308101    1.376493579    1.000969904   0.8812636155    1.125122568    1.076510597   0.9624787965    1.188613653    1.978720957    2.553122337 0.0009452018845 0.002454203453 0.0006334078019 5.122056319e-05 2.529341063e-05 0.001520687811 0.0003867414555 0.006428006678  0.01017486199 6.020340937e-06 0.008394775671 0.004394043203  0.00174737262 5.127913004e-06  0.02798871743   0.9817369967  0.09961470815 0.004191919192  0.08699691733  0.00106954817  0.05495636723 
174          NO_ID    2.503598924    1.850176651    1.874354544    1.928059622    2.096738566    2.062103785    2.108576626    1.888976831    1.963614294    5.572923621    1.143851098    2.174172073    1.436449763    1.545239247     1.25571755     1.28251701    1.358773073    1.444293135    1.387609303    1.645732893    4.666442559    6.294366529     1.84902337    1.799768465    1.165239047    1.729373723    1.893327667    1.691534565    1.781435648    2.336148937    1.243901107    1.783034572    1.441406438    1.461534766    1.563094194    1.335145004    1.600638551     1.76467082    1.553121835    2.385264222     1.63027772    1.336492054    1.153887259   0.9579454965    1.139731301    1.175604809   0.9094625061    1.165504375    1.977489715    2.900359047            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
175          NO_ID    2.504562687      1.7618213    1.892044916    1.836822538    2.077105548    2.082153738    2.113457434    1.949605299    2.041233408    5.459081235   0.6793801402    2.403042242     1.13641918     1.64620389    1.257649463    1.302998292    1.373587855    1.318789448    1.266379285    1.473172372     4.01035691    5.626772089    1.820898683    1.697032779    1.181075658    1.808474329    1.997428412    1.710734864    1.854734031    2.085124619   0.7934534631    1.657296719    1.502846224    1.389135609    1.546119256    1.376951772    1.548289347    1.752576691    1.455557071    2.511613778    1.455964687    1.346033099    1.024931204   0.8630767734    1.050236989    1.248580667    1.035075065    1.090824845    1.714850575    2.922271754            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
176          NO_ID     2.50490181     1.72315685    1.938780077    1.939993863    2.207389972    2.068363984    2.054217416    1.998970892    2.018270581    5.588978447     1.42579499     2.60931386   0.5777470134    1.649867902    1.215271811     1.21727691     1.53222536    1.477898099    1.409820099    1.559238441    4.903545297    5.388065614    1.685106298    1.716545199    1.123222003    1.750351874    1.874540625    1.766874903    1.861432802    2.416950385    1.319212355    1.664334612    1.530546927    1.341022548    1.656328475      1.3349369    1.486386532    1.603545891    1.462907791    2.087285565   0.8407078997    1.302666789    1.181319885   0.8282909826    1.210534691    1.162591696   0.9145678924    1.209760051    2.080448974    3.036939958            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
177          NO_ID    2.505174452    1.872648488    1.863376513    1.869991031    2.200609207    2.054976983    2.147109127    2.035303291    1.979162137    5.601202411    1.524427105    2.181403001   0.7365485268    1.659979683    1.174471364    1.336145769    1.393407542    1.330937652    1.296072145    1.476595832    4.399552247     6.02220243    1.833552166    1.771393865    1.235044775    1.699175889    1.906058371     1.79449043    1.814944864     2.28978531   0.9570724022    1.618119316     1.45460555    1.393190993    1.540110347    1.252214756    1.525167976    1.780219474    1.416518047    2.085650566    1.736299779    1.476003468    1.095410713   0.8391696611    1.193983151    1.235882078     1.04431543    1.254390693     1.71209865    3.116937879            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
178          NO_ID    2.505976484    1.883918285    1.943827757    1.924236066    2.214916683    2.223062734    2.102758033    1.898577517    2.080226886    4.976934676    1.395384008    2.258899199    1.229268368    1.702458207    1.114569486    1.379058543    1.384597028    1.444282942    1.355895954    1.663893622    3.970908031    5.763072128    1.811789389    1.778093201    1.067184431    1.704267665    1.895767705    1.786325392    1.921165892    2.125790269   0.9287963224    1.725142376    1.433076338    1.467987021    1.501378442    1.244993022    1.568049756    1.697136475    1.472570539    2.805383206    1.696617054     1.30624734    1.054856481   0.9297770843    1.066705547    1.135425967   0.9778356268    1.118302576    1.776544545    3.083657904            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
179          NO_ID    2.507100026    1.798327201    1.804809313    1.833818675    2.191785584    2.055363286    2.229987908    2.003033624    1.959538761    5.534088888    1.530142536    2.284794714    1.333346557     1.53438837     1.28595771    1.263582909    1.475528505    1.355641784    1.372993368    1.552474812    4.574026356    5.989553606    1.859181493    1.797033157    1.193083862    1.692882004    1.860361761     1.69102847     1.74984794    2.536620506    1.210317721    1.754947966    1.429651302    1.385272857     1.64076664    1.218436885    1.517636143    1.763754548    1.550470509    2.949874518    1.586861628    1.411099016    1.088933846    0.928641637    1.203487387    1.140891556    1.061224546    1.146015892    2.360666699    2.586089569            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
180          NO_ID     2.50738121    1.786431241    1.924047896    1.854115062    2.096237086    2.201017047    2.136648306    2.062980654    2.083906229    5.111943499   0.8139046198    2.708733776    1.270020101    1.690969573    1.200033464    1.412579686    1.387101961    1.359514156    1.366200897    1.626340522     4.59348723    5.900220845    1.750818516    1.766123501    1.212047858    1.812590511    2.038534689    1.670970004    1.763363539     2.27148604    1.318099613    1.768744749    1.564728449    1.326067819    1.474859811    1.257965536    1.404084865    1.704508117    1.449946189    3.003955472   0.8684840833    1.367327113     1.18453785   0.9723008369    1.116296687    1.150571314    1.053880523    1.170398648     2.42842735    2.515407098            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
181          NO_ID    2.508082443    1.909328425     1.79382805    1.972286264    2.215654655    2.234348051    2.235927386    2.034919821    2.000670069    5.547190529   0.7771999068    1.747681973    1.158984562    1.677922286    1.207186135    1.307909407    1.446011735    1.291359235    1.276577878    1.505324644    4.147380807    6.260016313    1.828962796    1.688838802    1.180525666    1.800846403    1.997074631    1.729442882    1.877660051    2.490922859    1.510593872    1.683742494    1.531512997    1.434346825    1.508028758    1.344167651    1.545694876    1.636956144    1.508087473    2.295824725   0.9659712461    1.418127454     1.05070134   0.9695911616     1.15404974    1.223887475   0.9465005685    1.067061475    2.454233549    2.530392234            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
182          NO_ID    2.508389996    1.823882112    1.851243662    1.893260957    2.178217849    2.221634163    2.098196407    1.929087604     1.91471315     4.75155797     1.31719979    1.924124537   0.8691366149    1.558039587    1.297841679    1.410529297    1.462704376    1.330453948    1.344195586     1.54680637    4.113335742    6.026109315    1.689153702    1.860420732    1.242790054    1.767228801    2.027980152    1.625046683    1.727468491    1.853629939    1.038461441    1.733858487      1.5186081     1.39733595    1.479119444    1.293825949    1.495970113    1.670315852    1.551913554    2.617416318    1.337137228    1.369953512    1.150308171   0.9858547687    1.185993098     1.21414985    1.065384066    1.115697475    2.601018988    2.462898258            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
183          NO_ID    2.509361837    1.899839185    1.961602202    1.902419684    2.032980952    2.147023829    2.095051279    1.911407384    1.915351194    4.754304427    1.176235056    2.380098659   0.6805048539    1.572591599    1.155800599    1.290948858    1.347807757    1.328718981    1.392831311    1.558467777    4.650658383    5.992474201    1.819285419    1.692355359    1.236147799    1.759279365    1.987562434    1.632108615    1.734776518    2.390666307   0.9047008341    1.742138355    1.501972446    1.280942369    1.496558039    1.331953398    1.504966197    1.684609318    1.572360782    2.665586958    1.411351016    1.362207793    1.051137123   0.9629711739    1.192799392    1.172937722    0.922920032     1.20760715    2.386283514    2.993756716            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
184          NO_ID    2.509635222    1.877284072    1.981883099     1.85915639    2.100516409    2.224611958    2.044183137     1.92407402    2.052742661    5.289017902   0.8181802105    2.421276571    1.376585544     1.60808094    1.221088172    1.412851987    1.385276751    1.457936815    1.290437445    1.539160462    4.609860347    5.908652352    1.682527947    1.743472505    1.165098184    1.703233054    1.996692006    1.699854457    1.733673874    2.510687829   0.9804116011    1.741309096    1.503421638     1.31636542    1.652465486    1.200938047    1.417977377    1.789648622    1.454012066    2.917600192    1.471261015    1.372248109    1.109775353   0.9141693116    1.238329049    1.096863524   0.9960212991      1.0906058    2.652001697    2.847293718            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
185          NO_ID    2.509824367    1.905490218    1.917617261    1.827639889    2.161231499    2.085411866    2.164166801    1.975127731    1.915657271    4.707169026   0.9392112713    2.571177737    1.042136357    1.697142101    1.222156045    1.253551113    1.437748871    1.409155474    1.335124522     1.47118486    4.225430779    6.151853024    1.821338091    1.845798969    1.081832995    1.835043785    1.967544449    1.671642979    1.877527602    2.059706214    1.409687568    1.685351969    1.441431461    1.337954775    1.564991858     1.39966296     1.50036664    1.622158658    1.503790691    2.644119556    1.051962318    1.446232945    1.085059459   0.9634197349    1.201375046    1.073215504    1.085970848    1.106123916    2.289854887     2.52047685            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
186          NO_ID    2.510568235    1.847860933    1.848641731      1.8512985    2.168333472    2.151427117    2.085224263    2.073786316    2.062494085    5.381265941   0.7559281825    2.371577868    0.590733937    1.699177271    1.248974169    1.257596758    1.444790373    1.384083634    1.303995672    1.502223423    4.726232688    6.225091321    1.768394863    1.834353479    1.136545034    1.863038091    1.999124755    1.694667082    1.734227101    2.413878908   0.8089080828    1.742795337    1.454636715    1.348823347    1.646093836    1.219970186    1.577250465      1.6243181    1.422756502     2.76272275    1.736856439    1.328542138    1.068860124    1.010118075    1.085719409    1.083834293   0.9367148337    1.197509783    2.217589631    2.618552526            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
187          NO_ID     2.51144327    1.757284728    1.831717546    1.911282508    2.098243421    2.061125756    2.120872862    1.883874385    1.921556463    4.635690393    1.029597823    2.341116721    1.249094786    1.514431984    1.176201697    1.283749876    1.418834574    1.421030435    1.266487783    1.656460859    3.982636328    6.146016381    1.802188558    1.743934367    1.180510123    1.783455501    1.839441042    1.637217487    1.904147223    2.572792493    1.704195481    1.713590493    1.395843227    1.310956642       1.476873    1.291086647    1.449082398    1.690745862    1.503961033    2.417194305    1.323419705    1.464480597    1.193662205   0.8591028981    1.236912582    1.135863902    1.011852775    1.122747155    1.662471684    2.806702788            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
188          NO_ID    2.512355982    1.772829894    1.801754459    1.883989203    2.132168577    2.101853905    2.194091405    2.042266419    1.929153166    5.093970561    1.212551021    2.137816726    1.446222382    1.579190455    1.112588845     1.32427302    1.466553735    1.364369182    1.272738941    1.635225971    4.041616306     5.41243506     1.81947798    1.690678317    1.150168672    1.843231952    1.974820458    1.737594631     1.88200385    2.122331665    1.565537513    1.692359832    1.521296227    1.453261962    1.628349035    1.250464804    1.432115867     1.71544044    1.421731223    2.370345161   0.9051727608    1.418841427    1.143632377    1.014879029    1.056031882    1.222221222    1.008152048    1.189585617    1.810952022    2.819454945            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
189          NO_ID     2.51433898    1.865647954    1.981378732    1.921065821    2.167140119    2.244394266    2.159600114    2.036675397    1.953588545    5.350690112    1.567570005    2.701020655    1.131636837    1.557011761    1.247697942    1.272540712    1.391636599    1.294406939    1.343249515    1.628654827    4.311312256    6.132216782    1.730043446    1.683485661    1.076753857    1.698126279    1.945040867    1.794007941     1.76451058    2.557771334    0.874167267     1.77684956    1.501202221    1.294612185    1.549915381     1.26534234    1.416006451    1.602515495    1.431017736     2.41197498    1.597267588    1.299131737    1.064599127    0.890380885    1.114143498    1.078297069    1.031921597    1.172780097    1.741520039    2.290855557 0.0009756788312 0.002916245245 0.0005155476896 4.793944181e-05 4.029090095e-05 0.003075681498 0.0007712357863 0.0004155663112 0.005865989658 0.0003886520531 0.008769952602 0.002261901185 0.002533370541 5.127913004e-06  0.00501499757    1.432763002  0.09977872848 0.001363636364  0.08662789733 0.001470875606  0.03629913388 
190          NO_ID    2.514503845    1.738670946    1.988401515    1.976657547    2.041091678    2.227191569    2.089666763    1.884071829    2.077238252    4.873676272   0.8009890858    1.952652701    1.479968709    1.685405917     1.26766649    1.227113186    1.419231867    1.347636603    1.336429038     1.48514542    4.824599335    6.244282417    1.776098932    1.791628038    1.216311252    1.733882889    1.916777887    1.735695318    1.831789505    2.011908424    1.619374848     1.64429335    1.465052631    1.450676484    1.472950897    1.303144309    1.554868053     1.65561766    1.516216138    2.724531526    1.385764575    1.431013955    1.177436846   0.9177466567    1.174419872    1.211103336    1.013859843    1.060651739    1.671699695    3.166444402            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
191          NO_ID    2.515028683     1.89108397    1.934261645    1.861752838    2.072848034    2.226452738    2.085773708    2.046463878    2.016267996    4.953650694     1.06737567    1.810911952    1.277180688    1.656601801    1.282129187    1.369978887    1.538672122     1.46932059    1.288398584    1.664054844    4.208284279    5.596119461    1.687722864    1.693720617    1.127507476    1.824777332    2.035466799    1.639021964     1.78096916    2.426772814    1.237167107    1.593997843    1.500438533    1.320095067    1.507750681    1.370286566    1.423547805     1.68652439    1.545750444    2.763079002    1.620272643    1.313825578    1.156798191   0.9240906661    1.228427379    1.204927378   0.9630695534    1.234099501    2.249239839    2.672340689            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
192          NO_ID    2.515121304    1.769106274    1.967064676    1.861211124    2.224033665    2.116498364     2.20078774    1.950096967    1.930627879    5.191763379   0.6295345518    2.513002375   0.8254746358    1.700839174    1.214557655    1.288930944    1.433370774    1.437432082    1.389426917    1.557266203    4.722284956    5.591052548    1.838936661    1.751744061    1.134695506    1.772869991    2.010686682    1.673044603    1.759700628    2.662428089    1.724901539    1.772821932    1.425591891    1.450444984    1.486033056    1.246625556    1.443943348    1.779820796    1.525722523    2.436856136    1.324867357    1.406229433    1.031971702   0.9746683986    1.165068607    1.212529357   0.9325993427    1.065439381    2.127807194    3.025131298            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
